.id,Probe.Id,BMD,BMDL,BMDU,fitPValue,logBMD
Analine,ENSDARG00000076997,2.23222,1.51908,3.28014,0.3311002652026759,0.34873699495979726
Decanol,ENSDARG00000117485,0.028557,0.0182926,0.044581,0.20413170954055637,-1.5442874184602629
Decanol,ENSDARG00000001937,0.284735,0.189447,0.427951,0.2107257697707647,-0.5455591455239002
Decanol,ENSDARG00000001953,0.0300563,0.0189881,0.0475761,0.5432083372146508,-1.5220644831132122
Decanol,ENSDARG00000002210,0.0372104,0.0218856,0.063266,0.20846200105536905,-1.4293356614254142
Decanol,ENSDARG00000002369,0.0192011,0.0133648,0.0275862,0.29686819686602195,-1.716673890554481
Decanol,ENSDARG00000002986,0.0247417,0.0164253,0.0372689,0.9770932826893848,-1.606570463346576
Decanol,ENSDARG00000004187,0.028538,0.0182857,0.0445386,0.1351817889405632,-1.5445764663790214
Decanol,ENSDARG00000005481,0.0146322,0.0105285,0.0203353,0.7408354563789892,-1.834690371343643
Decanol,ENSDARG00000005565,0.0326811,0.0201163,0.053094,0.3967482486975479,-1.4857033341503247
Decanol,ENSDARG00000005690,0.00129393,2.28304e-4,0.00733339,0.9636711408264732,-2.8880892178219058
Decanol,ENSDARG00000005823,0.0567219,0.0272709,0.117978,0.8699001738253561,-1.2462492301223211
Decanol,ENSDARG00000007077,0.0305097,0.0191999,0.0484816,0.4601644046779469,-1.515562062727476
Decanol,ENSDARG00000007080,0.0262826,0.0171967,0.0401693,0.6760394456900403,-1.5803316745079994
Decanol,ENSDARG00000007241,0.0137739,0.00996537,0.0190379,0.6137367704030571,-1.8609430743640456
Decanol,ENSDARG00000007693,0.0164665,0.0116982,0.0231784,0.48254636992161415,-1.783398701511398
Decanol,ENSDARG00000010266,8.94555e-4,3.87421e-4,0.00206552,0.9503558423183976,-3.04839295251171
Decanol,ENSDARG00000010936,0.0271538,0.0176325,0.0418163,0.19929768447192664,-1.5661693850972311
Decanol,ENSDARG00000012944,0.0289396,0.0184893,0.0452963,0.3082233815926233,-1.538507475946536
Decanol,ENSDARG00000012968,0.0304094,0.019153,0.0482812,0.9130233815874188,-1.5169921487233393
Decanol,ENSDARG00000013576,0.00545206,0.00244936,0.0121358,0.23766533481033925,-2.2634393733939433
Decanol,ENSDARG00000013871,0.0265093,0.0173179,0.0405792,0.349962508893493,-1.5766017400206245
Decanol,ENSDARG00000015164,0.0278143,0.0179434,0.0431155,0.5939058981072616,-1.5557318654359968
Decanol,ENSDARG00000016360,0.00134247,4.66023e-4,0.00386725,0.2469173714141898,-2.8720954106414665
Decanol,ENSDARG00000016830,0.251985,0.17188,0.369424,0.42087280054400744,-0.5986253108498754
Decanol,ENSDARG00000017785,0.0211986,0.0145119,0.0309665,0.7891548363114462,-1.6736928198425423
Decanol,ENSDARG00000018621,0.0404892,0.0230288,0.0711882,0.8123821835554147,-1.3926608040914996
Decanol,ENSDARG00000018643,0.0141559,0.0102198,0.0196081,0.18172098362795952,-1.8490625139634282
Decanol,ENSDARG00000019274,0.0215856,0.0147308,0.0316302,0.47714886937774137,-1.6658358750564708
Decanol,ENSDARG00000019949,0.0170116,0.0120353,0.0240454,0.2509741038480412,-1.769254837563651
Decanol,ENSDARG00000021896,0.0743229,0.0291807,0.1893,0.8614773223567536,-1.1288773529780056
Decanol,ENSDARG00000025428,0.0162274,0.00432112,0.0609397,0.9962634288555722,-1.7897510584921401
Decanol,ENSDARG00000025670,0.388239,0.236868,0.636343,0.16988867380066264,-0.4109008403179543
Decanol,ENSDARG00000026759,5.60369e-4,1.20402e-4,0.00260805,0.5939295601472214,-3.2515258981923423
Decanol,ENSDARG00000027744,0.0216556,0.0163769,0.0286357,0.9542552952079032,-1.6644297790050564
Decanol,ENSDARG00000029075,0.0328481,0.0201995,0.0534169,0.23124856088834225,-1.4834897458417833
Decanol,ENSDARG00000029476,0.0222316,0.0150881,0.0327571,0.6011895383434576,-1.6530292801635538
Decanol,ENSDARG00000029751,0.0242744,0.016174,0.0364317,0.31767556204197844,-1.6148514959167444
Decanol,ENSDARG00000029766,4.92343e-4,1.01754e-4,0.00238223,0.10710206043847824,-3.307732232382436
Decanol,ENSDARG00000031336,0.0284538,0.0182484,0.0443666,0.25367530870235155,-1.5458597254437283
Decanol,ENSDARG00000031929,0.00116692,2.46146e-4,0.00553211,0.2213254233467984,-2.932958916661977
Decanol,ENSDARG00000031952,0.398711,0.241016,0.659583,0.5037658491575298,-0.39934178246301083
Decanol,ENSDARG00000032317,0.183192,0.130936,0.256304,0.6415679695613141,-0.737093495906797
Decanol,ENSDARG00000032327,0.0235989,0.0158227,0.0351967,0.21427163256586557,-1.627108240041073
Decanol,ENSDARG00000033140,0.00201868,3.86825e-4,0.0105347,0.7261133312706067,-2.694932519713461
Decanol,ENSDARG00000033160,0.00239828,4.62886e-4,0.0124259,0.37763092593549974,-2.6201001142496416
Decanol,ENSDARG00000033307,0.00285693,8.36544e-4,0.00975684,0.7507639107701867,-2.5441004004944587
Decanol,ENSDARG00000033760,0.369714,0.229255,0.596229,0.387297693793221,-0.4321341036394254
Decanol,ENSDARG00000034956,0.0265155,0.0173168,0.040600700000000003,0.34652624762824236,-1.576500179022749
Decanol,ENSDARG00000035133,0.0261269,0.0171196,0.0398732,0.4828525279754975,-1.582912116976152
Decanol,ENSDARG00000035519,0.0342468,0.02074,0.05655,0.15847594778056107,-1.4653800024859616
Decanol,ENSDARG00000036074,0.0158766,0.0113259,0.0222558,0.6811332101526264,-1.7992424968292926
Decanol,ENSDARG00000036414,0.00101609,2.72527e-4,0.00378841,0.4610336188158951,-2.9930678227880443
Decanol,ENSDARG00000037421,0.0304495,0.0191596,0.0483919,0.5086154379231879,-1.5164198343619364
Decanol,ENSDARG00000037618,0.0641048,0.0283241,0.145086,0.7765779203905876,-1.1931094504271111
Decanol,ENSDARG00000038095,0.00443272,0.00112046,0.0175365,0.9761317981443156,-2.353329700754683
Decanol,ENSDARG00000038429,0.027072,0.0175967,0.0416495,0.5583275686793003,-1.5674796586410704
Decanol,ENSDARG00000038639,0.0279657,0.0180365,0.043361,0.7941660360658896,-1.5533743055210516
Decanol,ENSDARG00000040059,0.045351,0.0245182,0.0838853,0.3887504392461488,-1.3434131322049063
Decanol,ENSDARG00000040277,0.0287524,0.0183947,0.0449423,0.1097846569769194,-1.5413258983394287
Decanol,ENSDARG00000040278,0.003323,5.77835e-4,0.0191098,0.3417567988782034,-2.478469658721289
