	C10	C11	C12	C7	C8	C9	C4	C5	C6	C1	C2	C3	B10	B11	B12	B7	B8	B9
560235	55	0	0	733	18	23	6	26	1	48	31	16	1	15	18	136	8	11
560238	33	0	12	112	58	21	60	26	37	107	42	36	1	16	76	125	7	59
560240	554	21	112	1224	1134	324	525	215	652	1052	677	453	57	420	666	1468	389	865
560242	12	0	2	9	10	6	0	1	4	15	5	1	0	1	14	24	0	19
560245	18	0	0	4	21	0	23	10	0	14	30	16	0	18	3	14	26	11
560253	10	0	0	8	9	0	4	4	14	23	0	1	0	10	16	20	10	28
560257	23	2	1	29	80	9	13	7	47	49	30	42	4	14	10	51	51	84
560260	91	0	12	121	175	72	53	16	46	72	92	67	8	62	379	147	28	399
560266	243	18	57	763	832	224	333	138	270	482	272	340	24	234	306	945	264	487
560267	113	0	7	241	274	61	68	31	117	206	99	80	3	122	150	319	105	224
560268	13	6	11	43	51	1	13	34	31	72	24	11	2	15	35	53	3	37
560270	6	0	0	4	3	7	5	14	15	12	14	2	2	2	0	8	4	15
560271	4	0	5	20	10	18	11	11	19	11	7	0	0	14	15	20	2	16
560273	5	0	7	19	25	9	10	2	24	6	4	21	0	13	4	31	1	15
560275	0	0	0	13	11	1	0	10	5	32	0	25	0	0	12	0	7	23
560276	4	0	14	13	68	91	17	28	29	5	75	41	6	40	17	39	8	17
560277	0	0	0	4	6	36	3	0	5	0	0	2	0	9	5	11	3	0
560281	56	0	7	246	133	51	68	24	72	201	74	80	1	79	99	198	30	122
560289	57	0	11	143	167	88	44	29	89	123	43	62	6	54	180	160	108	122
560290	74	0	3	103	125	40	47	19	54	134	42	99	12	47	116	229	74	52
560294	53	0	3	99	160	57	39	48	54	83	47	92	8	9	15	184	53	146
560295	1	0	0	12	2	1	6	0	9	7	2	20	16	0	8	21	0	11
560297	0	0	0	10	2	0	7	0	4	7	5	1	0	0	15	6	4	3
560300	29	0	11	98	106	8	59	15	42	42	53	30	0	18	77	211	67	78
560304	14	0	0	52	58	13	21	3	1	24	17	26	0	20	22	15	9	20
560305	130	0	19	59	96	17	57	35	52	77	74	43	28	26	44	77	42	72
560308	0	0	13	10	10	0	0	0	6	8	2	6	6	3	3	11	8	5
560309	0	4	0	4	0	0	2	0	23	1	4	6	0	4	18	14	0	0
560313	93	4	23	369	426	198	96	51	206	365	163	187	8	52	143	405	73	217
560317	1	0	9	46	13	3	10	6	17	54	24	25	1	43	36	77	11	42
560319	36	0	3	118	198	9	60	49	78	67	43	38	0	51	49	85	63	91
560322	5	0	0	25	22	6	13	0	3	30	14	20	0	16	2	49	7	37
560323	18	0	5	148	139	53	36	49	36	148	54	31	4	39	137	245	48	205
560325	140	4	5	240	949	35	159	130	232	266	184	108	50	137	314	558	188	258
560327	164	0	28	114	176	47	59	24	69	100	51	97	0	78	103	79	51	60
560328	57	6	7	106	90	17	86	40	41	185	105	21	16	39	96	184	48	124
560334	0	0	17	5	8	0	0	0	2	3	1	0	10	4	7	15	2	0
560338	3	0	17	23	77	5	6	0	1	12	27	6	0	10	27	17	47	29
560339	0	0	0	0	0	2	0	0	0	11	0	8	0	0	16	6	0	8
560341	78	0	5	110	73	56	69	3	28	209	89	14	5	83	54	199	26	108
560346	15	0	0	171	41	3	42	50	27	103	21	30	4	9	33	137	20	56
560358	0	0	0	10	1	6	0	0	0	1	3	4	0	0	2	8	0	5
560360	56	0	6	164	141	82	76	19	63	150	64	39	8	98	81	233	11	113
560361	55	0	2	97	118	31	14	3	40	81	56	61	8	36	24	98	44	56
560362	0	0	0	2	21	0	0	0	5	0	5	14	0	0	0	0	0	5
560364	14	0	20	40	44	9	30	12	16	26	36	18	0	26	47	125	14	31
560368	91	2	25	414	394	104	119	39	285	158	115	68	5	79	136	197	66	143
560369	6	0	0	6	6	0	9	0	5	0	0	8	0	8	0	5	3	0
560376	13	0	0	22	20	0	0	12	16	22	13	11	1	5	11	68	0	35
560384	319	1	2	670	472	164	318	147	382	465	390	323	31	131	287	992	190	432
560385	84	1	1	194	70	10	12	7	22	20	2	11	0	17	12	69	18	61
560386	59	5	8	107	154	41	75	12	69	122	80	58	6	46	73	101	16	85
560387	117	0	2	69	64	17	35	20	9	26	10	35	1	12	102	14	5	67
560393	85	0	7	243	222	68	107	42	128	270	225	73	42	57	78	389	113	189
560397	104	0	20	120	117	13	54	18	40	47	76	70	0	58	56	90	26	69
560399	25	0	0	10	3	1	0	0	2	39	6	12	5	8	12	26	21	11
560400	221	1	21	199	116	58	149	25	128	511	121	64	7	60	206	487	80	162
560402	0	0	0	18	0	4	0	7	0	0	0	13	10	0	0	13	1	20
560410	69	0	0	92	131	7	62	20	31	61	39	3	0	25	58	104	13	64
560411	423	10	101	771	720	241	223	186	233	467	323	275	51	233	307	873	207	412
560413	50	0	5	231	168	74	82	81	79	259	86	76	15	56	107	137	64	146
560416	16	0	3	46	137	84	169	29	54	163	43	35	0	50	106	167	23	82
560417	31	0	9	59	116	21	54	26	72	63	20	64	1	29	48	114	30	65
560418	32	0	0	60	77	12	1	25	11	49	0	37	4	4	25	27	19	18
560419	36	0	0	28	30	2	8	3	4	8	0	4	0	1	15	25	8	7
560426	158	4	102	489	496	219	96	131	163	312	169	218	13	115	205	497	107	219
560433	0	0	10	16	23	3	6	0	0	21	0	3	0	0	1	7	10	4
560435	6	0	2	13	6	0	0	3	4	10	1	6	0	0	0	3	0	25
560439	15	0	0	27	14	5	23	2	17	42	21	9	0	20	34	37	23	32
560440	5	0	0	23	0	0	1	0	0	1	0	0	0	2	9	10	0	14
560444	455	11	30	765	606	186	425	188	384	556	526	368	86	327	491	1057	339	773
560446	2	0	1	13	32	18	22	22	8	17	2	16	1	4	12	27	31	27
560451	34	0	0	79	38	3	18	11	18	47	45	41	15	1	25	76	15	44
560455	76	0	3	191	112	7	50	34	37	94	93	54	0	86	98	262	39	119
560461	94	0	10	140	221	52	72	10	80	167	47	59	23	86	113	242	88	115
560466	41	12	7	205	379	92	109	53	78	135	116	59	2	178	131	221	54	147
560477	121	0	23	222	248	42	36	14	69	162	81	100	23	70	158	296	88	126
560478	3	0	0	35	35	8	0	10	1	16	10	6	0	8	7	7	13	33
560481	2	0	1	19	10	11	4	0	37	5	1	11	10	124	30	12	26	124
560482	5	3	0	9	1	0	0	4	11	6	3	22	0	0	4	23	0	13
560486	19	0	19	120	125	10	34	17	64	79	54	31	8	91	70	77	28	27
560494	0	0	0	0	8	3	0	0	14	4	0	0	0	8	3	62	8	1
560495	15	0	3	49	42	2	25	8	8	60	11	40	2	20	14	57	15	61
560497	13	0	0	9	8	0	6	0	14	9	5	1	0	2	0	1	0	12
560512	16	0	0	22	29	3	13	16	24	21	17	14	0	11	9	70	3	18
560514	18	0	2	48	56	10	27	7	20	62	16	5	0	28	3	76	27	20
560522	126	10	20	246	277	35	126	35	121	248	67	98	12	77	136	309	78	134
560526	26	0	0	84	127	15	39	37	76	140	37	36	7	53	83	177	31	84
560541	1	0	6	4	39	29	23	1	1	22	0	5	5	6	14	12	0	23
560542	126	0	4	228	565	72	94	43	133	321	159	72	8	91	109	327	65	296
560546	5	0	0	16	2	15	0	11	17	2	0	5	0	0	18	8	2	1
560548	0	0	0	14	1	0	0	0	10	9	2	1	0	4	1	0	9	5
560549	73	0	7	97	190	29	33	26	37	31	17	23	2	36	124	49	12	20
560551	0	0	2	5	2	0	3	0	6	4	7	7	0	6	28	1	1	9
560560	239	9	66	612	578	137	258	227	342	906	435	426	27	238	529	1276	243	808
560561	24	0	21	71	65	30	20	0	28	108	31	39	0	12	80	58	29	40
560564	0	0	0	2	0	0	15	0	3	12	16	3	0	2	7	21	5	10
560566	1	0	0	30	38	19	16	8	25	18	2	14	0	17	10	45	0	19
560568	4	1	0	40	33	14	13	0	18	33	20	7	0	33	58	11	9	31
560569	0	0	0	9	5	0	35	8	11	16	10	23	0	1	9	21	1	34
560572	37	0	6	237	157	45	38	49	152	96	60	73	17	34	58	165	80	102
560573	20	0	0	15	7	0	6	0	2	9	6	3	2	36	9	27	9	22
560575	69	0	18	164	201	54	51	37	123	177	117	49	29	53	104	244	46	151
560578	36	0	0	29	58	7	18	11	36	32	29	31	11	9	3	80	12	11
560581	33	0	0	63	36	27	28	18	57	45	52	18	5	48	60	132	39	113
560583	35	0	0	64	33	19	13	12	32	33	32	30	6	8	15	134	26	56
560588	386	3	33	885	1165	341	290	232	309	558	373	411	44	230	421	943	222	452
560591	53	0	30	106	136	20	47	46	100	165	65	80	6	56	120	189	45	106
560592	10	0	18	57	40	0	34	16	20	79	36	37	0	45	30	72	32	389
560594	86	0	6	209	269	47	71	24	63	137	80	43	0	49	132	213	30	103
560599	3	0	0	15	13	3	0	3	1	4	1	5	0	0	7	6	0	0
560601	4	0	0	7	2	3	4	0	5	0	0	0	0	11	0	3	0	7
560605	84	2	12	172	102	48	46	14	44	94	85	49	3	84	125	153	26	97
560606	21	0	0	12	25	1	8	0	0	53	1	23	0	9	37	16	0	28
560608	2	0	0	33	13	16	0	0	4	9	19	0	0	0	3	6	5	26
560618	0	0	4	8	0	0	0	0	0	5	0	0	0	6	3	19	0	0
560620	0	0	0	26	37	3	0	10	8	30	4	11	0	8	6	46	12	8
560622	392	0	94	1116	974	286	341	162	442	934	478	596	86	360	437	1076	210	854
560627	1	0	0	22	4	12	4	0	11	11	5	3	0	2	12	31	3	15
560629	34	0	0	25	18	5	31	18	10	0	9	14	0	5	5	34	2	5
560631	299	6	53	581	841	210	251	187	373	640	292	300	23	274	431	984	189	473
560638	19	0	9	11	46	13	19	19	89	26	48	23	0	56	34	86	9	35
560639	8	0	12	32	22	26	38	6	6	15	56	27	0	13	12	87	8	38
560644	9	0	0	42	14	10	80	4	1	40	18	14	0	1	10	32	21	27
560645	28	0	1	100	85	24	19	8	103	447	50	123	7	54	30	103	40	148
560648	28	0	0	42	53	6	11	3	14	33	19	11	7	11	33	71	4	16
560649	71	0	19	247	112	26	160	1	268	229	62	187	7	227	242	49	55	125
560651	0	0	0	19	8	28	15	6	6	26	8	27	0	38	34	3	0	25
560653	25	0	0	53	136	17	49	15	17	58	57	38	1	38	45	95	3	115
560654	32	0	1	62	71	15	30	19	28	21	50	17	0	34	21	72	21	15
560657	37	0	0	84	90	26	24	8	45	56	45	21	0	39	74	119	30	57
560664	0	0	0	6	5	0	0	3	4	0	0	3	0	0	4	0	0	0
560667	21	0	24	34	136	22	2	6	44	50	9	2	0	10	50	21	2	40
560668	45	0	0	91	116	19	22	5	20	40	38	11	2	48	39	237	21	71
560682	6	0	2	22	12	54	0	0	13	35	10	21	0	1	13	17	19	1
560686	9	0	0	36	38	0	17	0	0	37	5	5	0	14	12	40	0	2
560687	85	0	16	136	116	31	172	41	179	241	103	74	10	85	132	317	104	200
560688	59	0	14	391	254	17	133	28	80	144	217	109	10	28	209	280	31	218
560697	34	0	0	16	104	27	26	0	0	29	18	52	0	29	3	60	36	0
560699	90	0	15	258	237	83	104	30	73	190	50	104	0	64	85	355	64	155
560700	1	1	0	56	64	34	35	13	15	54	68	30	1	30	23	62	41	91
560703	13	0	7	140	110	42	34	48	87	77	61	53	3	45	64	111	11	126
560706	1	4	6	57	120	13	53	4	23	80	53	36	0	25	32	48	8	27
560719	85	0	22	97	154	72	39	45	28	76	34	55	10	37	47	149	34	98
560722	3	0	0	6	0	0	3	0	9	4	4	1	0	0	2	5	0	0
560729	87	1	9	283	309	95	104	62	162	240	134	115	18	79	170	284	91	154
560737	0	0	2	99	49	20	14	22	45	60	14	17	0	21	8	93	27	8
560745	333	10	39	942	992	215	372	211	409	835	524	448	37	473	452	1128	226	742
560747	62	1	1	76	150	31	25	9	33	64	35	35	1	23	34	105	23	65
560748	44	0	5	110	60	19	42	31	55	126	26	59	0	36	18	117	6	52
560750	28	0	0	37	62	9	21	22	78	82	64	49	0	28	33	107	35	26
560751	358	28	71	759	688	306	271	58	311	485	210	187	22	280	262	549	256	916
560753	854	13	118	2047	1479	468	886	393	993	2196	1067	991	172	985	1318	3090	730	1557
560756	28	4	10	175	93	36	50	17	45	118	153	94	8	51	91	205	22	121
560758	7	0	1	67	34	10	5	6	17	34	13	34	0	5	26	48	21	8
560759	16	0	1	41	82	16	6	12	3	27	46	15	10	45	18	71	16	48
560761	77	0	48	206	196	91	69	44	130	275	106	76	3	132	121	348	47	146
560764	6	0	0	4	6	0	6	7	8	46	14	9	0	10	0	23	4	11
560765	49	7	15	129	138	23	47	21	50	159	52	104	6	95	55	102	22	93
560773	221	1	40	444	475	102	206	149	264	501	290	227	18	375	290	690	175	462
560775	0	0	9	41	43	35	3	8	22	26	49	26	0	27	8	62	10	29
560778	3	0	26	23	27	17	12	4	14	59	19	7	9	49	19	22	18	8
560780	7	0	0	15	12	0	0	0	6	1	6	0	6	0	1	30	0	9
560785	86	8	11	354	244	69	104	68	112	192	123	76	4	85	148	322	43	241
560786	0	0	0	6	13	0	17	6	1	0	0	42	0	9	0	19	0	2
560787	31	0	0	67	30	4	18	6	0	56	31	20	5	39	34	73	1	15
560788	133	0	9	224	198	65	156	43	127	245	87	100	5	44	122	340	57	182
560793	1129	6	170	1664	1733	537	429	368	604	1822	465	561	116	453	630	1967	224	768
560799	9	0	0	26	26	5	21	11	15	26	0	10	2	21	5	22	6	32
560802	63	0	2	79	129	74	78	36	17	101	71	48	6	31	46	125	24	140
560805	31	0	0	62	63	34	36	20	5	22	27	30	0	20	34	162	42	64
560806	6	0	0	4	0	0	1	0	1	1	0	4	0	12	7	47	0	2
560807	40	7	12	62	142	10	17	34	24	55	44	27	0	15	31	147	19	82
560810	76	0	11	288	306	83	81	61	150	229	155	134	23	108	161	313	41	209
560815	1	0	2	23	27	1	15	4	49	29	11	5	1	9	28	30	2	31
560816	59	0	22	207	108	34	83	14	60	156	51	77	9	69	132	102	55	86
560826	41	0	0	20	62	6	22	17	2	70	13	22	13	7	61	67	10	93
560827	25	0	31	29	43	9	4	9	27	53	42	16	4	7	40	77	14	36
560828	12	0	10	362	110	80	99	21	43	156	88	127	10	63	32	333	22	188
560832	51	0	0	134	157	61	95	36	52	148	57	31	8	67	101	115	37	137
560837	59	0	21	193	143	49	61	44	99	151	83	54	19	43	76	223	46	118
560840	43	4	33	235	184	83	102	20	127	150	87	74	5	89	93	279	33	117
560847	28	0	3	89	52	29	14	22	25	55	28	2	0	10	25	94	8	49
560856	292	4	56	726	691	127	299	193	256	513	253	287	20	268	364	649	189	438
560857	160	2	49	340	447	98	171	102	90	294	139	169	5	144	209	274	82	402
560858	127	0	39	180	158	32	48	26	62	97	84	54	12	97	99	169	20	120
560859	72	0	0	123	80	10	56	16	58	140	47	34	5	74	110	204	39	92
560860	2	0	1	20	86	1	15	0	2	14	10	5	0	13	6	16	15	40
560862	74	0	12	357	371	44	73	20	154	188	166	110	16	38	197	334	26	121
560867	4	0	7	27	23	0	7	3	6	25	18	28	5	12	24	12	8	26
560869	12	0	0	5	23	11	12	45	15	22	1	22	1	4	1	65	10	32
560874	455	3	84	917	949	241	348	193	455	796	562	420	36	307	502	1131	266	732
560875	320	11	0	252	304	32	129	118	124	390	141	31	25	61	47	304	121	146
560881	43	0	8	136	69	7	30	14	24	59	74	20	6	59	46	109	16	49
560882	73	0	4	103	141	17	28	12	38	113	42	45	0	30	26	168	22	136
560883	221	13	43	482	335	82	166	80	160	417	203	290	7	199	121	503	108	637
560884	19	0	0	33	96	14	15	2	14	47	41	27	0	15	45	95	27	29
560885	100	0	34	188	218	71	61	29	88	140	118	56	16	70	82	267	16	86
560887	63	0	16	229	288	38	122	55	88	237	153	56	23	96	80	210	41	170
560890	97	10	8	168	169	56	97	61	48	142	127	115	34	85	132	260	83	93
560896	1	0	0	30	8	2	5	0	3	0	3	3	0	9	5	8	9	10
560900	86	0	2	198	328	61	137	44	73	201	109	129	7	30	87	299	68	181
560910	44	0	0	115	77	36	52	11	33	67	78	63	0	42	50	168	51	81
560911	0	0	0	18	6	1	20	0	17	18	27	6	3	3	0	22	0	20
560912	106	2	54	272	119	30	24	56	78	395	70	31	4	44	234	159	74	61
560913	11	0	0	72	83	31	48	8	24	116	11	31	4	38	54	43	29	40
560915	0	0	0	20	13	0	0	3	7	14	1	9	3	1	5	19	4	9
560916	19	0	0	104	61	39	48	39	76	54	43	44	2	33	74	103	11	130
560919	24	0	9	62	39	20	7	3	8	56	20	17	0	13	10	29	0	31
560923	94	0	18	276	162	34	122	1	128	197	143	133	3	125	168	298	69	196
560924	52	0	1	94	140	78	53	31	20	117	53	73	5	47	61	188	21	113
560932	18	0	1	69	71	17	31	12	35	40	25	20	0	2	21	99	16	64
560933	105	0	0	205	270	74	70	54	111	184	137	127	3	123	187	263	60	205
560936	0	0	0	12	10	0	0	0	0	23	0	0	0	9	2	27	0	0
560941	21	3	0	103	79	35	34	14	37	55	25	29	1	10	37	67	5	45
560942	29	0	0	134	133	36	48	10	15	82	0	33	0	36	25	151	0	74
560944	71	0	16	203	200	48	97	55	141	219	104	89	40	57	74	224	56	131
560945	146	8	26	265	397	98	149	80	137	297	192	129	15	107	206	461	130	230
560948	3	0	0	23	15	9	0	12	13	4	10	2	0	12	3	6	0	3
560951	74	0	0	145	191	49	47	44	61	88	84	30	11	40	63	131	39	76
560956	137	1	14	137	195	28	82	51	115	103	89	66	16	50	87	263	47	130
560974	8	0	2	21	16	7	7	6	15	66	24	16	4	8	25	78	14	39
560975	6	0	10	10	35	5	16	7	24	30	1	37	0	9	47	66	6	13
560986	245	43	11	293	960	131	275	50	305	445	508	537	37	260	285	404	213	153
561003	0	0	0	5	2	2	0	0	10	0	9	2	0	16	0	9	10	14
561004	0	0	0	0	0	6	4	0	3	0	5	11	0	0	4	1	0	1
561005	155	0	17	475	322	138	147	113	138	294	136	128	33	165	156	455	77	241
561006	46	5	6	148	159	45	106	38	73	99	76	29	4	42	80	314	66	75
561007	27	1	12	62	74	17	56	20	41	89	47	55	4	48	49	120	30	52
561009	86	0	13	291	244	68	66	50	105	266	102	115	11	76	145	307	92	264
561010	41	3	0	111	59	29	53	12	58	116	51	49	6	50	52	156	27	73
561012	53	1	11	273	391	77	83	167	70	194	111	65	7	35	62	187	28	191
561017	20	0	6	40	67	1	33	19	28	40	38	26	0	18	21	30	0	35
561018	27	0	0	68	30	34	31	15	16	27	16	3	0	18	16	75	16	75
561019	7	0	0	12	10	0	0	3	11	5	0	4	0	14	6	11	0	2
561024	6	0	0	5	17	0	0	0	0	11	7	0	0	0	20	25	11	1
561025	358	1	66	907	725	232	454	274	329	1205	602	447	73	380	551	1329	362	838
561030	1	0	17	29	13	21	1	0	1	5	0	8	0	7	5	21	0	0
561039	37	0	6	224	187	48	124	6	102	117	41	64	22	82	131	165	43	103
561041	9	0	0	69	55	5	18	17	35	63	32	29	0	37	52	103	4	100
561047	17	0	2	29	30	16	51	5	33	49	22	25	8	23	40	71	8	84
561049	16	0	0	14	33	0	25	5	7	58	3	9	6	16	6	2	10	24
561050	12	0	6	28	6	21	21	10	16	21	10	9	0	23	12	75	5	31
561051	79	1	3	175	205	22	50	104	53	184	102	165	24	43	133	196	15	116
561057	38	0	4	88	60	100	70	5	17	57	160	37	1	6	9	123	39	92
561061	177	38	41	416	555	163	75	129	424	266	155	253	18	184	395	408	92	495
561062	7	0	0	2	0	0	16	0	5	13	0	0	0	8	6	20	1	1
561077	12	0	0	6	2	3	3	0	0	2	12	11	0	0	14	2	5	5
561081	47	0	1	42	54	5	53	13	55	131	58	33	0	43	64	222	45	93
561082	30	0	9	75	94	11	50	21	44	94	76	82	2	66	90	185	82	89
561083	8	0	0	2	13	6	1	0	6	1	0	1	0	1	4	33	4	31
561087	20	0	0	39	26	1	2	9	7	0	3	0	8	15	13	18	6	15
561089	0	0	0	1	0	0	2	0	0	9	31	1	2	3	3	3	0	0
561090	11	0	0	11	8	0	0	2	2	11	3	0	0	0	0	16	0	1
561091	30	0	8	111	86	39	5	4	6	57	26	69	1	32	28	105	24	42
561094	184	0	21	496	381	77	156	83	153	342	147	182	2	184	152	361	99	226
561095	288	14	12	835	925	296	363	230	193	646	293	354	36	289	343	813	205	529
561108	1	0	0	36	2	3	2	4	15	8	13	5	0	18	14	12	0	6
561110	17	0	13	65	56	1	21	0	21	100	26	18	0	25	70	52	4	40
561117	11	0	0	14	23	2	5	7	15	15	34	82	0	0	22	119	10	10
561122	174	0	46	362	377	87	127	57	165	217	142	137	10	111	136	347	110	259
561123	23	0	0	155	88	15	53	22	11	68	63	13	7	13	31	87	20	45
561124	14	0	2	14	9	0	0	0	0	8	0	5	0	12	0	18	0	0
561131	73	0	9	240	169	60	180	105	75	168	131	117	24	66	250	371	49	169
561138	69	3	25	254	151	81	153	44	132	237	83	103	31	57	136	195	97	187
561142	39	0	0	126	107	29	24	23	60	78	52	38	6	49	63	147	46	63
561144	40	0	0	26	48	3	3	1	6	2	2	6	0	8	23	11	3	6
561146	44	2	9	169	101	26	39	17	57	109	37	69	0	66	61	169	34	57
561153	241	7	23	682	634	168	154	79	214	425	307	234	47	151	261	681	178	309
561155	0	0	0	14	6	5	19	0	11	13	7	2	2	12	2	20	5	11
561158	4	0	20	35	59	17	70	6	11	15	53	21	3	0	10	64	18	25
561159	425	15	81	1118	1190	288	458	230	608	1011	596	442	71	436	637	1522	511	754
561160	109	0	5	222	225	77	137	57	154	185	92	99	12	90	128	199	58	119
561162	200	6	10	672	549	94	201	136	264	697	296	202	28	197	365	507	278	255
561164	0	0	0	23	102	0	56	0	26	56	7	1	6	1	5	25	3	17
561172	0	0	0	10	1	0	5	0	10	9	4	5	0	15	0	12	2	5
561182	24	0	0	138	92	63	49	8	64	182	32	28	2	22	5	55	19	42
561183	29	0	0	35	3	4	20	0	13	7	0	0	0	34	16	129	7	0
561184	6	0	0	41	1	2	0	20	4	7	22	9	4	8	2	33	0	13
561188	0	0	0	46	31	30	0	0	0	22	6	23	0	19	20	39	22	6
561190	183	4	1	252	230	135	167	25	105	378	453	125	39	140	90	699	61	295
561193	6	0	5	69	141	19	51	41	183	143	72	76	0	48	71	150	33	73
561194	185	0	41	370	474	96	148	86	213	424	239	156	28	174	383	521	99	291
561195	10	0	0	33	10	11	14	3	10	20	4	7	0	9	7	23	20	21
561197	195	10	21	316	429	80	144	44	93	251	141	104	13	110	66	302	106	158
561201	174	5	14	473	370	79	180	80	202	332	223	122	40	190	249	394	111	329
561202	16	0	0	25	46	10	9	0	15	12	3	22	0	13	0	69	0	17
561206	14	0	4	21	35	5	35	6	48	31	1	0	0	15	19	50	11	14
561208	21	0	0	45	12	11	17	11	51	34	30	16	1	7	22	71	25	59
561209	45	0	0	66	78	15	40	43	55	117	43	64	2	34	63	92	47	40
561210	73	0	26	285	141	17	70	26	96	140	70	66	4	63	93	245	88	89
561211	0	0	2	9	2	33	3	0	2	2	2	1	4	1	3	15	0	0
561215	1	0	0	37	33	0	5	4	6	21	0	10	0	0	0	42	4	18
561219	44	7	7	51	71	21	20	9	83	99	21	47	0	15	41	205	8	88
561225	17	0	0	63	42	35	33	15	43	90	27	35	6	4	53	80	21	24
561226	186	0	42	600	670	96	77	124	181	474	242	202	19	136	214	412	149	205
561230	0	0	0	0	16	0	4	5	0	0	7	1	0	0	1	6	4	0
561231	47	0	3	206	94	38	85	8	52	79	45	76	2	20	74	148	48	72
561237	0	0	0	5	15	0	0	0	0	0	5	0	0	9	11	24	0	8
561238	10	0	1	22	14	17	10	1	26	22	31	0	0	12	6	48	3	13
561239	3	0	3	24	7	5	33	0	23	17	26	3	0	21	11	14	1	9
561241	6	10	0	65	52	75	49	20	29	135	83	8	2	20	52	172	14	215
561242	143	0	4	314	242	112	107	55	153	260	121	77	25	36	113	330	59	167
561247	34	0	2	14	47	1	4	4	6	4	32	25	0	11	18	29	15	13
561260	10	0	0	5	6	0	1	6	20	7	0	10	0	2	6	26	0	4
561262	204	3	56	644	437	502	258	109	205	370	228	181	27	174	314	571	126	442
561268	0	0	0	6	0	0	0	2	2	4	5	1	0	0	8	1	4	4
561276	129	2	16	217	209	67	89	46	113	207	84	107	10	57	75	288	41	139
561277	71	0	27	256	257	50	54	32	42	173	67	86	10	38	122	240	30	165
561279	14	0	0	136	106	45	57	29	57	150	70	57	4	29	41	162	17	102
561280	40	0	23	172	172	39	79	35	75	117	141	53	5	91	121	337	40	131
561285	573	13	85	1403	1263	358	477	189	358	932	577	524	30	482	621	1276	302	857
561287	25	0	5	65	78	24	32	6	12	57	65	4	0	20	29	119	36	37
561288	12	0	5	45	48	8	31	14	6	76	50	6	5	11	15	99	6	60
561295	23	0	20	76	120	49	64	45	51	149	119	15	24	104	29	185	45	145
561298	25	0	0	33	68	9	1	10	8	43	24	25	0	24	35	55	4	29
561303	0	0	0	4	0	13	8	0	2	19	3	2	0	7	2	23	0	2
561317	39	0	4	20	66	24	21	0	43	54	31	27	29	31	64	39	0	0
561321	35	0	0	72	91	7	37	8	64	107	22	66	0	53	23	68	32	6
561325	0	0	0	18	0	23	0	0	15	26	2	4	0	4	4	5	16	5
561333	0	0	0	3	20	0	3	0	7	9	4	4	1	2	8	14	10	6
561336	821	13	137	1574	1547	604	527	277	602	1074	557	603	64	418	632	1521	325	957
561338	21	0	14	77	74	15	4	11	18	46	11	12	0	19	3	51	12	26
561339	61	0	25	53	70	7	32	14	22	47	80	25	1	23	60	73	56	36
561345	83	2	31	323	277	51	59	49	155	235	126	112	14	137	131	302	70	239
561348	377	4	28	668	674	211	237	150	256	458	248	222	24	147	311	954	214	578
561350	1536	18	116	2669	2256	712	1096	563	1226	2719	1225	1487	180	1386	1627	4244	859	2233
561353	7	0	8	48	17	7	35	0	0	47	57	52	0	0	0	19	22	110
561355	16	0	0	17	29	13	7	20	31	58	6	4	2	22	26	30	18	34
561360	13	0	0	3	19	0	0	1	8	3	3	14	0	19	4	43	7	19
561372	16	0	1	23	22	7	29	4	16	24	27	16	4	25	12	49	9	31
561373	36	0	0	30	96	14	26	17	17	50	49	25	4	18	40	80	6	10
561374	3	0	1	15	10	4	7	0	7	56	0	19	0	4	0	26	10	1
561375	3	0	0	5	14	2	15	0	11	1	15	14	0	1	5	24	0	3
561376	17	0	5	13	31	0	8	10	0	14	12	9	0	8	57	112	0	6
561377	10	0	3	14	41	9	24	3	32	12	12	15	4	11	16	43	0	17
561384	138	4	55	283	316	126	88	54	133	259	220	142	15	142	215	475	146	255
561390	96	2	17	191	139	14	75	35	82	135	103	105	11	150	123	173	80	142
561406	0	1	0	8	6	4	1	0	13	6	0	4	0	0	9	21	0	2
561410	8	0	0	29	38	2	16	11	52	38	9	37	0	22	22	28	20	45
561411	120	0	8	352	304	89	190	94	193	277	165	156	10	137	271	536	147	369
561414	12	0	0	23	9	6	6	0	0	3	21	0	0	9	3	47	1	27
561416	57	0	0	62	46	31	15	128	29	85	68	28	35	14	197	292	65	34
561420	0	0	0	18	11	0	1	1	19	2	22	0	0	0	15	14	0	3
561423	36	1	16	163	81	15	15	12	49	84	73	42	11	34	76	154	25	55
561429	59	0	10	177	173	61	66	39	56	48	40	64	0	31	29	108	46	75
561431	365	25	40	678	690	161	394	218	429	871	526	425	38	306	473	1399	408	666
561433	297	0	1	551	544	219	318	92	350	533	339	310	45	326	275	761	201	475
561434	121	3	29	232	242	63	149	65	153	234	147	168	24	119	153	436	74	227
561437	87	6	0	132	154	24	75	31	62	95	22	23	6	58	99	203	50	156
561438	52	0	14	216	146	50	54	34	68	146	82	104	3	99	109	301	63	79
561440	9	0	0	3	5	4	49	4	0	60	14	3	0	13	18	4	15	37
561450	19	0	0	44	44	9	25	34	74	48	64	15	1	33	47	49	26	44
561451	363	6	76	1055	1127	279	411	262	373	977	590	529	59	314	507	1235	336	854
561457	25	0	0	49	47	2	0	0	1	12	8	3	0	12	52	16	5	14
561459	47	0	0	7	34	0	8	12	197	9	4	15	7	73	12	87	0	10
