	C10	C11	C12	C7	C8	C9	C4	C5	C6	C1	C2	C3	B10	B11	B12	B7	B8	B9
394081	7.63105869914631	7.52291300224039	4.57113426199396	8.91515623153504	7.98324694552044	6.46728802169248	8.52794262625443	9.09584167101912	9.02230010232452	8.64400481801065	7.37108766403707	8.13738642532814	9.30518312347712	8.51596453211398	8.48250459384829	7.26070550280653	8.28975844271479	8.14073368829544
563166	8.8220014818577	7.52291300224039	10.6796587187721	9.4202788600462	9.84296633709993	10.3351844856851	9.7627721508291	9.92230541602443	8.28533450815831	9.32607865368078	9.45694840069091	9.27147932091542	10.0875916884045	10.3345993790376	8.6709496832614	8.09582111806475	8.47320458381072	8.60115109107829
64815	1.90313824458311	7.52291300224039	4.57113426199396	0.730280888626754	0.823375608742052	2.56039742608396	6.65347350833828	5.1889510754106	1.74617569705028	4.00014862823593	1.64316720947387	6.11852739807682	4.66132693370239	4.33009798680265	1.47127733842504	2.6168493130318	2.40711539335295	3.89280617485185
751672	7.26069024920119	7.52291300224039	4.57113426199396	6.88002800813144	7.23276654487975	2.56039742608396	4.70594092823242	2.86702298052324	6.13849311982904	4.91768646804395	5.34360692761497	7.84787980813315	7.83125193514471	5.1780948933576	8.10063395850465	6.70431215428214	6.79943281613171	6.64004010447188
678610	8.16992478527801	9.84484109712776	9.21499045176869	8.93485203287596	8.61127816813348	8.23282276805545	6.85278231656169	6.77391357613176	9.71771925100105	8.43755394054322	8.65439446489713	7.89296769766169	9.79060995064736	9.42602240680118	9.43127927049312	8.17143816470944	7.16200289551642	9.04545318486233
368900	1.90313824458311	7.52291300224039	4.57113426199396	5.37413707840148	6.18092761336014	7.08395938214097	1.89858600617482	7.11495049396683	6.26973765310729	4.53066334493471	5.55005780508239	6.72858087976081	4.66132693370239	2.00816989191529	5.99483929448205	5.78677431447412	6.79943281613171	1.08545125279425
557312	1.90313824458311	7.52291300224039	4.57113426199396	3.05220898351412	4.52381532688314	2.56039742608396	6.29090342895358	4.4519854812444	4.55353061910789	4.28965524543091	1.64316720947387	1.87059988463324	4.66132693370239	2.00816989191529	6.82882934304312	5.90963106225965	2.40711539335295	4.25537625423656
368848	7.63105869914631	7.52291300224039	9.78058762762291	7.84922196135026	7.71819337205	4.14535992680511	6.29090342895358	6.03694798196555	6.79056981640873	6.7609609643565	5.55005780508239	6.62548738679671	7.46868185576	7.68059523388678	5.71920485186862	6.31728903117289	3.99207789407411	5.94343224792182
561024	5.6035779627242	7.52291300224039	4.57113426199396	4.18971250726405	5.95265862568702	2.56039742608396	1.89858600617482	2.86702298052324	1.74617569705028	5.35378558285063	5.55005780508239	1.87059988463324	4.66132693370239	2.00816989191529	6.82882934304312	5.96734656011594	6.93067734940996	2.6704137535154
562393	1.90313824458311	7.52291300224039	6.89306235688133	4.81774372987709	5.86776972810051	2.56039742608396	6.85278231656169	5.1889510754106	6.26973765310729	6.03967699242256	7.00071921409196	6.11852739807682	4.66132693370239	5.70860961005638	1.47127733842504	7.18973898145238	2.40711539335295	5.72930744256897
555778	8.37887167554951	10.6928380036827	10.2990547165572	7.57577093957113	8.09950001401629	6.6478602673343	7.45317485785245	8.74966602988508	1.74617569705028	7.72504139010156	8.35741272714	7.80133722219613	6.24628943442355	8.54732870302332	8.6709496832614	8.77470148217354	8.88284882431935	8.53666236462658
368433	7.83387558214599	7.52291300224039	4.57113426199396	7.17322438447548	8.17210376297313	8.71014454558864	6.29090342895358	6.03694798196555	7.81226488750805	6.32207672312329	1.64316720947387	4.67795480669084	4.66132693370239	7.50002298824496	7.70009602892092	6.02284167270764	7.53639841029792	6.51171600749635
368917	1.90313824458311	7.52291300224039	4.57113426199396	0.730280888626754	5.34693756479907	2.56039742608396	5.35801762481211	2.86702298052324	7.23802879337996	6.50264896876511	4.45052213153148	6.39416184069025	4.66132693370239	4.81552481397289	5.55874017967538	4.20181181375296	3.99207789407411	4.78589097093534
556781	9.0426895969819	9.84484109712776	10.6796587187721	9.64616026746253	10.0352639032881	9.03613085705035	9.13699074549989	9.43687858885419	7.89592281655496	8.40765245482936	8.46334617188906	9.03047122141163	9.05364435648115	7.9854498154152	9.15075743793048	8.17143816470944	7.83338014805505	9.04545318486233
565708	7.39499134091278	9.84484109712776	7.37848918405157	7.64914412590135	7.81206029551422	5.36775234814156	7.10803937180377	8.35887607685292	8.22190912801668	7.90703922384444	8.80303854625226	8.92588232013443	9.30518312347712	8.57802550024623	8.85498163089909	7.43447257054323	8.42948320638141	9.11335724936413
323361	6.15106575802669	7.52291300224039	4.57113426199396	7.03406163680386	6.65626562290679	2.56039742608396	7.8293233437377	7.259340403302	6.70037200743716	4.00014862823593	7.25787705358908	6.62548738679671	8.56821752931091	4.33009798680265	6.11513352819976	5.72118597284654	6.31400598896147	7.1078190658227
30453	6.94753236394156	7.52291300224039	10.6372234524517	8.29252331284783	7.01320016762207	5.73032242752627	7.51329585029002	7.39058493658025	6.79056981640873	7.90703922384444	7.00071921409196	8.37839452483193	9.79060995064736	7.73609034647849	8.21274432482618	7.03638820454559	8.07954073532445	7.19397570957242
565460	10.2911555299282	12.7323663678693	11.6479498590448	11.3105394561265	11.10993337035	10.5547508629428	11.6881196511452	11.2024133352172	9.43966265454961	10.8814325677084	10.9673477560926	9.53593580181841	9.51930792882997	10.1528281347472	11.3523912991001	9.65027231456925	12.9238003426626	12.0762643319479
573719	4.71049316664071	7.52291300224039	4.57113426199396	6.66101822618964	7.393231217073	4.14535992680511	1.89858600617482	6.77391357613176	8.01296223774518	6.89631281725139	6.2870233992486	6.11852739807682	7.46868185576	4.33009798680265	7.30416735258978	6.86477682647539	6.93067734940996	8.22500260519304
570547	5.07306324602542	7.52291300224039	4.57113426199396	7.03406163680386	6.032828974371	6.46728802169248	1.89858600617482	6.03694798196555	4.91610069849259	5.0781511402372	5.10259882811117	6.39416184069025	4.66132693370239	2.00816989191529	1.47127733842504	4.54284873158803	2.40711539335295	6.51171600749635
796753	9.16052608727576	7.52291300224039	6.89306235688133	3.53763581068436	5.34693756479907	2.56039742608396	5.06851100761713	2.86702298052324	5.20560731568758	4.28965524543091	1.64316720947387	5.57103960277433	4.66132693370239	2.00816989191529	4.27863226048264	3.10227614020204	2.40711539335295	7.15154044325202
568941	1.90313824458311	7.52291300224039	4.57113426199396	4.43072060676785	5.77757191912893	5.36775234814156	1.89858600617482	2.86702298052324	1.74617569705028	0.830223626793614	1.64316720947387	1.87059988463324	4.66132693370239	2.00816989191529	1.47127733842504	0.29492121814444	5.21447031541056	7.1078190658227
368404	9.21602119986746	7.52291300224039	4.57113426199396	7.26943969973479	7.83460286416531	7.31528492824743	7.73147602033956	6.32645459916054	6.79056981640873	7.57169061319476	7.19775606115151	7.80133722219613	4.66132693370239	8.38320932326221	6.42547364881191	7.23743572348368	5.86654701199025	6.21473426973921
393858	5.81002884019163	7.52291300224039	7.37848918405157	6.95909957912263	7.96292696114085	2.56039742608396	6.42214796223183	5.1889510754106	7.7234556205502	7.57169061319476	7.9830172123585	7.48530972874845	4.66132693370239	6.5317318479723	4.93070895706234	6.12781123230918	4.72904348824031	6.51171600749635
58013	5.81002884019163	9.10787550296155	4.57113426199396	7.89015222540514	9.00825095165034	6.95271484886272	9.07849509618975	9.71251303146762	1.74617569705028	8.59177485923809	8.05255814561158	7.80133722219613	7.83125193514471	9.12711096463879	7.53736652888281	8.51892289234255	8.38439531685287	9.15691361535087
100536295	7.88041816808303	7.52291300224039	8.47802485760248	9.08342771412484	8.04254412920421	7.51459373647083	8.79340376948276	8.22457498514132	7.41860103902178	8.81321720148792	9.12698298673813	9.0897684050954	9.94672915256464	8.6375265119949	8.39014057569963	8.76659643253649	8.51563985013112	9.24026936184635
503537	4.22506633947047	7.52291300224039	4.57113426199396	4.18971250726405	4.28280722737935	7.08395938214097	5.80547660178334	2.86702298052324	5.6530662926588	5.58511112895708	7.00071921409196	6.91499400399169	6.24628943442355	2.00816989191529	1.47127733842504	5.24911752853132	2.40711539335295	5.17291409404459
140818	9.10281058941947	9.84484109712776	4.57113426199396	8.90520657112743	8.5028557082475	8.1149862777616	9.26490822042063	9.49637960060285	8.68869020238952	8.48127531797254	7.83299176835389	7.54302522660473	4.66132693370239	7.05256401127374	9.04870616646079	9.16836533065982	8.71089614153006	8.48633068907643
563901	6.65802574674658	7.52291300224039	4.57113426199396	6.22213398495643	6.88946479919983	4.14535992680511	5.80547660178334	5.67437790258085	4.91610069849259	6.03967699242256	6.2870233992486	7.48530972874845	6.24628943442355	6.40048731469405	7.08598718254025	7.37173681519527	5.86654701199025	7.49484218893195
564029	1.90313824458311	7.52291300224039	4.57113426199396	3.90020589006907	6.65626562290679	2.56039742608396	1.89858600617482	2.86702298052324	1.74617569705028	6.1877756314117	5.55005780508239	1.87059988463324	4.66132693370239	2.00816989191529	4.27863226048264	3.10227614020204	4.72904348824031	1.08545125279425
393998	6.65802574674658	7.52291300224039	6.15609676271512	3.90020589006907	3.63073053079966	4.14535992680511	4.22051410106218	2.86702298052324	4.91610069849259	4.91768646804395	1.64316720947387	4.67795480669084	4.66132693370239	2.00816989191529	6.82882934304312	3.75435283678174	5.86654701199025	2.6704137535154
405763	8.01166270136128	7.52291300224039	7.37848918405157	7.35963750870636	7.09016214943695	6.26083714422505	6.1465135196184	5.1889510754106	6.60415669217785	6.32207672312329	4.81309221091619	6.262917307412	4.66132693370239	7.13745290886025	8.01043614953307	5.65247322276252	7.26509638848052	5.84033875495772
798602	4.22506633947047	7.52291300224039	8.47802485760248	6.95909957912263	7.33117024894075	2.56039742608396	6.1465135196184	4.4519854812444	8.08602569993491	5.0781511402372	5.10259882811117	7.42518873631088	4.66132693370239	7.13745290886025	7.62102445792972	7.91697303760082	3.99207789407411	5.60901320885126
566347	9.08304733459804	7.52291300224039	10.6796587187721	9.29633492679785	8.48871152592723	9.06819206628265	10.4416178264301	9.55352350770646	8.15556663318798	8.64400481801065	9.45694840069091	9.32181099646557	4.66132693370239	10.0249781796018	8.72866518111769	9.07955606370196	8.42948320638141	9.18873906120627
568701	1.90313824458311	7.52291300224039	4.57113426199396	4.63717148423527	2.40833810946321	6.26083714422505	4.70594092823242	5.1889510754106	1.74617569705028	4.28965524543091	4.45052213153148	4.1925279795206	4.66132693370239	4.33009798680265	1.47127733842504	6.02284167270764	2.40711539335295	4.78589097093534
548345	9.89749168144197	7.52291300224039	9.09469621805098	9.02948890701403	10.5046140205199	10.2398775255894	10.2159986199397	7.82121929091012	11.1233862274388	8.14310658207797	8.84283955431024	9.97388769304526	9.87078029933134	7.73609034647849	9.06373437569312	8.19578802612519	7.6165687589819	8.66288008083
556421	11.1391524364832	12.2778005044039	9.99739901669606	11.4675282316545	10.5393375989972	11.6973885381642	11.6383666159481	10.5036476010669	10.4079537948223	11.8956397614702	10.0397719906557	11.8349407524257	10.3337522756739	10.0903189332692	11.9255766320449	11.4976572613946	9.46239782885414	10.6760383027093
30416	1.90313824458311	7.52291300224039	4.57113426199396	4.43072060676785	5.57826311090552	2.56039742608396	1.89858600617482	2.86702298052324	6.70037200743716	0.830223626793614	3.96509530436124	4.1925279795206	4.66132693370239	2.00816989191529	5.17171705656613	2.6168493130318	2.40711539335295	6.1298453721527
321928	5.6035779627242	7.52291300224039	8.03056588063126	7.35963750870636	6.97312272824673	8.1149862777616	7.10803937180377	6.03694798196555	7.57906571121502	7.30595705776001	7.31559255144537	7.48530972874845	4.66132693370239	6.40048731469405	4.64120233986735	7.53332595746952	6.79943281613171	7.19397570957242
565158	7.73602825874785	7.52291300224039	4.57113426199396	8.29252331284783	7.76589011408129	2.56039742608396	7.2561380107929	7.11495049396683	7.23802879337996	7.23961456293132	5.55005780508239	6.39416184069025	4.66132693370239	6.65202608169001	6.82882934304312	7.28360590491661	9.56698673013134	7.74366273554604
559380	6.85733455496998	7.52291300224039	8.47802485760248	8.32273792589484	8.44542742819843	7.08395938214097	8.40638064637351	8.42161183220088	6.70037200743716	7.40007923512456	7.06943196417597	9.14672428990748	9.70572105306085	6.96236620230216	5.99483929448205	6.36101040860221	6.65504290679654	7.06273117629416
561547	7.51784808869832	7.52291300224039	4.57113426199396	7.10532031997368	8.0807634514347	5.73032242752627	5.80547660178334	7.82121929091012	6.50106319921375	5.68820462192119	5.55005780508239	7.08005325026219	6.98325502858976	7.29357211077753	5.99483929448205	5.50437458377339	6.49457823460329	6.3708534716565
447827	4.71049316664071	7.52291300224039	4.57113426199396	7.07013089151138	5.95265862568702	7.41837842121153	4.70594092823242	2.86702298052324	6.79056981640873	6.38481247847125	4.45052213153148	5.77749048024176	4.66132693370239	5.1780948933576	5.8635947612038	2.6168493130318	5.57704039479526	2.6704137535154
555361	1.90313824458311	7.52291300224039	4.57113426199396	5.58826188375433	3.99330061018437	2.56039742608396	6.29090342895358	2.86702298052324	5.20560731568758	4.73711422240213	1.64316720947387	6.9998829015782	6.98325502858976	6.09563273316563	5.8635947612038	3.75435283678174	2.40711539335295	4.99234184840277
503566	8.09296280346313	7.52291300224039	8.96345168477272	7.49846521340368	6.37796446041969	6.95271484886272	7.78122905553666	8.88939079355169	5.44661541519137	8.14310658207797	7.47605722363862	5.04052488607555	4.66132693370239	6.76305739407875	6.32925833355261	5.58032343700669	2.40711539335295	4.25537625423656
494085	7.18854046344536	7.52291300224039	4.57113426199396	6.08783289324484	7.29910903970845	5.73032242752627	5.59902572431591	6.03694798196555	7.9360002559303	7.81890831356578	7.25787705358908	6.51445607440796	10.0875916884045	8.03053770494374	7.2526370519497	7.16528593772785	7.6165687589819	7.49484218893195
445186	6.65802574674658	7.52291300224039	7.74105926343628	7.41678141580997	6.49580095071355	9.03613085705035	8.46844161450576	6.32645459916054	8.92608478706522	7.36938243790165	7.90995375016878	8.40975869574127	8.56821752931091	9.30279064080691	6.42547364881191	8.15910736279872	2.40711539335295	8.24532258957264
568316	5.6035779627242	7.52291300224039	4.57113426199396	6.99706742932166	3.99330061018437	5.36775234814156	5.98604884742516	7.11495049396683	5.83363853830062	6.66311364095836	6.03548463225264	3.45556238535439	4.66132693370239	6.65202608169001	6.75667955728729	7.06310554292137	7.76466739797104	5.84033875495772
100334818	5.36256986322041	9.10787550296155	4.57113426199396	6.99706742932166	5.77757191912893	7.08395938214097	1.89858600617482	5.1889510754106	6.70037200743716	6.50264896876511	8.18232602058191	6.72858087976081	9.05364435648115	6.25609740535887	7.70009602892092	7.26070550280653	7.26509638848052	6.03964756318112
192334	6.65802574674658	7.52291300224039	4.57113426199396	8.09660310287257	7.36253441985008	6.46728802169248	7.92095381920327	2.86702298052324	7.52753541057494	6.32207672312329	5.89109472291746	7.36245298096291	11.3478274608856	3.59313239263644	8.04113294675599	6.48474577702446	4.72904348824031	7.62461006390228
553324	8.24298824746773	7.52291300224039	4.57113426199396	7.44452640629288	7.94231668146556	6.26083714422505	8.52794262625443	6.95448582177358	8.68869020238952	8.06862836611869	8.88157194879895	8.24563931598016	4.66132693370239	6.76305739407875	7.19919779298824	8.68293850348958	9.41834264877621	7.74366273554604
554477	7.18854046344536	11.2233527203815	6.89306235688133	7.4717478750279	6.55129606330525	7.41837842121153	7.73147602033956	8.35887607685292	8.88572704944908	7.40007923512456	7.25787705358908	7.93668907509101	4.66132693370239	8.77635421669221	7.53736652888281	5.50437458377339	7.89896848968263	6.86681096631891
324984	7.96922743504088	7.52291300224039	4.57113426199396	6.45820134318995	7.59155993351898	4.88232552097132	8.61283152384094	2.86702298052324	6.60415669217785	8.24807614167951	8.0182066408208	8.37839452483193	4.66132693370239	7.89081294127713	6.89754209312714	7.6078041734288	7.16200289551642	7.77195177997747
566140	5.99060108583345	7.52291300224039	7.74105926343628	3.05220898351412	3.14530370362941	6.26083714422505	6.65347350833828	5.67437790258085	7.47409615161348	5.95950664373858	5.10259882811117	6.62548738679671	4.66132693370239	7.56275874359292	3.7932054333124	6.12781123230918	3.99207789407411	6.51171600749635
334098	7.26069024920119	7.52291300224039	4.57113426199396	7.03406163680386	7.26631910459078	4.14535992680511	7.2561380107929	8.84430290402316	6.79056981640873	5.22254104957237	6.92856942833612	6.72858087976081	4.66132693370239	2.00816989191529	7.02586619010268	7.79476710522765	2.40711539335295	6.96809430215609
