	H4	H5	H6	H1	H2	H3	G10	G11	G12	G7	G8	G9	G4	G5	G6	G1	G2	G3
100003026	196	169	351	113	316	205	579	66	33	75	528	366	78	260	367	161	184	28
100003036	65	26	96	51	81	82	171	12	9	28	113	339	11	117	88	63	26	0
100003037	34	32	36	5	11	12	47	36	2	9	39	8	0	10	56	12	10	0
100003046	4	5	4	2	0	18	2	2	0	0	5	0	0	0	2	1	0	0
100003048	14	36	133	35	72	14	169	12	26	11	215	81	8	46	77	82	32	17
100003049	7	23	40	23	3	42	53	15	9	15	35	59	5	32	25	48	0	5
100003066	0	0	0	4	0	3	4	0	0	5	1	0	0	0	0	9	0	1
100003080	25	3	14	7	0	6	20	1	4	3	9	31	0	20	3	34	2	0
100003089	5	0	7	0	0	0	11	0	0	0	4	4	0	0	0	0	0	0
100003100	7	5	4	14	0	8	19	0	0	8	23	0	0	12	2	9	12	0
100003103	110	73	203	76	84	128	293	66	11	86	369	151	17	251	216	116	41	25
100003113	6	3	26	11	14	18	7	3	0	15	55	54	0	37	13	16	0	6
100003123	28	67	224	101	151	83	219	70	19	24	163	201	9	165	143	79	31	10
100003139	43	5	49	18	39	19	121	13	6	9	102	45	8	54	28	51	51	0
100003142	20	9	50	46	25	28	109	6	1	54	22	25	11	56	25	42	27	0
100003148	13	2	11	0	8	10	35	1	0	18	20	21	0	51	3	22	21	0
100003157	80	58	182	113	163	198	248	59	11	185	285	70	45	122	321	148	63	12
100003205	3	8	12	2	9	4	22	0	0	2	6	4	3	34	3	4	8	0
100003206	24	13	12	11	22	25	66	3	1	12	65	31	3	32	31	22	28	0
100003220	5	14	13	5	28	5	29	0	1	7	3	10	15	50	4	38	48	0
100003223	161	89	260	155	55	63	228	13	11	34	164	104	20	207	153	157	79	53
100003238	2	33	17	14	5	15	22	1	0	10	13	34	6	0	8	10	8	0
100003245	339	365	476	336	350	258	900	130	64	189	781	453	92	348	454	294	178	17
100003254	40	68	38	46	26	14	177	40	7	61	71	45	22	122	62	2	83	0
100003272	233	211	275	183	303	390	719	108	67	270	859	368	64	332	404	266	136	43
100003275	2	3	3	0	0	0	22	0	0	0	0	0	0	2	1	0	0	3
100003277	3	0	7	16	16	37	34	17	8	2	28	32	5	47	19	8	4	3
100003278	2	4	12	19	0	11	39	6	1	9	25	6	1	42	12	9	0	1
100003291	22	20	6	8	0	14	58	6	10	17	18	11	4	44	34	19	23	7
100003313	0	1	4	1	7	2	50	0	0	13	7	6	0	2	3	17	0	0
100003326	6	5	13	5	5	0	1	0	0	0	11	0	0	0	0	1	13	0
100003329	7	48	110	34	51	84	118	29	9	9	104	53	6	70	25	54	23	0
100003330	0	9	6	11	1	6	14	2	10	0	3	17	0	24	0	0	0	0
100003333	22	22	56	31	40	70	61	31	0	22	100	39	6	56	78	48	44	36
100003342	5	34	18	21	21	16	74	14	12	43	34	4	7	20	33	17	17	0
100003349	5	0	0	2	2	1	15	0	0	0	0	0	0	9	2	0	0	0
100003353	13	16	5	1	7	4	48	9	1	6	27	10	13	29	26	0	22	4
100003354	20	49	66	13	35	32	62	1	25	23	107	39	6	114	91	51	19	2
100003363	10	25	40	37	17	9	41	14	3	15	64	53	2	30	16	0	16	2
100003376	8	33	47	60	16	34	51	4	11	9	50	52	0	46	15	15	9	8
100003386	17	26	61	38	15	41	45	7	10	61	109	28	26	59	14	54	30	11
100003387	2	5	1	8	1	0	4	4	0	0	0	4	0	1	3	3	0	0
100003412	28	12	30	3	57	15	67	0	3	23	50	30	0	67	37	8	17	0
100003413	300	278	634	197	298	286	861	233	57	246	1140	394	79	629	712	448	204	43
100003419	1	0	55	0	10	13	6	0	0	1	19	9	0	7	3	26	1	3
100003431	1	3	13	8	14	5	41	3	3	11	6	10	1	21	3	42	17	4
100003436	16	9	58	21	14	11	42	11	0	17	35	43	28	42	17	46	13	0
100003438	35	66	104	185	66	229	59	9	0	112	139	89	0	68	219	72	0	0
100003446	39	29	49	9	36	32	100	12	8	34	96	43	24	83	27	14	19	6
100003450	7	0	0	4	0	3	0	0	0	0	4	0	0	15	6	4	0	0
100003472	7	0	4	0	0	9	0	0	0	7	0	0	0	2	0	4	0	0
100003476	4	19	12	7	9	20	24	18	0	9	13	27	13	12	21	21	13	0
100003481	26	80	88	29	61	69	156	30	1	50	120	145	28	124	96	135	48	8
100003493	41	5	83	15	48	15	47	11	7	10	45	6	1	38	40	10	12	0
100003503	0	8	38	32	1	16	83	2	2	1	17	11	3	10	15	10	8	0
100003514	7	19	18	9	4	2	30	0	2	9	26	6	8	0	2	13	8	0
100003520	41	32	74	14	23	19	66	2	1	16	59	55	24	34	64	13	9	3
100003524	0	14	7	22	13	36	22	0	0	7	42	19	1	13	16	6	0	0
100003539	5	0	7	0	0	15	25	0	0	0	10	9	0	6	11	9	0	0
100003546	8	0	21	0	20	15	44	1	4	0	28	19	1	54	19	1	7	0
100003553	0	0	43	35	4	0	41	6	0	0	45	0	1	38	40	0	24	0
100003558	28	63	100	70	106	130	198	39	27	13	249	97	21	100	77	42	20	0
100003562	6	2	21	0	19	7	91	0	0	0	29	12	0	41	22	20	9	0
100003563	45	36	57	14	28	16	64	15	0	17	86	47	17	68	57	66	4	2
100003564	0	5	11	2	0	0	43	0	0	8	2	6	0	15	7	15	20	8
100003570	1	2	9	9	14	13	23	0	0	26	15	32	0	22	3	33	8	3
100003572	915	503	2136	976	1075	834	3929	337	115	1257	1610	1183	661	3523	2307	2607	1274	220
100003583	0	0	7	0	1	3	1	0	0	0	5	13	0	0	0	8	0	0
100003587	7	35	35	11	5	29	104	19	1	7	82	54	1	57	48	42	9	6
100003594	267	98	110	84	261	117	342	39	32	79	205	168	41	170	141	135	88	25
100003595	57	45	71	18	59	67	130	24	20	25	152	44	24	53	68	75	13	14
100003596	0	4	1	0	2	0	6	0	0	12	11	0	0	10	7	0	0	0
100003615	78	54	201	52	134	100	354	61	7	75	337	132	40	140	134	165	84	23
100003640	1	0	0	12	13	27	33	3	0	4	17	6	0	16	6	17	18	9
100003642	0	2	3	0	0	0	0	0	12	0	7	0	0	7	5	5	0	0
100003644	18	7	7	11	29	12	58	0	1	0	21	37	3	70	31	32	13	5
100003659	81	87	96	77	100	99	159	31	5	29	218	104	21	169	138	72	37	5
100003660	64	78	140	82	115	37	200	33	13	65	152	137	17	207	103	185	61	14
100003661	0	9	0	0	0	3	41	0	1	2	10	39	0	11	0	22	21	0
100003662	6	0	2	0	1	0	10	0	0	14	14	10	0	9	0	4	0	0
100003663	12	34	25	37	39	32	58	30	0	117	41	31	3	51	32	46	14	0
100003670	0	0	0	11	0	2	0	0	0	8	0	0	5	6	8	0	0	4
100003675	0	3	0	0	0	15	0	0	6	0	12	0	0	0	0	21	0	0
100003679	17	19	61	19	39	35	63	20	10	1	92	32	2	0	16	34	32	5
100003680	55	86	129	96	92	164	323	31	28	57	123	104	24	240	169	153	40	18
100003690	21	17	49	14	10	48	58	34	8	17	41	60	4	38	67	9	20	4
100003691	0	3	1	18	31	13	38	3	0	8	35	8	0	20	23	9	0	0
100003699	14	5	14	6	16	2	32	16	3	5	26	12	3	11	9	7	0	0
100003708	14	13	51	24	32	63	120	10	4	42	59	57	10	240	73	115	58	2
100003714	279	97	675	286	320	233	1332	153	29	518	479	399	207	1352	522	1087	396	73
100003720	4	5	0	12	8	4	0	0	0	0	9	1	0	7	1	1	0	0
100003721	264	295	475	374	277	589	900	164	79	340	729	405	72	664	478	433	186	175
100003733	13	26	10	21	5	22	29	0	7	5	36	16	0	17	41	9	3	0
100003734	20	8	22	8	23	30	34	0	4	9	45	5	6	12	8	11	9	3
100003741	0	0	9	7	0	0	15	0	0	2	13	2	1	9	0	43	3	1
100003744	8	0	7	1	12	13	60	5	6	1	30	13	0	16	27	11	4	0
100003745	11	10	23	2	26	6	10	0	21	4	9	6	6	11	17	12	0	14
100003752	13	35	65	49	17	24	153	10	16	51	101	81	15	72	72	98	34	2
100003763	10	0	19	8	11	15	46	18	15	11	42	23	23	21	23	40	1	0
100003770	10	6	277	32	6	103	325	1	0	31	56	48	4	71	236	297	7	0
100003782	24	6	38	10	23	5	60	7	6	11	31	81	6	40	10	29	8	0
100003785	12	25	0	12	36	19	15	6	0	26	19	26	0	11	38	18	4	0
100003787	14	19	36	6	15	26	41	10	6	3	44	21	1	38	16	48	15	0
100003790	0	6	110	39	85	55	138	0	0	27	171	121	16	87	39	97	56	0
100003801	11	21	31	8	36	19	101	31	9	2	128	22	4	67	12	16	31	0
100003805	7	0	6	4	10	1	37	0	0	0	12	3	0	12	2	6	12	7
100003819	0	3	10	0	0	0	6	0	0	0	7	0	0	3	0	0	0	0
100003844	57	69	128	57	100	71	254	30	6	53	181	103	19	179	105	59	45	0
100003846	7	0	0	5	0	0	16	17	0	0	14	0	18	0	0	0	0	0
100003848	5	0	4	0	0	6	0	3	0	0	0	2	0	9	5	0	0	0
100003849	0	4	2	0	0	8	15	11	0	15	9	8	4	14	10	4	10	0
100003850	0	0	6	20	5	0	34	0	0	2	6	1	0	9	4	6	4	0
100003859	0	0	0	1	1	0	4	0	0	0	3	6	0	9	0	4	0	0
100003863	2	0	2	3	0	0	0	11	0	0	27	0	0	0	0	14	19	0
100003866	77	64	216	130	139	122	387	43	42	89	298	204	24	207	144	103	41	23
100003877	7	8	61	11	30	60	87	26	0	35	112	45	18	65	91	48	32	0
100003889	98	229	328	368	206	135	415	99	30	115	806	420	66	411	296	169	154	40
100003895	7	9	25	0	4	9	30	3	4	32	32	0	0	4	17	12	15	0
100003902	10	0	11	4	15	5	51	9	0	8	83	7	10	9	28	54	0	0
100003903	39	15	14	33	37	15	70	8	0	8	69	49	4	26	34	12	15	5
100003906	112	39	114	39	90	93	325	29	15	211	163	169	94	527	169	414	203	8
100003913	2	5	3	3	3	0	27	1	0	8	10	3	7	5	3	5	14	0
100003922	10	3	19	6	11	18	50	35	0	49	3	0	6	20	34	87	9	0
100003937	18	12	38	6	4	16	53	1	0	3	26	40	5	7	144	96	113	13
100003938	72	67	127	94	150	223	228	68	8	57	302	188	16	146	136	205	52	10
100003947	3	0	0	0	2	0	5	0	0	0	12	0	0	0	3	4	0	0
100003955	7	2	6	3	0	0	17	0	0	0	13	7	0	0	0	15	9	0
100003956	99	102	223	185	122	140	309	93	28	85	454	191	41	306	302	180	112	5
100003958	31	25	52	25	28	25	178	19	3	48	113	70	14	66	56	55	21	3
100003959	8	3	0	0	5	5	7	0	1	1	2	0	0	10	3	13	2	0
100003969	241	224	575	216	368	205	1094	54	50	381	789	736	259	1415	667	642	357	41
100003975	12	21	11	13	4	6	43	3	7	9	38	15	10	10	27	33	7	0
100003989	62	27	43	41	29	26	107	22	12	21	81	52	12	93	41	27	25	0
100003994	1	9	26	2	0	12	6	5	0	9	0	32	5	13	5	7	0	1
100003996	12	12	32	3	24	32	56	3	3	12	46	9	2	36	26	10	9	9
100003999	4	0	15	0	22	6	10	0	0	8	6	9	0	52	0	75	9	0
100004011	0	2	24	8	0	31	44	1	2	1	12	43	1	36	30	22	22	0
100004018	0	6	0	19	8	0	13	0	0	3	0	2	0	0	0	0	1	0
100004024	155	150	311	201	220	217	499	84	17	195	433	360	71	320	368	262	101	28
100004030	0	4	5	3	4	4	19	0	0	0	2	0	0	7	1	3	1	0
100004031	22	12	2	24	22	10	6	0	0	6	8	4	0	14	7	7	2	0
100004076	6	0	4	0	2	14	10	0	0	0	18	0	0	2	6	0	0	0
100004079	2	54	9	22	212	17	68	6	2	13	72	34	4	21	7	45	18	0
100004091	0	0	0	10	27	3	10	0	0	0	26	24	6	0	5	1	0	0
100004116	37	11	54	35	27	5	63	4	13	0	90	38	3	39	21	20	15	0
100004118	479	280	480	252	415	496	734	172	87	223	777	519	86	379	530	329	150	43
100004124	5	1	0	0	0	7	11	4	0	7	0	0	1	14	3	1	9	10
100004133	30	20	93	0	2	11	57	17	2	33	97	96	31	143	55	22	38	12
100004136	34	77	60	73	17	64	123	11	10	46	76	71	25	108	59	97	21	12
100004144	18	9	86	5	11	121	52	0	0	15	33	40	0	24	26	52	39	0
100004155	0	5	5	0	5	12	18	0	0	6	19	9	0	18	10	10	13	0
100004161	0	23	3	1	8	13	15	0	0	1	28	5	4	13	18	0	8	0
100004173	0	0	2	0	4	7	1	0	0	0	0	1	0	2	5	0	1	0
100004175	1	5	5	0	1	0	41	0	0	0	11	0	0	9	5	12	0	0
100004177	0	0	0	0	0	6	18	8	0	14	15	1	0	0	7	22	6	0
100004180	17	3	34	0	10	6	21	1	0	1	10	3	0	8	19	11	3	0
100004181	8	2	11	6	0	9	28	0	0	0	0	5	0	3	1	9	6	0
100004199	0	5	2	0	0	0	20	0	0	0	7	0	0	10	5	12	0	0
100004228	28	6	43	11	0	14	50	32	0	57	33	14	16	35	21	41	3	0
100004252	8	5	35	17	13	0	16	6	7	15	21	14	17	30	18	23	0	0
100004261	56	6	33	32	39	21	98	18	0	25	66	57	10	64	26	44	31	0
100004265	27	11	42	24	70	15	79	8	11	28	139	311	0	83	18	60	1	0
100004270	3	5	58	3	10	18	60	0	1	1	40	20	0	6	32	57	9	0
100004272	0	1	25	1	18	28	26	4	1	20	18	12	5	74	22	26	41	5
100004274	0	1	0	11	0	0	0	1	0	3	8	0	0	8	0	11	28	0
100004299	189	215	506	237	290	321	887	97	37	134	710	342	109	532	422	355	259	72
100004307	5	40	23	16	4	9	6	8	4	3	16	2	0	22	10	10	10	0
100004330	0	0	1	0	0	1	6	0	0	0	14	0	8	2	2	3	0	0
100004331	7	0	0	0	1	1	14	0	0	10	36	1	0	53	12	25	9	0
100004336	16	17	81	28	25	20	22	4	0	17	67	48	11	90	38	39	42	4
100004342	59	27	59	20	48	56	100	29	1	34	48	63	7	81	65	18	8	1
100004357	71	35	24	22	15	14	59	1	0	63	45	34	13	41	50	19	34	0
100004361	35	22	18	9	38	72	100	11	27	23	24	47	1	24	53	55	0	1
100004382	14	7	32	19	2	17	55	1	2	20	24	46	3	59	27	17	0	2
100004384	2	0	5	0	2	3	0	0	0	0	6	7	2	1	28	5	12	0
100004398	3	0	22	16	10	53	42	3	0	36	41	11	0	24	4	6	6	1
100004402	0	9	4	2	0	12	76	0	0	14	31	8	5	20	10	0	43	0
100004411	0	10	9	1	1	3	4	0	0	5	8	0	0	16	8	3	8	0
100004419	16	15	49	29	23	7	29	0	0	0	47	38	0	15	63	21	19	0
100004427	0	1	4	1	1	1	4	0	1	0	2	0	0	20	3	30	4	0
100004428	18	25	45	27	70	21	108	23	3	30	51	31	14	108	77	66	41	17
100004431	0	10	5	8	2	2	0	0	4	2	4	41	0	0	3	18	0	0
100004437	244	261	370	224	216	274	688	89	41	159	479	392	79	470	445	1441	114	45
100004439	21	3	11	3	5	27	41	18	17	20	73	42	33	26	17	20	22	0
100004460	88	19	114	33	39	36	129	2	26	16	54	47	21	54	117	63	1	0
100004469	19	4	47	25	25	42	34	26	0	9	39	41	0	68	49	15	18	13
100004499	0	3	0	0	4	5	11	2	0	0	0	4	0	6	11	5	0	0
100004503	72	0	9	33	45	82	159	40	0	98	268	154	0	136	142	41	56	18
100004517	0	0	16	0	4	0	5	10	0	0	1	11	0	7	1	12	1	0
100004536	11	21	19	4	0	3	12	4	0	0	11	0	0	22	8	31	13	0
100004555	22	19	29	19	19	25	88	27	19	22	25	56	0	9	0	40	37	26
100004566	65	71	142	71	85	90	245	30	9	49	225	110	26	185	77	102	41	11
100004576	226	238	546	285	376	407	820	217	78	211	828	436	115	469	514	484	185	46
100004582	48	15	51	29	30	63	48	17	17	13	99	62	3	48	37	35	31	6
100004590	12	0	16	2	0	15	6	0	7	0	33	38	10	14	1	4	0	14
100004597	18	4	26	36	10	44	81	6	6	12	105	47	12	29	34	36	36	0
100004603	0	4	11	2	8	7	10	0	0	6	18	2	16	8	3	33	0	3
100004607	12	0	77	26	17	7	53	10	0	19	48	47	20	167	28	66	34	0
100004610	0	0	1	0	16	2	12	0	0	0	2	18	2	1	2	0	0	0
100004611	38	237	59	25	11	235	99	15	16	11	70	58	22	65	32	38	12	1
100004613	68	43	77	45	81	124	227	47	21	85	225	96	15	98	145	69	60	0
100004617	0	0	15	9	25	2	15	1	0	24	23	4	0	15	2	33	8	1
100004621	225	143	427	226	303	233	729	102	62	179	707	433	51	233	384	299	155	9
100004628	0	0	7	1	12	0	4	1	0	5	1	2	0	4	8	8	2	0
100004647	19	0	4	1	8	0	32	0	0	0	4	3	3	22	0	0	0	0
100004652	0	8	3	2	0	0	9	12	0	7	6	19	0	21	6	3	0	0
100004668	0	0	4	0	0	12	7	0	0	0	19	23	0	3	13	0	43	0
100004683	15	8	28	11	16	16	42	0	9	13	27	19	0	18	50	32	8	0
100004700	35	30	46	20	33	47	215	12	4	33	138	23	23	170	54	56	27	22
100004703	33	30	59	16	21	10	50	6	1	2	57	27	6	17	47	18	25	1
100004718	0	4	0	3	1	0	7	5	0	0	8	0	0	16	13	0	0	4
100004727	2	7	6	0	0	0	17	0	3	0	19	23	0	2	31	0	0	0
100004729	26	24	37	37	91	19	121	15	7	70	89	64	9	50	101	6	14	2
100004736	11	4	18	5	1	2	26	0	0	0	5	8	0	0	35	2	8	0
100004744	3	0	5	5	17	3	18	12	0	19	20	33	5	31	13	38	18	0
100004768	28	17	68	8	4	11	25	0	1	4	42	49	12	61	16	45	2	1
100004770	47	0	10	0	28	0	6	5	0	0	4	0	3	0	2	16	3	8
100004793	3	25	1	0	21	7	0	0	0	14	17	1	0	0	0	52	5	0
100004801	8	1	10	13	13	0	21	0	0	0	4	6	0	11	1	2	0	0
100004809	38	12	32	2	51	59	44	12	0	11	47	35	0	26	64	26	1	5
100004810	1	12	5	8	16	1	27	0	0	2	21	3	6	5	5	3	10	0
100004850	108	89	185	61	141	84	289	23	31	27	324	149	61	159	198	72	59	31
100004856	0	5	0	0	0	0	0	0	0	1	3	12	0	2	0	2	0	0
100004870	39	0	154	166	32	15	371	20	7	30	104	123	6	107	106	97	5	27
100004874	7	1	0	21	3	8	17	0	0	2	0	3	1	16	25	14	14	0
100004913	23	19	50	34	75	50	136	10	15	9	123	53	17	35	68	16	24	0
100004922	6	2	11	1	5	0	14	0	0	2	22	10	0	6	0	1	0	0
100004929	118	64	222	167	410	143	387	36	15	60	506	192	44	178	185	112	131	9
100004931	17	52	32	30	61	11	82	0	1	7	63	23	9	34	26	20	4	0
100004941	54	34	49	25	15	9	46	0	9	21	82	19	13	82	52	22	6	0
100004946	1	5	43	17	13	18	80	1	0	8	30	26	18	42	16	22	33	0
100004951	0	2	0	5	3	0	0	0	0	0	0	16	0	50	13	2	0	0
100004956	2	11	24	7	1	20	34	3	1	12	6	15	2	34	6	17	2	0
100004969	2	1	140	16	2	10	11	1	1	11	12	4	0	29	31	5	3	2
100004977	0	8	0	0	6	15	14	0	1	0	7	0	0	0	0	0	0	0
100004990	16	7	57	6	13	16	12	2	0	11	44	5	2	38	43	40	46	0
100005000	224	150	295	135	237	211	435	114	26	150	439	294	99	316	434	131	65	14
100005008	4	0	4	0	7	11	18	1	1	30	9	15	4	14	0	13	6	0
100005014	28	0	36	12	7	12	12	4	13	21	37	21	11	22	20	39	0	7
100005019	133	73	235	64	119	154	310	53	61	32	454	363	6	366	209	79	141	6
100005026	40	16	30	21	18	11	37	10	0	10	119	87	13	40	42	49	23	0
100005030	0	21	0	0	0	4	11	11	0	0	2	3	2	0	6	8	7	0
100005033	82	77	154	72	139	85	252	27	24	45	200	134	68	139	118	150	55	31
100005036	13	36	72	37	41	50	79	10	12	11	38	31	0	95	36	85	15	0
100005049	0	0	5	0	1	7	11	0	0	0	14	6	3	12	2	10	0	0
100005064	1	27	53	41	56	33	102	18	3	24	79	62	33	53	85	32	31	0
100005069	16	36	58	20	76	40	148	10	2	68	104	63	34	125	59	58	44	14
100005075	68	85	190	71	106	133	278	38	10	89	343	225	19	209	253	112	87	5
100005086	0	0	0	0	1	0	5	0	0	0	0	3	1	3	7	1	9	0
100005105	24	24	42	10	41	18	78	20	0	10	119	27	16	20	41	22	29	16
100005106	59	21	97	49	40	16	120	20	0	6	123	43	11	33	115	23	6	0
100005108	10	14	37	23	11	3	50	13	0	12	24	9	17	24	27	38	2	6
100005114	2	0	2	0	0	0	14	0	0	0	0	4	0	10	0	20	1	0
100005116	9	18	32	20	8	24	84	0	8	15	32	12	4	74	12	39	10	17
100005118	26	23	33	35	37	22	88	23	0	16	42	34	8	96	54	43	14	19
100005128	5	0	0	6	0	4	19	8	0	12	6	19	13	19	10	7	6	0
100005148	4	0	16	0	25	0	0	0	6	21	6	12	4	3	12	33	17	0
100005158	0	18	4	12	11	3	0	0	0	3	10	0	0	2	0	0	2	0
100005161	10	0	2	0	10	11	4	20	14	5	4	10	1	1	11	9	0	0
100005174	161	127	364	185	329	324	711	126	50	225	690	314	91	493	393	391	212	54
100005183	30	32	53	31	24	47	114	9	4	18	383	110	23	72	142	95	25	0
100005187	33	7	42	9	6	11	14	3	0	9	40	65	16	25	30	9	15	0
100005189	20	5	26	25	24	27	81	7	6	28	46	36	1	34	19	27	14	2
100005195	85	147	209	136	86	103	334	74	26	61	311	224	32	95	163	112	95	12
100005208	244	24	96	32	127	44	129	31	1	65	94	100	23	282	137	72	157	3
100005210	17	8	9	5	4	3	25	1	4	6	46	13	15	111	27	45	19	4
100005214	92	30	278	42	86	188	213	59	15	49	184	144	19	184	142	220	60	18
100005257	0	0	25	2	10	1	29	0	10	17	36	14	16	7	23	23	9	0
100005261	7	2	13	0	0	0	6	0	0	11	0	2	0	2	1	0	5	0
100005267	8	5	67	5	7	23	80	3	0	26	69	72	28	97	117	8	0	12
100005268	28	17	146	32	22	49	118	16	3	20	64	82	15	14	48	65	12	6
100005273	3	0	1	0	8	10	12	0	0	1	18	4	8	8	18	13	1	0
100005291	13	36	19	12	13	17	37	10	0	17	5	33	0	71	2	22	12	1
100005295	0	0	4	0	5	4	0	11	0	10	14	19	0	0	0	0	16	0
100005297	3	0	0	0	0	2	3	0	0	0	7	7	2	4	0	5	0	0
100005301	0	0	4	0	0	0	11	0	0	0	20	2	0	11	2	16	0	0
100005325	50	55	67	74	84	57	164	41	13	26	127	96	8	82	124	67	29	44
100005344	1	18	6	6	1	2	16	3	7	0	5	26	0	0	1	3	0	0
100005357	53	30	43	6	26	7	52	13	0	11	27	5	0	53	2	57	14	0
100005358	0	0	0	0	10	3	6	9	0	0	5	2	0	6	3	3	3	0
100005359	0	7	11	7	0	20	19	4	0	0	29	2	4	12	5	6	0	0
100005372	24	20	6	16	20	34	46	5	1	1	55	29	2	38	54	38	12	8
100005373	68	28	28	17	18	85	39	8	4	134	46	34	8	199	53	24	23	0
100005375	1	25	7	0	5	35	19	23	0	23	65	47	0	16	38	15	33	1
100005387	10	11	5	0	7	6	24	2	0	10	17	3	2	13	33	2	5	0
100005391	2	0	6	1	10	3	19	1	0	14	7	10	0	8	6	9	0	0
100005402	15	13	6	4	4	0	12	0	0	12	30	3	3	1	9	12	11	5
100005403	4	41	51	16	62	45	107	0	0	22	20	49	0	83	69	50	31	6
100005419	32	35	49	16	58	60	105	12	13	37	80	49	29	53	66	36	57	0
100005423	1	3	10	0	7	13	6	1	0	0	6	2	3	8	3	3	5	0
100005449	65	74	118	60	71	44	273	29	9	54	215	121	30	79	119	157	53	15
100005455	0	0	3	0	7	2	9	0	2	6	1	0	0	6	5	1	0	0
100005459	2	0	4	11	0	0	5	0	0	4	3	0	5	0	3	0	0	0
100005466	9	21	18	0	19	6	25	2	10	21	69	15	3	40	24	17	6	0
100005469	5	41	105	37	40	19	163	20	7	83	28	16	0	64	31	0	30	33
100005471	11	22	3	14	57	20	16	1	8	7	31	4	1	8	29	6	3	0
100005476	20	14	8	12	21	10	30	0	4	26	34	24	0	23	21	14	20	0
100005482	25	8	38	17	29	21	55	8	0	12	31	35	10	106	28	56	25	1
100005485	1	7	17	1	40	283	58	48	1	71	26	11	4	164	18	13	145	0
100005490	38	16	23	36	7	16	54	10	1	4	55	32	140	33	35	24	1	0
100005496	24	15	52	42	37	72	114	28	0	25	73	60	20	64	38	40	29	0
100005501	28	33	43	8	11	34	105	3	9	51	74	70	13	118	62	91	50	3
100005514	41	34	67	32	49	43	159	47	3	6	193	68	19	86	109	47	45	0
100005518	29	92	77	12	179	7	109	1	20	35	106	62	23	51	78	40	50	0
100005529	0	0	0	15	2	0	0	0	0	21	1	0	0	0	5	4	1	0
100005538	14	7	34	35	33	34	50	16	0	11	36	55	17	37	27	18	2	3
100005540	198	130	66	19	44	124	257	13	43	21	111	96	26	321	138	108	60	17
100005543	87	87	242	99	84	157	355	101	14	72	455	229	24	138	161	167	99	17
100005551	4	0	9	4	2	5	21	8	0	12	3	6	8	18	32	3	0	0
100005567	23	0	26	0	3	15	44	0	0	12	45	9	0	3	29	19	2	12
100005568	26	22	33	84	50	13	50	5	2	18	66	28	12	47	105	46	31	13
100005569	13	0	0	1	0	0	26	0	0	10	7	2	0	19	0	0	6	0
100005587	85	34	219	142	195	210	455	63	44	167	234	252	109	567	301	277	105	21
100005589	3	8	15	13	8	9	16	12	4	1	27	27	0	31	21	25	8	0
100005593	2	4	1	0	3	18	0	1	3	11	25	3	8	6	4	14	0	0
100005596	130	63	173	82	111	87	284	48	15	100	251	106	35	276	198	99	79	3
100005603	24	31	38	7	18	31	70	6	0	13	47	14	0	69	23	10	9	0
100005623	1	0	6	0	1	0	9	0	0	0	2	6	0	22	1	0	0	0
100005625	0	0	1	0	0	0	0	7	0	3	0	0	0	5	11	0	7	0
100005645	1	0	11	3	0	1	3	1	0	12	7	22	0	10	3	9	1	0
100005670	2	0	7	7	0	0	23	0	0	0	2	0	2	0	0	20	9	0
100005675	509	496	955	459	728	517	1133	220	140	268	1743	937	178	540	801	349	282	83
100005680	0	22	2	1	1	7	0	0	0	0	14	7	2	0	8	3	0	0
100005700	12	3	20	3	13	49	62	8	1	12	55	22	5	28	38	32	24	2
100005714	3	45	24	8	10	2	42	3	0	15	35	33	3	37	25	44	18	0
100005716	59	87	139	80	153	62	294	42	19	86	303	181	10	188	171	90	96	25
100005717	3	0	13	4	0	2	2	0	0	0	32	10	1	28	12	12	1	0
100005727	10	40	54	23	43	15	75	4	10	13	78	45	9	71	32	34	9	5
100005728	0	0	1	0	16	0	21	0	6	9	4	2	0	18	3	21	0	0
100005729	2	6	9	1	0	2	27	0	0	2	24	9	10	23	0	7	7	0
100005732	14	37	14	0	21	9	75	15	0	17	38	14	6	41	16	44	18	5
100005752	12	16	17	33	42	5	74	25	6	18	64	58	4	75	26	10	31	0
100005753	9	10	18	6	0	13	40	0	0	24	68	21	0	13	9	33	13	13
100005761	41	12	34	44	10	16	37	0	2	13	52	44	10	47	44	24	13	0
100005763	21	54	22	10	9	15	68	5	0	31	21	2	20	47	20	42	14	0
100005765	5	7	13	1	0	0	1	0	3	5	14	8	3	3	15	0	8	0
100005797	16	13	14	64	62	64	80	11	0	16	90	31	0	39	24	23	1	1
100005813	129	70	115	96	105	72	250	68	16	52	174	140	54	167	190	84	74	17
100005838	22	12	6	2	24	35	64	20	7	9	18	22	0	38	37	23	3	0
100005846	29	29	56	39	13	26	51	16	8	19	127	107	10	98	21	18	15	0
100005849	0	1	0	0	30	9	7	5	4	29	4	0	0	35	3	13	30	5
100005882	0	0	6	13	1	0	1	0	0	3	0	2	4	0	0	0	0	0
100005886	2	0	4	1	2	1	12	0	0	2	6	3	0	24	10	11	1	1
100005887	30	74	181	81	106	49	257	29	4	63	166	120	23	195	125	90	43	43
100005893	21	11	28	11	11	3	57	2	6	7	35	48	6	45	26	57	6	3
100005927	0	0	1	0	0	17	11	0	0	0	7	13	0	6	0	0	0	0
100005937	15	9	17	10	14	20	38	8	1	40	49	51	6	90	48	33	5	41
100005938	1	7	3	2	2	1	23	2	0	17	15	21	3	11	7	13	7	0
