"","diff","lwr.ci","upr.ci","pval"
"1-0",6.21537989481591,-36.0382767617562,48.469036551388,0.994681155540195
"10-0",3.91130740764832,-38.3423492489238,46.1649640642204,0.999402504975438
"100-0",23.7835593443111,-18.470097312261,66.0372160008831,0.453516318715435
"1000-0",2.88822312907236,-39.3654335274997,45.1418797856444,0.999863304040786
"10000-0",27.5387574112321,-14.71489924534,69.7924140678042,0.317192589236202
