#NAME	B7	B8	B9	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10
#CLASS:DOSE	10000000	10000000	10000000	1000000	1000000	100000	100000	100000	10000	10000	10000	1000	1000	1000	0
ENSDARG00000056029	77	9	32	19	19	22	20	10	5	42	3	24	16	5	18
ENSDARG00000056030	12	0	1	0	4	1	1	2	0	0	2	2	2	0	10
ENSDARG00000056034	0	0	0	0	0	22	0	0	5	0	0	9	0	3	0
ENSDARG00000056036	239	54	100	80	96	166	120	118	55	46	154	269	249	48	127
ENSDARG00000056037	62	7	17	1	26	18	0	17	2	0	5	26	45	9	16
ENSDARG00000056045	11	7	62	42	0	0	0	8	12	20	0	22	10	0	2
ENSDARG00000056047	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0
ENSDARG00000056050	119	38	109	78	47	95	125	29	33	10	56	146	95	21	45
ENSDARG00000056057	13	0	7	0	0	10	14	0	0	0	4	28	2	0	0
ENSDARG00000056059	44	0	20	0	0	34	25	16	11	0	0	42	43	3	20
ENSDARG00000056062	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSDARG00000056065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000056075	92	23	78	38	43	105	91	54	66	15	36	95	59	22	32
ENSDARG00000056077	0	0	13	0	0	0	0	0	0	0	0	0	0	1	0
ENSDARG00000056078	59	16	19	16	16	35	30	29	5	1	17	9	80	0	22
ENSDARG00000056079	65	0	24	2	9	48	10	31	37	14	8	6	14	0	3
ENSDARG00000056080	195	31	100	35	32	99	54	61	12	25	49	170	81	19	39
ENSDARG00000056084	119	16	85	56	40	45	84	30	35	10	22	69	49	3	21
ENSDARG00000056085	148	17	32	4	38	83	37	18	35	4	26	58	28	0	29
ENSDARG00000056087	13	11	1	1	9	19	8	1	0	5	13	13	25	5	0
ENSDARG00000056089	146	54	110	37	88	78	47	59	43	17	43	76	75	33	37
ENSDARG00000056090	1211	235	501	463	565	882	331	343	242	195	380	520	337	125	238
ENSDARG00000056091	52	0	75	35	25	12	29	21	62	9	28	138	29	39	32
ENSDARG00000056092	81	23	54	38	28	59	21	44	43	20	36	86	80	14	16
ENSDARG00000056099	5	5	12	1	14	0	13	1	0	0	1	0	7	8	0
ENSDARG00000056101	121	27	50	42	55	62	19	60	21	54	34	66	112	10	31
ENSDARG00000056102	195	20	151	23	91	110	28	50	27	12	47	129	126	27	78
ENSDARG00000056105	68	37	66	50	9	66	6	8	34	14	15	50	36	48	45
ENSDARG00000056108	61	13	46	4	18	35	21	12	42	21	23	66	37	19	5
ENSDARG00000056111	24	5	0	5	20	5	12	8	12	0	1	11	21	0	0
ENSDARG00000056112	324	95	211	67	154	252	133	177	62	95	175	290	300	97	140
ENSDARG00000056119	2214	521	1260	615	1189	1834	832	1017	766	358	1071	2456	1566	480	601
ENSDARG00000056121	79	18	24	25	51	46	57	19	13	39	29	75	50	30	12
ENSDARG00000056122	354	86	325	106	204	308	205	131	145	77	169	363	320	73	142
ENSDARG00000056125	4	1	7	3	1	12	15	2	0	1	0	7	10	0	6
ENSDARG00000056127	3	1	0	20	4	11	8	8	0	0	0	25	0	21	2
ENSDARG00000056128	70	35	35	25	35	113	55	43	44	26	3	99	60	16	41
ENSDARG00000056130	1	0	9	0	0	0	3	4	0	3	0	0	15	1	2
ENSDARG00000056133	0	29	0	0	0	37	0	13	0	4	27	9	10	0	0
ENSDARG00000056134	0	6	0	0	0	0	4	0	0	0	0	0	1	0	0
ENSDARG00000056138	1832	395	1240	365	806	1328	730	742	594	340	433	1732	2256	604	748
ENSDARG00000056141	128	51	73	39	46	79	21	25	40	15	68	112	29	0	27
ENSDARG00000056144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000056145	0	2	12	0	0	8	0	3	2	0	0	2	0	0	1
ENSDARG00000056150	60	15	9	5	27	34	2	13	2	4	2	14	3	4	11
ENSDARG00000056151	559	153	269	93	117	242	187	83	123	32	121	336	235	33	92
ENSDARG00000056152	75	32	25	7	10	48	37	11	9	5	45	18	29	7	19
ENSDARG00000056154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000056156	167	44	85	21	81	130	46	65	46	8	77	195	105	69	73
ENSDARG00000056160	643	222	269	189	186	370	330	192	222	62	238	334	266	42	100
ENSDARG00000056162	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ENSDARG00000056163	15	5	21	3	1	38	7	0	0	7	21	11	20	0	4
ENSDARG00000056165	91	20	93	57	61	68	73	19	35	27	62	66	97	14	51
ENSDARG00000056166	8	0	0	0	0	8	8	1	0	0	0	0	0	0	0
ENSDARG00000056167	27	6	40	10	32	43	15	43	7	0	11	14	17	11	2
ENSDARG00000056175	153	27	122	54	67	114	24	47	45	22	29	132	172	22	102
ENSDARG00000056178	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2
ENSDARG00000056180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000056181	884	295	528	200	522	490	666	285	409	150	377	908	566	150	309
ENSDARG00000056184	162	22	34	40	62	65	21	20	24	13	15	128	93	18	51
ENSDARG00000056186	483	113	209	111	185	333	213	122	209	54	132	238	348	44	136
ENSDARG00000056191	2	0	0	6	17	0	13	0	5	7	4	7	25	4	11
ENSDARG00000056193	19	3	20	31	5	45	2	3	14	2	3	26	37	5	24
ENSDARG00000056196	57	22	58	74	35	64	38	47	60	2	87	65	80	9	43
ENSDARG00000056200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000056203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000056204	45	9	26	9	9	35	32	5	2	15	19	80	77	15	17
ENSDARG00000056206	525	98	291	118	207	226	157	151	206	79	193	451	327	94	121
ENSDARG00000056209	111	45	106	60	79	160	70	39	72	31	104	78	43	31	47
ENSDARG00000056210	25	9	13	0	13	9	26	6	6	8	5	18	4	10	3
ENSDARG00000056211	2	0	0	0	2	0	0	13	5	0	2	0	2	0	0
ENSDARG00000056213	1	3	0	4	0	0	0	4	1	0	0	9	0	0	0
ENSDARG00000056214	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSDARG00000056218	422	115	260	96	192	275	138	211	144	65	171	508	378	116	146
ENSDARG00000056226	11	0	8	8	11	2	2	2	8	0	0	8	3	0	0
ENSDARG00000056228	109	26	31	24	84	63	10	10	44	2	27	63	51	15	54
ENSDARG00000056230	3	0	1	0	3	4	6	1	2	1	2	4	6	0	1
ENSDARG00000056233	42	17	13	8	5	12	20	14	19	0	9	1	14	0	12
ENSDARG00000056235	182	34	77	36	35	97	58	31	43	11	47	78	78	27	37
ENSDARG00000056239	152	38	54	68	62	179	66	38	52	11	53	75	18	7	21
ENSDARG00000056244	50	11	26	8	41	4	55	20	18	21	22	23	41	19	20
ENSDARG00000056247	1	0	0	0	0	5	0	0	3	0	0	4	0	0	0
ENSDARG00000056248	2306	484	1119	586	874	1327	775	642	627	415	693	950	727	161	269
ENSDARG00000056250	53	23	9	7	5	7	0	10	5	17	25	57	23	8	14
ENSDARG00000056252	134	35	59	83	70	86	67	50	89	36	48	101	159	24	54
ENSDARG00000056258	285	65	164	78	177	217	223	88	104	46	97	172	251	105	105
ENSDARG00000056259	256	110	36	170	104	174	0	308	124	89	61	250	432	9	153
ENSDARG00000056262	181	28	120	35	122	96	77	68	41	16	25	132	134	28	73
ENSDARG00000056267	62	10	23	5	39	21	56	25	5	0	18	294	140	12	31
ENSDARG00000056268	81	1	43	17	22	14	30	53	18	12	30	34	57	20	14
ENSDARG00000056270	20	10	28	10	16	23	0	1	4	4	14	8	9	0	10
ENSDARG00000056277	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
ENSDARG00000056279	1	0	0	0	0	6	1	0	1	6	0	1	3	0	1
ENSDARG00000056281	6	12	2	0	2	18	0	1	1	10	0	9	15	0	0
ENSDARG00000056284	2	0	0	0	0	3	0	0	0	0	0	3	0	0	0
ENSDARG00000056292	251	65	96	50	117	120	54	38	65	48	44	196	150	73	63
ENSDARG00000056294	42	0	55	14	19	19	16	33	27	16	25	35	25	6	25
ENSDARG00000056307	204	17	51	30	31	88	39	43	22	9	64	77	71	16	44
ENSDARG00000056314	152	29	192	213	87	142	92	92	41	27	107	204	70	44	51
ENSDARG00000056318	106	51	39	33	91	56	44	56	68	17	20	61	156	8	27
ENSDARG00000056322	318	70	108	197	123	217	57	92	140	93	110	249	149	76	52
ENSDARG00000056324	1	0	0	8	12	0	1	0	0	0	0	0	3	0	3
ENSDARG00000056328	48	20	13	14	38	12	26	3	20	4	2	16	41	4	6
ENSDARG00000056330	4	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ENSDARG00000056331	291	40	163	99	126	238	110	20	61	28	89	118	148	107	26
ENSDARG00000056334	46	24	6	1	19	20	22	2	17	4	17	27	44	23	21
ENSDARG00000056338	55	18	31	12	16	5	23	28	6	4	15	22	22	12	11
ENSDARG00000056339	0	0	1	2	1	6	0	0	0	0	3	0	0	16	0
ENSDARG00000056346	115	0	159	8	0	57	0	0	0	0	24	25	16	0	8
ENSDARG00000056347	93	21	72	19	27	40	41	13	9	9	4	20	31	0	1
ENSDARG00000056367	25	7	6	4	14	0	1	0	0	0	10	12	0	0	0
ENSDARG00000056369	15	3	2	1	17	35	11	18	22	0	0	7	27	8	6
ENSDARG00000056374	13	0	3	0	21	0	0	1	0	0	4	1	15	0	0
ENSDARG00000056376	31	0	0	0	0	0	0	8	0	0	2	13	0	4	0
ENSDARG00000056378	11	0	21	0	0	4	0	0	7	0	0	21	2	0	0
ENSDARG00000056379	14	0	4	7	0	3	0	0	0	1	0	18	3	0	10
ENSDARG00000056381	23	9	18	1	23	29	17	5	7	4	0	31	27	10	9
ENSDARG00000056386	12	0	15	0	11	14	2	0	7	2	4	8	15	0	1
ENSDARG00000056387	11	0	0	0	0	0	7	0	3	0	0	0	0	0	0
ENSDARG00000056394	274	24	116	65	99	148	94	99	60	25	140	169	166	45	66
ENSDARG00000056395	19	7	2	11	21	15	0	0	0	0	4	15	33	10	6
ENSDARG00000056396	8	1	33	1	7	10	9	9	0	5	1	0	7	0	5
ENSDARG00000056400	3	0	1	0	0	0	0	1	0	0	0	2	0	0	7
ENSDARG00000056407	10	7	12	5	22	18	3	5	0	9	11	3	19	6	3
ENSDARG00000056410	10	0	17	12	3	34	2	27	0	0	16	16	12	6	7
ENSDARG00000056414	133	37	111	43	20	59	22	37	32	19	71	161	56	62	33
ENSDARG00000056427	697	198	468	213	254	525	215	337	177	135	241	657	567	130	296
ENSDARG00000056438	44	8	57	12	15	8	9	15	19	1	21	7	9	0	7
ENSDARG00000056439	0	0	0	0	0	1	4	0	0	0	0	9	8	4	0
ENSDARG00000056443	6	0	3	0	0	3	1	10	0	1	0	0	11	4	7
ENSDARG00000056450	138	25	81	41	32	77	31	62	36	30	28	161	119	46	75
ENSDARG00000056453	24	10	14	21	4	15	14	4	6	6	1	21	11	11	9
ENSDARG00000056458	6	5	1	0	2	1	0	83	0	0	6	0	1	0	0
ENSDARG00000056462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000056464	24	4	9	6	0	7	0	14	0	1	12	1	0	0	0
ENSDARG00000056467	36	0	24	22	30	45	20	33	34	27	45	118	82	0	8
ENSDARG00000056468	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSDARG00000056473	68	13	46	8	22	10	1	11	29	5	13	27	27	1	7
ENSDARG00000056475	111	51	61	12	37	85	99	114	59	51	58	230	133	36	54
ENSDARG00000056477	24	3	25	11	32	35	15	2	8	3	13	43	29	10	1
ENSDARG00000056478	136	23	55	39	59	104	92	74	49	23	66	97	172	45	26
ENSDARG00000056479	31	0	3	19	11	20	7	19	10	2	5	46	5	0	8
ENSDARG00000056480	93	17	42	14	46	38	19	48	26	12	17	79	34	6	44
ENSDARG00000056481	907	249	451	197	404	567	357	293	339	118	334	664	703	184	272
ENSDARG00000056483	349	38	189	105	81	255	175	141	125	97	104	295	249	42	151
ENSDARG00000056490	1142	160	563	231	358	572	466	353	206	183	345	916	741	314	322
ENSDARG00000056491	56	2	38	1	28	30	5	21	2	15	21	18	43	0	23
ENSDARG00000056498	0	0	0	0	6	3	0	6	0	0	0	5	0	0	0
ENSDARG00000056499	103	14	40	6	31	14	0	13	8	21	21	39	12	51	51
ENSDARG00000056501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000056502	0	0	0	0	0	0	5	6	0	0	0	0	6	0	7
ENSDARG00000056504	22	12	2	20	1	23	8	2	1	2	6	10	30	0	8
ENSDARG00000056506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000056509	57	4	33	19	18	44	29	29	16	25	31	102	78	11	13
ENSDARG00000056510	27	3	1	16	5	33	6	6	15	2	13	17	7	7	10
ENSDARG00000056511	4274	979	2646	1146	1713	3809	1570	1713	1493	979	1593	4148	4428	1283	1618
ENSDARG00000056515	36	0	7	3	4	53	2	8	9	4	10	60	29	0	5
ENSDARG00000056517	23	25	1	0	2	4	19	3	0	0	0	3	8	0	5
ENSDARG00000056519	187	16	39	31	58	87	51	48	14	52	25	57	74	5	46
ENSDARG00000056525	232	53	137	42	105	112	101	41	61	36	98	105	206	34	67
ENSDARG00000056530	248	31	177	93	58	82	29	23	120	27	71	72	149	46	73
ENSDARG00000056531	106	35	90	68	43	73	84	13	71	12	49	89	46	23	34
ENSDARG00000056532	62	3	28	5	19	13	22	22	15	14	25	15	17	3	27
ENSDARG00000056535	44	15	7	4	7	24	3	15	2	0	8	24	2	12	17
ENSDARG00000056541	1	0	19	2	0	17	1	5	0	0	0	10	2	0	7
ENSDARG00000056549	133	49	79	58	43	85	44	21	46	20	35	122	37	19	40
ENSDARG00000056550	29	24	19	10	20	14	25	1	32	2	37	32	12	3	13
ENSDARG00000056551	0	0	0	1	2	4	0	9	0	2	0	8	12	0	0
ENSDARG00000056554	67	33	69	52	55	97	68	33	32	13	45	110	170	49	108
ENSDARG00000056557	157	7	34	0	78	85	3	49	15	18	87	102	122	11	45
ENSDARG00000056559	76	0	61	24	27	31	23	54	14	14	20	66	32	0	3
ENSDARG00000056561	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSDARG00000056566	93	25	54	48	51	136	70	37	58	22	14	117	156	34	33
ENSDARG00000056572	9	18	0	4	2	0	0	1	3	0	18	7	6	1	0
ENSDARG00000056582	47	22	6	12	26	18	2	14	41	0	2	27	50	6	22
ENSDARG00000056583	27	0	25	7	55	18	7	4	39	3	1	17	2	4	0
ENSDARG00000056587	18	1	0	4	1	6	11	9	33	8	0	22	7	0	0
ENSDARG00000056590	44	4	14	5	38	9	0	9	1	7	16	9	9	1	6
ENSDARG00000056591	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0
ENSDARG00000056594	57	39	52	13	25	71	32	28	20	4	12	76	74	15	27
ENSDARG00000056598	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000056600	68	22	34	38	27	19	19	16	12	21	43	16	27	7	15
ENSDARG00000056601	68	32	59	38	52	57	53	33	23	15	63	72	40	45	39
ENSDARG00000056603	28	0	9	4	8	1	15	2	11	0	0	6	40	0	7
ENSDARG00000056605	69	34	43	51	49	125	31	37	26	27	43	62	74	28	29
ENSDARG00000056609	90	21	9	27	55	59	13	13	16	11	27	67	24	9	53
ENSDARG00000056615	0	1	6	0	3	50	4	4	4	39	53	22	16	4	1
ENSDARG00000056616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000056617	58	5	10	6	29	24	22	9	4	14	24	27	18	1	5
ENSDARG00000056618	19	0	0	10	14	18	0	1	0	2	0	14	56	0	3
ENSDARG00000056619	60	10	36	36	19	96	4	0	22	0	15	27	19	0	14
ENSDARG00000056620	12	5	0	0	11	0	0	5	0	6	0	0	4	0	0
ENSDARG00000056621	443	67	341	87	244	371	199	193	201	94	169	419	303	54	157
ENSDARG00000056623	434	72	219	85	203	303	168	159	153	70	157	398	344	105	148
ENSDARG00000056624	29	0	1	1	3	18	7	12	8	0	2	5	14	4	18
ENSDARG00000056625	0	0	8	0	0	8	3	41	0	2	0	10	0	0	0
ENSDARG00000056627	83	24	41	9	42	46	32	35	16	9	38	22	24	30	18
ENSDARG00000056628	12	3	0	0	6	17	3	9	3	0	2	17	1	13	10
ENSDARG00000056630	67	10	34	29	34	43	73	52	10	18	12	59	86	99	22
ENSDARG00000056633	53	51	81	3	22	17	48	7	36	9	7	81	128	17	13
ENSDARG00000056638	27	1	13	15	9	15	5	33	6	7	10	14	7	21	7
ENSDARG00000056639	177	21	103	54	75	130	100	72	97	41	81	155	96	27	72
ENSDARG00000056640	181	16	83	63	133	100	39	46	33	22	42	114	51	33	62
ENSDARG00000056642	269	122	192	23	181	211	68	45	66	99	44	107	144	69	58
ENSDARG00000056643	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0
ENSDARG00000056647	83	51	73	30	26	114	33	31	11	44	49	84	48	47	28
ENSDARG00000056648	179	42	74	29	26	111	89	51	35	17	55	85	114	11	43
ENSDARG00000056649	110	42	88	49	27	49	19	40	22	11	46	61	74	18	21
ENSDARG00000056650	12	1	6	8	77	12	1	11	13	0	4	80	39	0	14
ENSDARG00000056651	41	11	22	21	38	38	26	8	13	11	27	47	47	13	20
ENSDARG00000056652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000056653	43	0	0	5	8	8	5	13	0	0	1	5	4	0	0
ENSDARG00000056654	3	0	0	0	1	4	1	0	0	11	0	0	10	0	0
ENSDARG00000056656	47	12	41	15	43	98	25	31	3	2	21	72	57	16	28
ENSDARG00000056659	198	59	24	62	107	68	100	84	70	45	68	137	154	38	62
ENSDARG00000056664	23	0	109	0	33	36	0	0	0	1	56	0	85	0	0
ENSDARG00000056665	60	27	51	11	23	77	16	13	20	58	8	147	37	5	11
ENSDARG00000056666	31	0	2	0	6	17	14	2	34	2	11	13	0	7	3
ENSDARG00000056672	20	8	23	24	0	32	5	0	2	1	11	50	27	0	12
ENSDARG00000056677	10	7	3	7	0	7	0	11	0	0	11	0	0	0	0
ENSDARG00000056678	58	11	45	23	33	61	30	25	5	2	26	54	61	19	56
ENSDARG00000056679	101	8	62	48	34	67	55	29	13	41	56	93	114	98	65
ENSDARG00000056680	41	19	31	9	24	47	40	23	11	3	28	49	52	9	24
ENSDARG00000056683	110	30	35	9	37	17	7	35	49	6	35	51	62	7	18
ENSDARG00000056690	78	84	59	49	47	70	56	44	29	19	69	157	273	23	71
ENSDARG00000056691	233	100	254	20	181	283	156	62	82	107	109	164	148	155	74
ENSDARG00000056695	97	12	20	34	38	84	34	33	21	7	24	34	47	16	53
ENSDARG00000056704	72	6	27	37	41	36	6	8	15	4	21	76	50	10	15
ENSDARG00000056713	88	19	62	43	21	38	35	21	29	9	26	34	40	7	20
ENSDARG00000056717	55	19	0	7	4	23	18	0	22	10	20	58	27	14	28
ENSDARG00000056719	5	10	9	10	9	36	9	15	18	0	7	19	9	1	2
ENSDARG00000056720	156	32	38	28	55	49	16	43	63	36	21	140	121	44	61
ENSDARG00000056722	1501	269	882	292	511	925	527	406	558	220	565	1003	713	396	441
ENSDARG00000056723	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000056725	1329	362	838	380	551	1205	602	447	454	274	329	907	725	232	358
ENSDARG00000056726	14	1	2	0	0	4	1	0	8	0	0	4	2	0	4
ENSDARG00000056729	2	0	8	0	3	0	2	1	0	0	9	0	8	0	0
ENSDARG00000056732	61	0	10	0	17	27	4	0	4	4	0	5	60	0	16
ENSDARG00000056739	16	0	3	0	0	16	2	0	0	0	1	9	6	5	0
ENSDARG00000056740	775	160	387	146	221	591	327	312	257	84	215	599	436	123	197
ENSDARG00000056741	79	32	11	16	22	47	11	15	13	13	46	49	18	7	8
ENSDARG00000056742	273	22	196	73	89	177	115	152	38	66	91	213	193	49	67
ENSDARG00000056743	180	55	161	88	130	109	157	43	115	46	107	113	94	41	41
ENSDARG00000056744	7	64	95	114	155	223	128	97	104	13	205	196	77	6	67
ENSDARG00000056745	386	92	246	170	221	340	527	82	101	86	112	342	373	93	138
ENSDARG00000056750	97	46	23	9	9	57	42	0	8	0	6	139	30	4	4
ENSDARG00000056753	441	89	343	199	233	511	281	143	200	87	191	454	473	143	260
ENSDARG00000056757	15	0	6	1	3	21	35	14	1	5	8	14	12	0	3
ENSDARG00000056762	0	0	0	0	2	10	0	14	0	0	0	0	1	0	0
ENSDARG00000056764	153	13	54	22	47	238	53	39	25	9	214	61	60	10	16
ENSDARG00000056765	52	62	79	254	447	258	179	130	192	6	280	273	256	12	184
ENSDARG00000056767	15	18	39	0	49	26	18	11	39	0	24	0	28	11	2
ENSDARG00000056768	1	1	3	11	0	8	5	6	4	0	4	14	0	5	6
ENSDARG00000056773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000056774	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000056780	27	4	37	4	37	59	40	21	15	10	2	43	15	2	26
ENSDARG00000056781	1281	611	1441	1137	1104	1273	957	969	1111	284	1116	1406	993	225	607
ENSDARG00000056783	205	24	115	70	39	85	154	61	66	14	84	148	63	57	82
ENSDARG00000056784	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000056791	1	0	0	0	0	4	0	4	0	0	0	1	1	1	0
ENSDARG00000056793	25	5	10	1	2	16	12	3	9	0	8	20	10	9	7
ENSDARG00000056794	3	0	0	0	0	0	0	0	4	0	0	0	22	0	0
ENSDARG00000056795	6	4	0	3	5	19	1	0	2	0	0	5	2	0	0
ENSDARG00000056797	244	100	59	33	53	135	48	44	40	3	69	102	134	16	89
ENSDARG00000056798	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ENSDARG00000056801	115	26	56	35	36	62	32	72	67	19	60	70	130	29	94
ENSDARG00000056803	29	15	51	3	13	19	7	7	13	12	40	46	37	11	15
ENSDARG00000056804	26	0	0	11	0	0	0	0	0	6	6	5	0	1	1
ENSDARG00000056805	29	0	31	13	10	56	20	17	7	3	8	62	39	20	24
ENSDARG00000056806	12	6	15	7	9	4	31	3	0	0	4	15	19	4	13
ENSDARG00000056819	77	35	23	8	16	27	23	22	2	8	29	41	19	5	25
ENSDARG00000056829	36	24	0	11	11	18	20	12	4	2	4	44	3	0	19
ENSDARG00000056830	41	22	22	14	9	42	21	0	83	14	11	41	14	11	24
ENSDARG00000056831	90	26	21	34	29	45	59	80	72	51	35	105	89	20	124
ENSDARG00000056832	8	2	0	0	13	1	0	2	0	14	0	0	0	13	0
ENSDARG00000056833	32	1	8	3	22	50	48	21	0	10	4	31	12	2	24
ENSDARG00000056835	3	0	16	0	4	3	8	0	0	0	6	7	5	7	0
ENSDARG00000056836	960	239	624	303	412	502	304	217	407	122	363	413	195	41	186
ENSDARG00000056838	0	0	0	0	1	0	0	0	11	0	0	0	0	0	0
ENSDARG00000056840	108	25	28	15	35	74	17	39	20	1	13	89	64	25	21
ENSDARG00000056842	10	0	9	0	0	7	0	0	0	2	0	0	0	0	0
ENSDARG00000056847	27	19	18	4	25	49	0	37	1	25	11	60	77	12	32
ENSDARG00000056855	6	0	1	1	5	9	0	10	6	1	6	19	3	14	0
ENSDARG00000056856	863	173	504	210	459	837	320	308	285	102	274	610	680	95	360
ENSDARG00000056859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000056862	36	20	37	84	67	221	36	12	40	14	52	62	153	18	31
ENSDARG00000056871	28	0	6	32	5	13	31	16	2	0	4	12	7	4	1
ENSDARG00000056873	71	8	84	23	40	49	22	25	51	5	33	29	30	16	17
ENSDARG00000056874	0	0	1	0	6	0	2	0	0	0	2	8	0	0	0
ENSDARG00000056877	819	137	262	193	244	527	205	253	204	152	214	557	533	54	129
ENSDARG00000056885	196	42	157	162	166	126	49	80	25	23	53	92	135	21	55
ENSDARG00000056886	5	0	11	0	21	7	4	0	21	4	26	27	7	0	0
ENSDARG00000056888	30	10	37	18	61	76	15	29	4	3	4	58	11	6	4
ENSDARG00000056892	257	29	62	21	32	139	20	24	109	29	42	98	94	13	64
ENSDARG00000056896	15	0	16	16	0	7	12	0	5	0	0	3	5	7	0
ENSDARG00000056903	18	3	16	0	5	17	18	12	0	2	13	13	21	6	7
ENSDARG00000056907	0	0	0	0	9	0	5	0	0	0	5	0	0	0	0
ENSDARG00000056909	46	5	3	14	2	18	10	30	33	0	15	31	30	8	4
ENSDARG00000056910	14	7	5	4	6	22	6	7	11	13	0	12	0	0	1
ENSDARG00000056911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000056913	25	5	22	23	46	39	19	11	40	12	12	21	9	18	20
ENSDARG00000056914	23	15	26	5	9	25	9	6	2	4	6	19	5	1	27
ENSDARG00000056915	32	0	29	0	0	15	1	16	4	7	5	1	36	0	5
ENSDARG00000056917	1	4	0	0	0	2	0	0	0	0	0	5	0	0	0
ENSDARG00000056920	16	0	0	3	0	0	16	2	0	0	0	3	0	2	0
ENSDARG00000056921	47	9	10	10	22	12	32	5	5	2	2	13	8	0	0
ENSDARG00000056922	166	21	139	64	107	111	103	75	130	38	100	134	174	51	56
ENSDARG00000056923	96	0	0	10	0	0	0	0	16	10	0	0	65	0	33
ENSDARG00000056924	134	96	90	38	132	81	54	38	29	24	46	137	77	54	47
ENSDARG00000056926	29	0	18	5	3	13	23	4	0	13	22	11	6	0	8
ENSDARG00000056929	1818	326	949	388	503	960	566	547	498	251	692	1039	1297	432	608
ENSDARG00000056932	73	19	15	12	17	56	16	12	30	10	65	62	59	8	9
ENSDARG00000056934	83	10	84	17	46	57	32	15	28	16	19	12	42	20	29
ENSDARG00000056938	279	25	119	29	79	95	19	49	43	11	28	93	18	14	41
ENSDARG00000056940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000056949	8	0	3	7	0	0	1	2	0	1	4	0	1	0	9
ENSDARG00000056950	321	49	188	174	98	239	157	169	134	53	307	435	202	142	126
ENSDARG00000056954	35	4	20	9	12	15	2	0	6	1	5	10	7	4	5
ENSDARG00000056961	153	10	60	50	55	89	52	59	30	5	49	129	99	37	49
ENSDARG00000056964	226	28	92	109	83	136	166	61	65	42	117	183	201	27	81
ENSDARG00000056966	252	33	136	78	117	160	100	69	61	22	49	157	102	20	64
ENSDARG00000056976	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSDARG00000056978	153	31	300	43	75	61	28	163	67	36	88	272	122	28	74
ENSDARG00000056979	687	182	537	176	301	456	364	206	222	157	217	666	695	132	188
ENSDARG00000056984	0	9	0	0	0	8	12	0	2	4	19	0	0	3	2
ENSDARG00000056985	124	15	39	61	38	89	28	39	60	4	36	40	79	28	41
ENSDARG00000056986	32	8	27	17	2	22	26	25	8	11	11	22	34	2	11
ENSDARG00000056995	17	10	58	6	8	2	8	1	3	0	1	4	7	0	0
ENSDARG00000056998	177	55	99	52	96	122	63	59	77	33	94	205	122	18	35
ENSDARG00000057000	129	10	62	42	75	74	26	42	15	16	66	192	94	22	34
ENSDARG00000057004	1	1	0	0	6	1	3	0	1	0	1	1	4	0	0
ENSDARG00000057006	25	9	17	3	2	13	8	1	12	5	6	26	9	3	3
ENSDARG00000057007	730	119	424	188	328	406	223	197	182	104	288	383	494	125	205
ENSDARG00000057010	353	29	75	56	88	99	82	36	86	24	42	131	179	73	75
ENSDARG00000057011	35	4	4	0	12	2	32	0	0	0	1	8	16	0	7
ENSDARG00000057013	303	120	184	48	113	180	90	100	58	30	138	315	282	96	97
ENSDARG00000057016	140	23	141	45	80	119	46	41	38	31	81	157	85	24	72
