gene.id	mod.name	b	c	d	e	f	SDres	AIC.model	lof.p	ctrl.mod	ctrl.mean	adv.incr	bmd	bmdl	bmdu	bmr	conv.pass	hd.pass	CI.pass	ld.pass	all.pass
100000085	Exp4	0.000149638061536173	1.82562835699547		4.34609361686881		1.97127252045858	67.58	0.254236881279924	4.34609361686881	7.26101743183618	TRUE				9.23228995229477	FALSE				FALSE
100000501	Exp3	-9.0455316615074e-07		0.184846915704618	5.18654577604349		1.38576329711407	57.01	0.225713888623366	5.18654577604349	4.7108203492757	FALSE	13772.8017689962		109412.404703632	3.32505705216164	FALSE	TRUE			FALSE
100000683	Poly2	4.47608962896875	3.34039624264894e-06	-3.15135230546455e-13			1.59880284261617	61.3	0.210477815560814	4.47608962896875	6.29578284999686	TRUE	1147632.84061005	845423.224840523	1473669.87472132	7.89458569261303	TRUE	TRUE	TRUE	TRUE	TRUE
100001080	Exp2	8.40588958006337e-08			2.20644025119454		1.33577368457857	55.11	0.363644534014231	2.20644025119454	1.9034654272181	TRUE	4567725.80872393	2064865.21897865	7742626.71835799	3.23923911179667	TRUE	TRUE	TRUE	TRUE	TRUE
100001422	Poly2	4.81265685534689	-2.76698855369156e-06	2.95577766252133e-13			1.65957912031276	62.42	0.155349992829224	4.81265685534689	5.81035602282662	FALSE	245652.11170079		583047.379476382	4.15077690251386	FALSE	TRUE			FALSE
100001828	Poly2	5.27647035290641	-2.94458990533073e-06	3.10656525888537e-13			1.39429130054249	57.19	0.12708815516567	5.27647035290641	7.26101743183618	TRUE	10513158.4307895	10310320.1909766	10709102.5066265	8.65530873237867	TRUE	FALSE	TRUE	TRUE	FALSE
100002086	Exp4	2.56752172681023e-05	0.500488533521119		6.4797771098988		1.43238652845351	58	0.360830452871253	6.4797771098988	6.54732161699283	FALSE	21328.6456551546	5864.28829280396	38668.3075868845	5.11493508853932	TRUE	TRUE	TRUE	TRUE	TRUE
100002113	Poly2	2.50404974706615	3.69401442781063e-06	-3.81800444222994e-13			1.42225052419406	57.79	0.169515277285164	2.50404974706615	1.9034654272181	FALSE	10194933.466229	10013611.0782636	10370311.2731403	0.48121490302404	TRUE	FALSE	TRUE	TRUE	FALSE
100002293	Poly2	4.6679033776052	-2.21423420110753e-06	2.35506948056439e-13			1.75943008797594	64.17	0.104095184596045	4.6679033776052	1.9034654272181	TRUE	478207.87576151	46726.8482194718	959169.517107831	3.66289551519404	TRUE	TRUE	TRUE	TRUE	TRUE
100002730	Exp4	5.96065415172378e-06	0.405138620545852		5.66905848350083		1.54882339257831	60.35	0.267166282091476	5.66905848350083	7.03274844416307	FALSE	9472.55757205282		60198.8291732645	5.48392505158475	FALSE	TRUE			FALSE
100002785	Exp4	4.03788786866806e-05	0.470693787446441		5.62129279262168		1.47571272998153	58.9	0.506448814980884	5.62129279262168	6.54732161699283	FALSE	5058.40786116815		14993.1342086112	5.0716088870113	FALSE	TRUE			FALSE
100003066	Poly2	2.84889726666794	3.56383284649588e-06	-3.43975372877917e-13			1.83257234665816	65.39	0.164810325149584	2.84889726666794	5.60390514535919	TRUE	1506235.98046938	1151645.37581375	1898979.26908345	7.43647749201735	TRUE	TRUE	TRUE	TRUE	TRUE
100003805	Exp4	0.000126964794678743	1.43050749009303		5.39602718500872		0.660092689029442	34.76	0.633144827486542	5.39602718500872	4.7108203492757	TRUE				5.37091303830515	FALSE				FALSE
100003846	Lin	2.80421520364767e-07		3.01078433650984			1.44545521050689	57.47	0.261047890051128	3.01078433650984	1.9034654272181	TRUE	1205814.38019901	762216.731985249	3117923.88058357	3.34892063772499	TRUE	TRUE	TRUE	TRUE	TRUE
100003999	Exp4	0.000547370586209575	2.14047931914477		3.49972549148314		1.1811014000642	52.21	0.403946138246441	3.49972549148314	3.48842792793926	TRUE	633.652953677632	404.111708450223	951.825821411489	4.66952932800345	TRUE	TRUE	TRUE	TRUE	TRUE
100004555	Poly2	7.74565164710346	-5.20379926200461e-06	5.05078506999593e-13			1.64259964806107	62.11	0.632167790321586	7.74565164710346	7.11291879284705	FALSE	457565.468816116	283193.230245259	638677.109194044	5.47031914478598	TRUE	TRUE	TRUE	TRUE	TRUE
100004744	Exp4	0.00267573521896584	3.38795991038205		1.9034654272181		0.843695459138271	42.12	0.946397544240246	1.9034654272181	1.9034654272181	TRUE	76.7349378933656	59.0374701044967	98.1922042530024	2.74716088635637	TRUE	TRUE	TRUE	FALSE	TRUE
100005886	Exp4	0.000342270163818249	2.20506165942019		2.74487242713248		1.29483735065117	54.97	0.337586953300562	2.74487242713248	3.48842792793926	TRUE	2798.26378255642	1799.59647354553	4951.39309193999	4.78326527859042	TRUE	TRUE	TRUE	TRUE	TRUE
100005958	Poly2	4.17007481219865	-2.96300502626954e-06	2.96779443641462e-13			1.67246981038581	62.65	0.106982676939883	4.17007481219865	5.60390514535919	FALSE	81200.0914706591		384779.29910407	3.93143533497338	FALSE	TRUE			FALSE
100006053	Lin	2.49877800345737e-07		3.41217321654247			2.14100234318525	69.26	0.172592744338062	3.41217321654247	1.9034654272181	TRUE	2530415.06437115	1351601.16309154		4.04446777040335	FALSE	TRUE		TRUE	FALSE
100006246	Poly2	4.46903687493359	-3.17596523913213e-06	3.29304331196936e-13			1.44695073084817	58.3	0.325167168351142	4.46903687493359	6.94785954657655	FALSE	9959104.23077068	9734928.23785039	10173888.8060922	5.50090881572838	TRUE	TRUE	TRUE	TRUE	TRUE
