	C10	C7	C8	C9	C4	C5	C6	C1	C2	C3	B11	B12	B7	B8	B9
100000006	0	10	1	0	15	0	0	0	0	0	0	0	19	0	14
100000009	40	53	114	6	2	16	22	11	38	22	8	35	61	11	20
100000026	7	19	19	0	0	23	3	9	11	1	7	1	42	8	13
100000044	2	29	31	12	5	0	1	3	8	10	0	19	11	10	0
100000073	65	85	137	39	23	8	35	78	69	45	22	60	279	56	59
100000079	61	212	124	36	64	45	74	147	122	61	48	129	230	65	82
100000083	18	32	27	12	8	13	26	62	56	28	23	45	63	14	62
100000085	20	50	0	0	60	3	48	57	22	25	66	65	63	34	33
100000094	4	22	40	25	0	11	23	17	5	33	6	5	59	3	26
100000095	4	4	10	0	5	0	0	0	0	5	6	6	14	0	6
100000097	0	10	9	2	0	0	4	15	0	5	0	6	6	11	7
100000101	3	34	23	0	15	12	13	4	27	2	5	9	53	4	5
100000104	0	17	15	1	0	0	29	0	2	4	0	0	19	24	3
100000119	10	23	75	9	16	26	46	57	8	23	6	4	32	4	32
100000122	40	66	84	10	43	7	45	92	38	39	23	19	65	25	66
100000125	103	317	303	44	91	101	161	185	181	120	91	186	367	80	157
100000126	15	8	8	0	12	0	5	33	21	3	0	8	20	5	8
100000131	25	17	46	1	0	9	14	55	21	32	14	16	50	19	35
100000132	3	18	1	0	2	0	0	0	3	0	3	0	5	0	8
100000133	9	15	26	10	16	7	31	5	2	9	8	13	21	2	32
100000135	55	19	40	7	26	7	37	32	26	17	34	16	92	26	62
100000140	1	3	2	0	12	0	2	4	0	0	0	2	0	0	0
100000148	4	19	7	3	3	3	0	6	0	0	1	14	2	0	6
100000151	53	101	109	37	46	13	77	120	98	86	61	52	173	37	74
100000156	0	0	9	12	12	0	7	3	0	8	7	11	0	4	1
100000160	127	283	205	59	141	120	182	237	129	176	71	146	274	77	131
100000165	207	325	357	148	171	68	145	347	134	180	119	250	315	157	239
100000175	138	720	392	63	200	151	128	398	169	143	109	122	537	215	252
100000190	68	91	97	49	41	2	80	144	77	36	50	111	163	44	75
100000199	3	2	0	0	4	1	18	2	0	0	0	0	0	8	0
100000219	0	11	8	16	2	10	28	21	0	10	0	0	12	1	41
100000223	61	110	50	19	31	21	85	56	14	45	39	42	101	23	37
100000230	248	436	399	131	318	140	372	573	406	334	239	516	902	146	620
100000242	70	39	74	19	26	23	27	54	58	15	63	50	189	29	35
100000252	222	725	354	83	116	111	190	477	197	193	157	258	719	102	324
100000256	166	570	519	94	102	130	97	349	144	160	136	144	860	145	274
100000277	23	76	114	7	22	21	82	84	33	20	25	53	92	38	91
100000303	57	106	80	29	112	18	110	87	21	65	91	65	133	36	82
100000322	8	2	4	16	0	0	0	10	18	7	0	26	16	0	7
100000325	6	44	9	3	3	13	16	22	1	14	0	34	46	10	29
100000326	6	21	5	20	12	7	0	27	11	11	3	10	21	16	35
100000333	17	6	28	25	2	0	10	3	1	0	0	6	10	0	7
100000341	77	252	236	61	144	56	154	299	162	130	119	143	352	102	226
100000342	104	284	627	96	155	97	147	383	147	178	124	153	459	95	236
100000352	0	5	12	0	0	3	0	4	0	1	1	4	10	0	5
100000353	62	137	154	38	70	45	68	68	100	84	62	107	198	59	24
100000374	27	58	151	39	12	5	43	62	67	35	25	28	83	31	27
100000381	1	0	16	0	6	7	8	0	9	1	1	0	5	2	2
100000389	0	0	2	0	0	0	7	6	2	0	0	0	26	6	0
100000398	11	39	33	13	10	0	11	43	26	11	9	23	32	6	13
100000399	5	5	17	2	9	19	0	38	11	7	3	12	36	0	19
100000415	25	50	61	0	14	4	46	87	60	21	24	94	62	52	15
100000433	4	24	33	0	6	0	4	16	2	6	8	7	28	11	11
100000463	2	3	3	0	3	0	0	5	3	0	0	0	4	0	3
100000471	145	345	343	62	131	77	93	226	115	120	117	201	355	85	201
100000478	11	39	62	13	0	1	1	6	7	3	18	2	25	4	23
100000479	31	33	35	1	3	12	6	23	8	20	1	20	48	12	17
100000492	77	166	123	67	41	29	81	140	78	46	33	95	129	34	66
100000500	18	16	30	0	13	3	13	44	6	5	17	23	54	11	32
100000501	3	11	19	0	1	0	2	0	0	0	2	0	0	0	0
100000502	9	20	7	0	7	0	1	7	15	18	3	11	16	10	12
100000517	403	815	909	246	277	174	313	651	677	399	244	371	952	238	524
100000526	109	181	159	72	103	61	119	158	134	83	103	88	189	39	143
100000527	1	33	15	1	25	9	4	10	0	8	4	0	10	0	6
100000537	21	118	36	34	35	27	38	61	53	22	40	19	98	1	43
100000539	1	0	17	2	0	4	8	5	0	3	4	16	16	0	7
100000558	0	4	16	0	0	0	0	10	6	0	0	1	11	5	2
100000559	3	1	17	1	0	4	5	8	19	0	15	3	4	1	9
100000570	19	25	22	24	14	25	2	43	46	5	38	19	56	6	35
100000574	0	33	2	1	2	0	3	13	2	14	0	29	14	6	6
100000576	17	25	26	18	27	0	29	74	2	24	15	34	65	33	26
100000577	42	25	28	16	20	5	32	20	25	13	28	16	94	4	29
100000597	166	138	99	87	40	20	84	284	128	50	54	165	205	148	75
100000615	131	304	231	91	93	67	110	151	138	63	34	55	257	23	149
100000629	13	11	21	17	11	15	51	17	19	12	6	23	62	16	19
100000640	0	13	10	0	0	39	0	25	10	0	0	0	5	0	4
100000646	6	2	6	6	12	0	0	4	1	3	3	10	2	0	1
100000647	10	6	14	27	0	8	27	23	1	19	4	2	36	1	9
100000651	20	16	11	2	3	14	8	19	28	10	17	22	38	12	21
100000654	38	99	90	5	18	9	29	52	43	25	29	57	115	14	53
100000656	0	16	0	2	0	0	17	6	7	0	1	13	16	13	7
100000660	13	19	44	28	2	3	18	14	7	15	3	1	15	1	18
100000665	60	106	181	47	84	31	80	140	94	83	51	94	283	24	121
100000675	12	0	0	6	8	7	0	6	0	0	0	0	4	2	10
100000683	10	1	6	0	10	0	22	2	9	3	14	52	46	9	11
100000687	82	69	55	16	53	10	25	126	53	27	37	78	154	16	57
100000688	37	40	50	18	5	1	24	35	16	18	27	30	71	7	10
100000702	3	18	13	5	5	15	8	24	1	5	19	9	9	7	4
100000709	41	101	42	31	76	59	34	119	61	30	28	83	181	54	75
100000710	5	46	1	1	15	0	13	10	22	10	8	30	37	0	18
100000711	12	56	65	21	19	4	43	49	2	13	31	16	38	29	44
100000713	24	22	48	1	7	2	11	22	7	6	14	26	8	19	9
100000715	10	26	48	0	39	8	17	18	18	42	15	29	84	23	37
100000720	34	68	50	21	20	19	29	68	44	25	13	56	112	33	63
100000724	7	9	23	0	9	3	0	6	15	6	3	5	18	1	46
100000768	12	6	3	4	23	2	11	16	17	6	27	3	6	0	3
100000769	27	48	78	6	4	23	15	26	25	21	8	28	38	26	37
100000771	0	0	13	0	11	4	0	0	0	9	0	0	0	0	5
100000775	961	2447	2152	460	919	497	1004	2169	1274	770	954	1265	2871	745	1558
100000787	25	78	108	8	25	19	23	58	34	18	48	39	141	14	59
100000797	39	127	142	103	11	24	23	111	38	41	49	19	135	29	152
100000800	37	20	11	4	9	5	10	8	8	3	0	27	22	0	8
100000808	42	129	166	23	29	13	140	44	99	60	98	114	191	32	110
100000823	168	374	502	96	92	90	126	342	124	121	109	187	376	64	234
100000836	4	18	32	14	1	0	0	13	0	5	16	16	11	0	22
100000842	6	5	7	4	0	0	9	13	13	0	3	0	9	3	24
100000844	60	103	181	29	28	13	40	113	44	84	47	33	156	28	113
100000849	4	0	12	2	0	0	0	0	1	0	8	0	35	0	0
100000855	6	51	0	3	2	17	34	7	2	11	2	11	33	2	1
100000857	0	3	4	1	5	0	13	36	6	0	4	2	1	0	0
100000859	0	34	11	1	4	1	20	22	29	30	21	10	47	2	9
100000862	0	10	2	0	3	0	4	10	0	4	0	11	22	0	0
100000883	12	11	35	3	8	5	10	13	0	11	25	0	16	24	10
100000884	12	11	6	0	14	0	0	25	0	12	25	3	16	0	6
100000886	13	12	19	0	0	8	7	9	12	23	1	2	10	4	9
100000896	31	49	44	2	1	21	13	66	27	6	10	12	63	9	19
100000923	10	3	8	2	11	2	3	13	4	17	7	17	11	3	1
100000931	76	144	153	67	50	38	30	168	48	59	15	49	211	89	137
100000934	2	47	17	0	4	0	2	0	6	0	6	7	22	5	0
100000935	2	14	0	0	6	5	7	0	0	0	0	2	0	0	0
100000938	3	4	13	0	8	0	20	23	19	0	4	28	19	0	4
100000948	43	7	1	1	5	9	20	12	0	8	0	2	5	0	10
100000949	103	124	353	45	33	30	56	101	32	32	82	80	160	44	123
100000956	20	43	29	23	52	6	10	88	17	34	30	59	96	17	49
100000962	9	11	27	6	2	5	5	30	5	3	7	11	48	4	14
100000981	11	26	26	10	11	11	1	32	0	3	0	15	53	1	2
100000984	0	0	6	0	5	4	0	0	0	0	0	5	3	0	22
100000992	2	16	12	8	3	3	2	3	12	12	8	1	19	2	25
100001004	5	13	9	0	1	0	2	6	7	5	16	1	11	30	3
100001019	15	14	18	4	18	0	15	32	0	4	7	18	18	22	45
100001029	0	14	32	1	0	10	0	5	15	1	8	2	2	0	12
100001035	23	23	16	7	4	2	9	12	2	0	0	6	16	6	1
100001080	0	15	0	1	0	0	0	0	0	0	0	0	19	4	4
100001092	46	24	2	3	0	4	2	19	3	1	4	31	41	13	15
100001114	185	481	536	85	246	99	285	426	182	173	185	138	512	114	306
100001116	9	37	39	6	3	2	0	35	3	10	13	47	48	8	12
100001119	77	219	153	55	80	20	40	220	200	101	57	69	142	96	137
100001127	10	1	28	0	8	17	4	2	16	0	10	0	13	0	5
100001129	255	626	555	169	339	155	273	412	221	253	197	311	708	201	415
100001136	3	21	35	2	14	12	13	20	17	35	7	9	33	11	5
100001167	7	3	8	3	0	3	0	9	0	4	0	1	7	0	0
100001168	101	288	383	102	96	80	173	250	173	176	113	152	434	145	279
100001169	7	7	7	8	12	16	2	32	22	0	7	3	20	0	28
100001171	7	26	25	20	8	9	10	12	13	31	7	4	16	0	0
100001188	7	26	12	2	19	6	16	14	40	7	3	2	17	11	2
100001198	50	82	99	54	17	18	67	101	61	52	41	65	197	12	78
100001219	1	128	71	36	51	17	91	93	35	29	20	38	134	16	108
100001221	47	42	44	43	42	21	61	72	24	74	10	52	79	3	91
100001229	4	3	7	0	0	1	4	6	0	0	0	0	0	1	6
100001239	0	5	0	6	0	8	0	0	0	0	12	0	6	1	3
100001241	25	63	103	21	23	15	25	30	54	19	52	67	92	5	46
100001249	28	76	73	15	53	61	34	64	14	50	52	34	40	2	27
100001260	54	125	42	16	19	10	48	150	72	38	23	55	219	50	90
100001267	260	692	701	86	120	80	116	335	220	124	174	193	793	66	345
100001285	18	68	84	43	67	37	53	133	59	18	44	99	77	55	93
100001293	14	127	28	11	3	4	9	59	2	7	1	32	99	41	19
100001297	21	125	136	26	34	11	61	178	77	66	18	78	89	34	130
100001302	0	12	0	0	0	0	0	4	0	1	16	0	11	0	5
100001306	0	2	0	0	8	0	0	5	0	0	0	6	2	0	3
100001316	15	32	40	0	18	2	15	38	10	9	21	8	52	0	6
100001321	11	32	37	0	22	12	33	15	11	5	9	20	0	13	43
100001340	5	0	7	0	1	5	0	6	1	3	0	7	17	0	0
100001344	8	4	23	1	0	8	4	19	7	0	1	3	4	0	6
100001360	0	13	30	0	4	0	33	1	2	2	0	8	26	5	18
100001408	16	20	17	0	3	4	16	11	0	12	0	4	37	14	9
100001416	9	10	8	0	9	9	3	0	13	5	9	20	3	0	17
100001417	31	89	67	28	33	6	51	85	41	9	25	62	199	54	59
100001421	78	157	117	28	66	25	105	160	50	71	75	90	261	58	155
100001422	7	15	23	10	3	0	2	0	2	6	0	1	37	28	9
100001423	2	5	6	0	0	0	4	2	2	8	0	13	48	10	2
100001424	7	5	17	20	11	0	22	36	9	20	18	48	10	5	1
100001425	11	20	28	5	5	0	18	10	17	4	4	15	24	4	14
100001432	0	16	0	3	11	0	0	16	0	13	0	1	0	0	0
100001442	0	2	10	0	0	0	1	0	0	2	7	3	0	0	8
100001484	14	0	19	0	7	1	0	4	6	10	0	0	12	1	0
100001485	0	0	0	0	3	0	0	0	18	1	0	7	3	0	4
100001490	151	110	155	33	35	31	35	112	161	38	38	123	205	35	39
100001518	18	64	52	36	66	35	13	49	23	64	22	45	95	8	56
100001530	0	17	40	6	0	6	9	4	8	0	6	7	6	0	10
100001531	19	76	343	21	36	0	17	72	141	95	17	8	242	5	45
100001532	70	271	103	7	65	25	83	289	73	66	74	91	220	51	152
100001537	12	25	41	0	1	3	9	0	2	0	21	7	84	0	1
100001552	15	18	5	16	0	1	0	7	11	3	7	11	23	14	20
100001558	14	22	44	1	4	0	28	51	4	8	2	8	68	10	8
100001581	0	24	6	6	0	0	1	8	5	0	0	7	4	0	22
100001584	5	54	17	12	31	14	3	30	26	23	12	21	68	6	30
100001586	16	23	13	10	0	0	5	10	6	4	6	0	20	1	0
100001603	89	133	60	17	8	11	7	48	5	26	4	13	133	30	3
100001615	94	70	130	29	67	19	60	62	32	72	35	36	115	26	56
100001620	0	15	5	15	2	7	23	4	5	0	18	5	19	0	8
100001628	44	45	8	6	33	19	23	0	3	6	43	42	13	8	29
100001629	34	49	83	2	37	24	33	52	34	5	29	75	75	28	31
100001643	56	257	145	77	88	44	67	125	52	47	10	37	128	6	23
100001644	51	115	204	17	103	20	66	140	87	45	45	16	109	10	41
100001648	9	31	25	9	19	6	8	34	21	11	17	31	54	13	20
100001650	21	19	16	8	29	0	1	24	21	2	2	1	31	10	13
100001663	0	3	4	0	0	1	0	4	0	6	0	0	22	0	0
100001665	37	130	84	38	43	7	50	122	35	27	20	85	143	26	66
100001681	38	77	97	6	0	8	33	28	57	21	33	61	69	20	19
100001684	39845	74384	60821	21928	41937	18476	43628	85827	49215	38013	39478	56543	130920	30107	72103
100001692	7	10	2	0	0	0	0	17	1	5	2	0	1	0	19
100001699	70	206	161	69	53	20	56	111	46	26	33	67	197	45	124
100001725	8	49	46	4	22	10	24	51	13	17	25	30	142	36	50
100001748	7	50	22	34	9	26	3	40	43	13	0	8	60	2	37
100001751	3	25	18	0	13	1	0	7	17	3	15	16	17	0	6
100001767	9	27	21	7	16	2	0	9	7	19	10	15	9	0	1
100001781	1	26	46	6	4	0	12	10	4	6	23	20	12	0	12
100001805	112	34	88	4	12	49	19	81	30	43	22	71	235	65	75
100001810	14	131	45	46	37	50	24	44	31	23	28	33	137	28	42
100001826	0	2	1	0	0	4	1	12	9	7	6	0	3	6	1
100001828	20	15	40	0	1	1	2	16	6	9	0	1	35	11	37
100001836	20	10	5	6	7	3	4	29	5	10	9	7	9	7	36
100001838	9	3	4	1	5	0	7	0	7	0	10	0	23	15	3
100001845	19	14	48	3	7	9	6	31	49	32	23	26	43	8	22
100001853	109	160	335	49	72	196	86	1679	106	132	87	110	276	65	131
100001877	4	5	0	3	16	1	12	13	12	19	17	9	28	0	0
100001879	206	395	349	118	127	80	128	251	262	138	149	262	379	103	260
100001880	6	28	16	1	6	0	13	28	0	17	60	25	84	24	83
100001887	134	350	276	86	94	45	70	165	78	86	54	101	299	70	172
100001896	24	63	35	22	36	16	67	81	70	26	41	55	102	21	56
100001904	27	23	36	11	35	23	30	34	19	21	42	50	89	18	44
100001905	6	20	0	1	1	3	0	11	14	1	0	3	22	0	8
100001906	91	194	210	15	28	20	87	174	140	68	47	70	302	50	118
100001914	86	196	123	68	76	31	76	145	98	46	76	138	214	65	95
100001920	3	85	60	2	12	0	0	41	4	95	8	12	154	49	8
100001934	6	7	1	1	6	0	0	1	5	0	4	0	12	0	3
100001936	16	64	44	4	5	3	39	33	5	10	9	71	79	12	22
100001940	80	145	125	38	51	23	67	80	90	57	49	50	184	19	106
100001978	2	9	10	0	5	2	7	14	0	10	6	12	7	8	5
100001980	25	74	22	12	20	1	22	23	23	33	31	13	35	12	51
100001989	0	21	25	10	0	0	0	0	0	2	13	0	24	0	0
100001991	0	32	36	0	1	9	6	6	1	0	1	0	17	3	8
100002007	174	646	432	116	247	112	232	503	275	190	216	297	705	174	300
100002010	48	308	85	10	31	19	39	193	34	24	42	175	560	43	137
100002012	0	31	90	13	30	0	31	65	41	8	37	10	42	7	44
100002015	48	0	22	0	12	0	0	3	0	25	0	37	67	0	14
100002020	0	13	12	0	9	0	0	1	6	0	7	0	0	0	0
100002026	22	140	83	216	70	88	172	32	54	241	14	43	125	218	72
100002034	665	1047	1132	204	298	385	500	1099	725	349	629	688	2086	238	1124
100002035	3	25	24	13	19	0	10	32	22	0	4	5	32	0	27
100002038	0	0	5	1	0	0	0	0	23	0	0	0	6	3	16
100002040	49	161	118	51	83	12	117	99	28	100	126	113	147	11	144
100002059	8	29	29	0	16	0	10	15	18	17	7	1	78	23	14
100002060	8	13	2	8	0	0	1	5	0	0	2	3	5	18	3
100002065	7	14	14	3	3	6	13	21	0	1	14	10	21	1	2
100002072	77	226	184	64	83	43	129	236	68	115	87	155	292	69	168
100002086	12	20	22	13	5	1	14	3	8	0	0	0	5	0	15
100002095	1	21	13	11	9	0	10	33	20	14	21	5	23	7	19
100002104	0	4	2	0	0	2	0	11	1	2	14	2	5	3	2
100002108	3	4	8	0	7	0	0	20	6	9	17	8	13	3	1
100002110	12	11	21	19	11	18	1	7	0	7	7	12	21	0	7
100002113	0	5	1	0	7	0	0	0	0	0	5	17	0	0	0
100002125	4	0	10	11	41	1	2	5	0	0	0	0	0	0	1
100002129	43	45	104	58	98	34	106	163	106	88	37	53	388	22	237
100002134	11	8	20	3	9	1	4	9	9	17	1	1	8	1	10
100002136	4	8	17	4	60	20	6	10	5	2	20	5	39	0	13
100002155	94	290	218	57	99	45	153	217	102	79	135	178	556	155	326
100002175	23	18	11	0	3	9	0	0	17	7	1	15	11	3	2
100002182	4	8	0	0	6	4	27	21	2	4	17	19	7	3	9
100002184	9	10	5	3	5	7	49	24	0	21	19	30	61	10	23
100002190	62	86	60	12	34	19	15	69	50	16	25	59	84	24	15
100002194	29	49	66	10	37	14	52	75	27	20	23	19	152	2	44
100002197	33	29	41	17	9	8	26	22	21	17	18	17	49	11	19
100002200	1	16	7	0	9	0	1	0	0	8	0	0	11	0	10
100002201	0	28	2	0	0	0	4	10	14	0	0	0	13	0	7
100002203	31	7	15	16	0	5	0	8	4	7	10	12	36	23	9
100002220	52	123	54	33	15	17	22	61	5	42	35	48	84	31	104
100002223	0	37	2	3	11	2	0	26	33	0	29	1	16	17	14
100002225	39	142	108	33	66	21	30	130	33	54	30	58	142	56	125
100002227	33	161	122	53	63	14	54	142	71	56	71	69	200	24	100
100002236	41	81	98	11	42	8	52	54	37	73	62	43	156	42	72
100002256	18	13	15	3	1	2	2	24	10	26	7	4	5	0	72
100002257	6	1	12	0	7	0	0	4	1	0	5	4	8	0	7
100002261	79	140	90	23	89	15	52	83	92	56	32	59	141	24	138
100002263	41	162	71	12	58	41	89	96	54	26	81	108	258	16	77
100002266	10	20	17	9	0	0	0	2	1	0	0	0	17	7	25
100002268	5	38	6	7	0	0	0	4	16	6	0	8	0	6	0
100002269	518	768	856	219	308	107	316	730	498	331	343	399	1220	237	569
100002270	5	1	14	0	1	0	0	0	1	23	0	10	29	22	12
100002272	5	3	6	0	6	0	0	0	0	0	0	0	3	0	0
100002292	47	80	42	19	69	18	44	132	53	46	34	34	148	64	58
100002293	0	1	17	0	8	7	4	25	9	1	0	1	40	12	5
100002302	61	171	182	36	135	27	51	143	84	119	81	120	215	90	140
100002307	3	34	14	12	8	0	0	16	0	5	10	31	14	0	15
100002318	10	31	45	19	13	8	14	48	17	5	61	23	57	16	42
100002322	1	29	8	10	0	0	18	17	27	33	6	8	31	20	18
100002334	0	0	0	0	0	7	0	0	0	26	3	19	4	5	0
100002342	38	8	28	0	5	0	5	3	8	20	0	0	37	0	27
100002364	48	97	138	15	87	10	71	20	21	19	23	34	75	16	42
100002370	0	0	0	24	23	0	0	0	0	0	0	46	0	30	0
100002371	0	9	15	0	1	10	0	18	0	1	0	2	6	12	2
100002384	13	0	4	1	0	2	0	3	0	0	0	2	1	9	1
100002391	8	24	46	8	7	43	2	24	6	8	10	13	31	4	12
100002393	6	53	55	5	57	26	20	71	58	8	23	28	67	14	20
100002400	26	45	88	25	37	13	3	33	26	2	5	42	31	0	24
100002407	35	282	17	0	0	0	47	180	0	113	81	110	271	0	184
100002427	1	14	17	2	15	7	10	18	9	7	12	23	19	6	19
100002437	2	3	0	0	0	0	7	0	4	1	0	5	17	10	4
100002445	32	59	89	58	31	32	56	72	25	7	26	35	117	39	55
100002448	15	29	42	7	49	34	49	60	35	32	24	29	69	9	24
100002454	110	194	195	58	68	128	44	201	126	97	107	386	519	190	161
100002455	8	9	14	9	2	6	10	15	3	0	12	3	51	0	9
100002460	13	12	9	0	20	0	35	4	73	4	2	11	12	0	10
100002463	52	118	91	2	73	18	47	104	84	40	44	69	142	27	88
100002502	0	0	19	0	1	0	3	15	0	3	0	8	2	1	0
100002505	128	273	316	123	122	67	107	215	201	166	176	69	372	34	204
100002513	0	4	9	0	11	0	0	6	15	1	15	3	4	0	5
100002532	0	15	2	4	0	1	11	2	4	1	0	0	4	0	19
100002535	1	0	0	0	10	0	11	12	12	0	2	19	2	5	0
100002536	13	14	17	0	11	5	2	5	0	0	0	3	28	5	1
100002565	12	13	19	2	11	0	20	15	34	13	8	12	86	0	43
100002601	11	26	41	0	22	1	1	12	24	7	4	4	45	12	46
100002610	53	122	284	68	48	8	50	103	29	23	35	115	173	23	97
100002625	118	456	245	87	88	66	130	175	142	143	154	209	291	70	227
100002630	22	85	267	17	37	15	35	80	71	27	38	60	143	47	131
100002633	1	47	26	0	10	0	7	14	8	4	0	10	34	24	17
100002665	1	4	7	0	0	0	0	6	0	0	0	2	9	0	0
100002675	0	8	2	9	0	8	0	1	3	14	2	14	6	13	19
100002676	0	12	25	4	3	1	4	51	8	0	1	4	3	2	0
100002679	221	389	375	55	104	118	160	344	166	192	164	196	522	71	176
100002680	74	17	45	16	70	18	22	21	12	11	18	8	49	41	49
100002689	207	123	55	26	22	30	24	86	21	47	25	85	99	18	109
100002706	10	87	24	2	29	5	27	22	13	4	9	18	128	0	29
100002730	17	10	13	0	9	7	10	8	6	0	0	0	9	0	0
100002736	5	54	79	7	4	4	13	33	3	0	15	28	16	1	28
100002737	25	20	50	22	23	0	35	45	28	25	9	21	43	6	40
100002738	6	37	22	17	5	2	33	20	34	7	0	21	38	23	38
100002756	187	670	377	163	175	178	402	391	346	264	167	350	723	151	493
100002762	201	734	546	142	271	184	384	541	321	275	158	345	568	130	398
100002785	12	6	12	3	12	0	4	0	3	0	0	0	18	0	1
100002786	3	0	0	7	0	0	0	0	0	1	0	11	0	0	28
100002791	8	11	30	0	2	4	19	11	6	9	2	12	32	24	5
100002795	18	55	68	6	28	14	7	86	9	17	18	33	42	17	20
100002802	89	102	134	16	40	3	69	135	48	44	33	53	244	100	59
100002812	55	13	13	0	2	8	22	1	54	2	0	15	25	0	14
100002814	17	30	36	10	1	0	1	16	26	11	12	18	24	1	54
100002821	0	1	0	8	1	0	8	4	0	4	7	6	1	1	6
100002825	19	44	3	0	4	2	4	18	20	12	11	11	36	24	0
100002838	2	18	20	7	35	0	0	8	2	1	20	6	12	0	3
100002865	4	16	19	14	23	0	9	19	0	0	3	49	0	25	0
100002872	206	319	248	114	137	129	190	387	160	165	111	207	491	75	232
100002875	31	66	48	14	17	6	119	33	34	47	30	51	39	18	30
100002876	31	49	75	14	8	6	15	67	44	21	15	28	82	1	62
100002878	6	5	20	13	3	4	11	2	10	14	2	2	15	7	13
100002885	13	16	41	13	0	11	55	21	7	12	10	18	31	19	19
100002901	2	6	4	0	2	0	2	1	1	4	0	0	0	0	1
100002904	0	15	1	0	5	4	8	19	15	1	0	10	23	12	10
100002907	0	0	3	0	0	0	8	25	0	0	0	3	0	6	2
100002916	1	20	17	6	20	11	16	34	14	8	0	8	11	5	3
100002917	1	0	0	0	0	0	10	0	0	0	2	7	11	0	2
100002919	39	96	92	1	10	9	23	60	8	4	12	1	56	10	50
100002920	0	3	0	0	2	0	4	2	0	0	0	0	6	0	6
100002928	66	435	194	60	118	58	152	284	187	200	169	187	470	109	338
100002938	29	108	130	47	50	2	105	122	40	36	46	53	194	40	123
100002945	14	34	51	20	43	19	36	57	40	28	22	34	67	21	70
100002948	3	5	1	0	0	5	0	15	2	5	6	7	9	9	15
100002956	32	81	90	23	25	20	47	67	29	10	21	85	42	34	33
100002967	28	19	53	20	15	22	12	21	26	9	4	26	23	16	37
100002993	15	5	28	0	0	13	10	11	23	10	1	13	41	0	6
100003007	77	142	124	1	16	22	35	83	21	19	46	32	89	32	19
100003014	2	0	8	0	0	0	0	8	7	2	2	1	2	0	5
100003020	0	15	6	0	2	1	0	6	12	0	0	0	0	0	1
100003026	260	454	473	143	200	87	191	511	281	143	199	233	441	89	343
100003029	0	0	0	0	0	0	2	5	5	8	0	15	0	1	0
100003036	53	144	112	11	229	14	73	134	70	56	38	78	478	50	86
100003037	1	44	36	32	13	2	18	9	22	14	17	12	20	17	46
100003048	76	128	96	83	27	31	42	136	51	44	54	28	253	23	100
100003049	23	80	73	13	104	40	25	67	79	20	3	21	86	4	48
100003064	20	8	0	0	0	0	0	0	9	8	0	0	7	5	5
100003066	6	0	0	0	0	4	1	9	0	0	6	16	8	0	10
100003080	6	26	28	11	19	9	23	21	2	1	5	14	25	19	16
100003089	0	4	1	0	0	0	0	8	0	2	16	0	0	0	2
100003100	5	4	10	0	2	0	0	11	38	0	1	0	28	1	5
100003103	146	243	168	95	113	52	159	278	135	122	183	134	203	73	112
100003113	6	33	37	0	11	5	13	32	30	7	18	39	55	30	28
100003123	110	311	291	86	88	64	121	187	95	116	63	118	250	67	279
100003139	12	61	84	6	1	21	13	41	39	16	14	42	38	35	11
100003142	9	100	70	12	31	8	31	65	63	19	41	19	188	38	44
100003148	2	57	8	5	36	10	21	24	44	35	24	14	78	13	49
100003157	229	342	298	22	115	94	248	152	68	197	149	73	239	29	282
100003205	5	8	6	0	12	4	2	11	2	1	0	15	21	11	9
100003206	61	44	59	14	23	2	62	59	57	37	47	6	112	39	53
100003209	0	0	5	0	0	1	1	0	0	4	0	0	0	3	7
100003220	6	12	18	29	26	4	32	29	30	23	12	42	70	7	14
100003223	36	173	173	59	109	49	82	161	119	76	99	118	415	57	193
100003238	1	27	39	4	18	3	2	19	1	19	20	31	81	5	8
100003245	284	584	678	152	259	150	224	645	467	372	265	495	904	223	578
100003254	93	278	60	77	51	30	56	82	176	92	42	166	201	52	26
100003272	233	570	650	265	197	159	262	506	296	283	192	298	679	106	486
100003275	2	22	1	0	0	0	0	6	4	0	0	0	2	1	17
100003277	9	41	21	8	3	2	35	6	7	7	13	0	19	1	22
100003278	10	33	10	0	0	2	3	11	21	16	8	2	6	3	25
100003291	21	32	17	6	10	5	10	14	30	11	20	22	53	24	39
100003313	0	19	8	6	0	11	6	20	12	15	6	14	42	11	26
100003326	0	0	23	0	1	0	1	0	0	20	12	0	11	0	0
100003329	48	146	156	29	29	17	55	102	31	44	52	48	95	20	61
100003330	6	14	3	6	3	0	1	11	15	3	36	5	2	0	7
100003333	45	88	68	14	31	30	34	56	23	34	15	58	122	23	88
100003342	39	9	52	0	29	14	34	19	17	36	18	8	24	25	27
100003353	5	40	37	14	5	8	9	11	1	8	0	10	36	0	23
100003354	100	110	132	33	51	25	44	91	97	58	69	43	152	37	67
100003363	26	62	57	9	8	2	30	40	21	30	22	41	111	4	30
100003376	7	53	18	6	30	10	26	69	12	18	26	22	45	12	16
100003383	0	18	0	0	3	0	1	11	0	0	1	0	0	0	10
100003386	11	149	99	13	37	18	16	59	28	42	13	20	42	16	37
100003387	7	2	9	0	0	0	1	8	30	0	0	7	26	3	0
100003412	36	61	61	24	18	28	1	65	18	18	13	10	99	17	93
100003413	258	681	635	351	211	129	332	537	340	304	346	464	756	164	523
100003419	2	33	13	0	20	7	3	10	6	26	1	9	60	0	17
