"","diff","lwr.ci","upr.ci","pval"
"0.1-0",17.8520409728346,-25.2339495581424,60.9380315038115,0.72182768679233
"1-0",26.0432431120101,-17.0427474189669,69.129233642987,0.386302840104286
"10-0",12.2439058759703,-30.8420846550066,55.3298964069473,0.916197140656628
"100-0",22.2116578104629,-20.874332720514,65.2976483414398,0.536386918264907
"1000-0",-22.2279768359213,-65.3139673668982,20.8580136950556,0.535740529247683
