"plate_id" "is_VC" "endpoint" "dose" "control_median" "endpoint_value_norm"
"96" "DES" 0 "b" "Dose4" 3.5876660743804 -9.97291618846501
"97" "DES" 0 "b" "Dose4" 3.5876660743804 -1.90009589165765
"98" "DES" 0 "b" "Dose4" 3.5876660743804 -4.28170026766277
"99" "DES" 0 "b" "Dose4" 3.5876660743804 2.98636992497121
"100" "DES" 0 "b" "Dose5" 3.5876660743804 12.5618613070653
"101" "DES" 0 "b" "Dose5" 3.5876660743804 -10.0011662004805
"102" "DES" 0 "b" "Dose5" 3.5876660743804 -29.6197321045601
"103" "DES" 0 "b" "Dose5" 3.5876660743804 -22.224361299621
"104" "DES" 0 "b" "Dose5" 3.5876660743804 -20.7264870384181
"105" "DES" 0 "b" "Dose5" 3.5876660743804 2.27491968073901
"106" "DES" 0 "b" "Dose5" 3.5876660743804 19.5647807107871
"107" "DES" 0 "b" "Dose5" 3.5876660743804 -58.5608059516326
"108" "DES" 0 "b" "Dose5" 3.5876660743804 1.77359497744156
"109" "DES" 1 "c" "Control" 3.77422125286498 7.37460400906547
"110" "DES" 1 "c" "Control" 3.77422125286498 8.94227474240581
"111" "DES" 1 "c" "Control" 3.77422125286498 0.479771904988624
"112" "DES" 1 "c" "Control" 3.77422125286498 0
"113" "DES" 1 "c" "Control" 3.77422125286498 -10.0868527702447
"114" "DES" 1 "c" "Control" 3.77422125286498 -4.29710308799307
"115" "DES" 1 "c" "Control" 3.77422125286498 -3.459353742074
"116" "DES" 1 "c" "Control" 3.77422125286498 10.1031058071375
"117" "DES" 1 "c" "Control" 3.77422125286498 -1.48253994397418
"118" "DES" 0 "c" "Dose1" 3.77422125286498 9.48783977890293
"119" "DES" 0 "c" "Dose1" 3.77422125286498 9.34642114337363
"120" "DES" 0 "c" "Dose1" 3.77422125286498 2.75870612671292
"121" "DES" 0 "c" "Dose1" 3.77422125286498 5.12697770144466
"122" "DES" 0 "c" "Dose1" 3.77422125286498 -0.438254941420535
"123" "DES" 0 "c" "Dose1" 3.77422125286498 1.49327104776691
"124" "DES" 0 "c" "Dose1" 3.77422125286498 -0.540562287178448
"125" "DES" 0 "c" "Dose1" 3.77422125286498 -10.0026296171221
"126" "DES" 0 "c" "Dose1" 3.77422125286498 12.5473428150275
"127" "DES" 0 "c" "Dose2" 3.77422125286498 3.90894684221452
"128" "DES" 0 "c" "Dose2" 3.77422125286498 1.6415709066719
"129" "DES" 0 "c" "Dose2" 3.77422125286498 7.89626785701034
"130" "DES" 0 "c" "Dose2" 3.77422125286498 22.2793594072014
"131" "DES" 0 "c" "Dose2" 3.77422125286498 -6.79345659761039
"132" "DES" 0 "c" "Dose2" 3.77422125286498 -4.4437063145232
"133" "DES" 0 "c" "Dose2" 3.77422125286498 2.34063191227056
"134" "DES" 0 "c" "Dose2" 3.77422125286498 -19.2738094589129
"135" "DES" 0 "c" "Dose2" 3.77422125286498 7.4571145052726
"136" "DES" 0 "c" "Dose3" 3.77422125286498 6.48480763218289
"137" "DES" 0 "c" "Dose3" 3.77422125286498 -18.8377159819772
"138" "DES" 0 "c" "Dose3" 3.77422125286498 13.34345984701
"139" "DES" 0 "c" "Dose3" 3.77422125286498 0.264693534848126
"140" "DES" 0 "c" "Dose3" 3.77422125286498 -2.31231426254173
"141" "DES" 0 "c" "Dose3" 3.77422125286498 -10.0753372378813
"142" "DES" 0 "c" "Dose3" 3.77422125286498 5.71653479757064
"143" "DES" 0 "c" "Dose3" 3.77422125286498 -11.4775714235592
"144" "DES" 0 "c" "Dose3" 3.77422125286498 -1.77410927004411
"145" "DES" 0 "c" "Dose4" 3.77422125286498 2.98124905599773
"146" "DES" 0 "c" "Dose4" 3.77422125286498 -17.122853072764
"147" "DES" 0 "c" "Dose4" 3.77422125286498 11.9787260339212
"148" "DES" 0 "c" "Dose4" 3.77422125286498 -0.170518417134824
"149" "DES" 0 "c" "Dose4" 3.77422125286498 -1.83387780578905
"150" "DES" 0 "c" "Dose4" 3.77422125286498 -2.71047723876676
"151" "DES" 0 "c" "Dose4" 3.77422125286498 -1.89868821654882
"152" "DES" 0 "c" "Dose4" 3.77422125286498 -9.95989020020636
"153" "DES" 0 "c" "Dose4" 3.77422125286498 4.16983511808127
"154" "DES" 0 "c" "Dose5" 3.77422125286498 9.75209311490639
"155" "DES" 0 "c" "Dose5" 3.77422125286498 -7.36905958863927
"156" "DES" 0 "c" "Dose5" 3.77422125286498 -8.2207603631157
"157" "DES" 0 "c" "Dose5" 3.77422125286498 -4.02580254834755
"158" "DES" 0 "c" "Dose5" 3.77422125286498 5.83994124241953
"159" "DES" 0 "c" "Dose5" 3.77422125286498 -2.98852336827897
"160" "DES" 0 "c" "Dose5" 3.77422125286498 5.87472577837427
"161" "DES" 0 "c" "Dose5" 3.77422125286498 -11.8655459706678
"162" "DES" 0 "c" "Dose5" 3.77422125286498 4.84370931386202
"163" "DES" 1 "d" "Control" 3.51564869370763 -48.7911859780088
"164" "DES" 1 "d" "Control" 3.51564869370763 23.6572668814134
"165" "DES" 1 "d" "Control" 3.51564869370763 -9.69000774580575
"166" "DES" 1 "d" "Control" 3.51564869370763 0
"167" "DES" 1 "d" "Control" 3.51564869370763 2.03096545786687
"168" "DES" 1 "d" "Control" 3.51564869370763 -14.5459549072998
"169" "DES" 1 "d" "Control" 3.51564869370763 15.9694219041233
"170" "DES" 1 "d" "Control" 3.51564869370763 -4.19282162878027
"171" "DES" 1 "d" "Control" 3.51564869370763 39.7791610744056
"172" "DES" 0 "d" "Dose1" 3.51564869370763 15.6379856387116
"173" "DES" 0 "d" "Dose1" 3.51564869370763 23.0751950783929
"174" "DES" 0 "d" "Dose1" 3.51564869370763 13.4687975726916
"175" "DES" 0 "d" "Dose1" 3.51564869370763 -54.9014257632754
"176" "DES" 0 "d" "Dose1" 3.51564869370763 11.283730308452
"177" "DES" 0 "d" "Dose1" 3.51564869370763 8.58735253837324
"178" "DES" 0 "d" "Dose1" 3.51564869370763 -14.7138674112168
"179" "DES" 0 "d" "Dose1" 3.51564869370763 13.2325648731362
"180" "DES" 0 "d" "Dose1" 3.51564869370763 12.4156426889923
"181" "DES" 0 "d" "Dose2" 3.51564869370763 12.9861997642628
"182" "DES" 0 "d" "Dose2" 3.51564869370763 7.85780637732816
"183" "DES" 0 "d" "Dose2" 3.51564869370763 -16.8113778776228
"184" "DES" 0 "d" "Dose2" 3.51564869370763 19.2325784100395
"185" "DES" 0 "d" "Dose2" 3.51564869370763 9.47612522092376
"186" "DES" 0 "d" "Dose2" 3.51564869370763 -3.08721041628468
"187" "DES" 0 "d" "Dose2" 3.51564869370763 8.27478157161141
"188" "DES" 0 "d" "Dose2" 3.51564869370763 -61.2233107938545
"189" "DES" 0 "d" "Dose2" 3.51564869370763 16.5470381165012
"190" "DES" 0 "d" "Dose3" 3.51564869370763 -17.4382379518397
"191" "DES" 0 "d" "Dose3" 3.51564869370763 -1.57349025838811
"192" "DES" 0 "d" "Dose3" 3.51564869370763 20.5320537033991
"193" "DES" 0 "d" "Dose3" 3.51564869370763 23.897481187687
"194" "DES" 0 "d" "Dose3" 3.51564869370763 -37.5376402678446
"195" "DES" 0 "d" "Dose3" 3.51564869370763 -37.0685507583966
"196" "DES" 0 "d" "Dose3" 3.51564869370763 9.08455303033797
"197" "DES" 0 "d" "Dose3" 3.51564869370763 -2.61753770738014
"198" "DES" 0 "d" "Dose3" 3.51564869370763 6.46089393968432
"199" "DES" 0 "d" "Dose4" 3.51564869370763 -32.3918300344776
"200" "DES" 0 "d" "Dose4" 3.51564869370763 -1.68902893040577
"201" "DES" 0 "d" "Dose4" 3.51564869370763 24.8837538290235
"202" "DES" 0 "d" "Dose4" 3.51564869370763 -0.445406828094352
"203" "DES" 0 "d" "Dose4" 3.51564869370763 -13.3595611592317
"204" "DES" 0 "d" "Dose4" 3.51564869370763 16.763705078023
"205" "DES" 0 "d" "Dose4" 3.51564869370763 0.671075932788101
"206" "DES" 0 "d" "Dose4" 3.51564869370763 -8.40276460802767
"207" "DES" 0 "d" "Dose4" 3.51564869370763 18.0029946697208
"208" "DES" 0 "d" "Dose5" 3.51564869370763 23.2178563968984
"209" "DES" 0 "d" "Dose5" 3.51564869370763 -23.6723694548841
"210" "DES" 0 "d" "Dose5" 3.51564869370763 -12.123203804228
"211" "DES" 0 "d" "Dose5" 3.51564869370763 -22.6070888497058
"212" "DES" 0 "d" "Dose5" 3.51564869370763 11.8208432959183
"213" "DES" 0 "d" "Dose5" 3.51564869370763 -13.7477993644563
"214" "DES" 0 "d" "Dose5" 3.51564869370763 17.3158083109533
"215" "DES" 0 "d" "Dose5" 3.51564869370763 9.0124879017643
"216" "DES" 0 "d" "Dose5" 3.51564869370763 -12.41049417687
"217" "DES" 1 "e" "Control" 3.71804888981982 -7.2233771523178
"218" "DES" 1 "e" "Control" 3.71804888981982 11.5913750964785
"219" "DES" 1 "e" "Control" 3.71804888981982 0
"220" "DES" 1 "e" "Control" 3.71804888981982 -0.284806162477702
"221" "DES" 1 "e" "Control" 3.71804888981982 -6.38242026636213
"222" "DES" 1 "e" "Control" 3.71804888981982 2.31894016364564
"223" "DES" 1 "e" "Control" 3.71804888981982 6.8886997336429
"224" "DES" 1 "e" "Control" 3.71804888981982 11.8487256702042
"225" "DES" 1 "e" "Control" 3.71804888981982 -12.398245898845
"226" "DES" 0 "e" "Dose1" 3.71804888981982 12.6875397648849
"227" "DES" 0 "e" "Dose1" 3.71804888981982 11.8012417215956
"228" "DES" 0 "e" "Dose1" 3.71804888981982 6.8319162153514
"229" "DES" 0 "e" "Dose1" 3.71804888981982 6.77079101428228
"230" "DES" 0 "e" "Dose1" 3.71804888981982 5.93706821837299
"231" "DES" 0 "e" "Dose1" 3.71804888981982 3.90623245689183
"232" "DES" 0 "e" "Dose1" 3.71804888981982 -1.58941834768682
"233" "DES" 0 "e" "Dose1" 3.71804888981982 11.091052793717
"234" "DES" 0 "e" "Dose1" 3.71804888981982 18.5708312147872
"235" "DES" 0 "e" "Dose2" 3.71804888981982 6.88373413867924
"236" "DES" 0 "e" "Dose2" 3.71804888981982 4.06851626811826
"237" "DES" 0 "e" "Dose2" 3.71804888981982 1.63908779974808
"238" "DES" 0 "e" "Dose2" 3.71804888981982 31.5694437055153
"239" "DES" 0 "e" "Dose2" 3.71804888981982 6.04351920974913
"240" "DES" 0 "e" "Dose2" 3.71804888981982 -8.78753600330486
"241" "DES" 0 "e" "Dose2" 3.71804888981982 4.89139135866301
"242" "DES" 0 "e" "Dose2" 3.71804888981982 -25.3358188719985
"243" "DES" 0 "e" "Dose2" 3.71804888981982 13.2355322620958
"244" "DES" 0 "e" "Dose3" 3.71804888981982 11.3747323201019
"245" "DES" 0 "e" "Dose3" 3.71804888981982 -7.00110593903309
"246" "DES" 0 "e" "Dose3" 3.71804888981982 10.176803900965
"247" "DES" 0 "e" "Dose3" 3.71804888981982 2.9320185738047
"248" "DES" 0 "e" "Dose3" 3.71804888981982 1.32376172766042
"249" "DES" 0 "e" "Dose3" 3.71804888981982 -8.84150650755036
"250" "DES" 0 "e" "Dose3" 3.71804888981982 2.87098201512674
"251" "DES" 0 "e" "Dose3" 3.71804888981982 -2.99228499042767
"252" "DES" 0 "e" "Dose3" 3.71804888981982 8.68194361522985
"253" "DES" 0 "e" "Dose4" 3.71804888981982 1.16098718898465
"254" "DES" 0 "e" "Dose4" 3.71804888981982 2.84179411843937
"255" "DES" 0 "e" "Dose4" 3.71804888981982 15.0874606233744
"256" "DES" 0 "e" "Dose4" 3.71804888981982 -13.0888155113634
"257" "DES" 0 "e" "Dose4" 3.71804888981982 -11.5912903606883
"258" "DES" 0 "e" "Dose4" 3.71804888981982 -4.14147140327796
"259" "DES" 0 "e" "Dose4" 3.71804888981982 -2.36499200520939
"260" "DES" 0 "e" "Dose4" 3.71804888981982 -3.49568026226912
"261" "DES" 0 "e" "Dose4" 3.71804888981982 -0.425604188075956
"262" "DES" 0 "e" "Dose5" 3.71804888981982 13.7394545425523
"263" "DES" 0 "e" "Dose5" 3.71804888981982 -1.13481724345124
"264" "DES" 0 "e" "Dose5" 3.71804888981982 -5.18305260287395
"265" "DES" 0 "e" "Dose5" 3.71804888981982 -0.164901595943112
"266" "DES" 0 "e" "Dose5" 3.71804888981982 5.9599011209472
"267" "DES" 0 "e" "Dose5" 3.71804888981982 -1.60407895047769
"268" "DES" 0 "e" "Dose5" 3.71804888981982 5.2070091662006
"269" "DES" 0 "e" "Dose5" 3.71804888981982 -8.30932524026209
"270" "DES" 0 "e" "Dose5" 3.71804888981982 9.22676553559274
"271" "DES" 1 "f" "Control" 3.54893578165216 18.3602718875995
"272" "DES" 1 "f" "Control" 3.54893578165216 -8.03004942629029
"273" "DES" 1 "f" "Control" 3.54893578165216 2.45624244997713
"274" "DES" 1 "f" "Control" 3.54893578165216 13.3443985071558
"275" "DES" 1 "f" "Control" 3.54893578165216 -14.372606726753
"276" "DES" 1 "f" "Control" 3.54893578165216 5.85246031896789
"277" "DES" 1 "f" "Control" 3.54893578165216 0
"278" "DES" 1 "f" "Control" 3.54893578165216 -0.622236484784011
"279" "DES" 1 "f" "Control" 3.54893578165216 -30.3040806904749
"280" "DES" 0 "f" "Dose1" 3.54893578165216 22.2030309318682
"281" "DES" 0 "f" "Dose1" 3.54893578165216 -5.40649143372294
"282" "DES" 0 "f" "Dose1" 3.54893578165216 -47.823312193269
"283" "DES" 0 "f" "Dose1" 3.54893578165216 -8.07066426904304
"284" "DES" 0 "f" "Dose1" 3.54893578165216 17.6346811188527
"285" "DES" 0 "f" "Dose1" 3.54893578165216 -6.18822928707363
"286" "DES" 0 "f" "Dose1" 3.54893578165216 4.85290355055237
"287" "DES" 0 "f" "Dose1" 3.54893578165216 -22.0872329149413
"288" "DES" 0 "f" "Dose1" 3.54893578165216 -39.2825992656618
"289" "DES" 0 "f" "Dose2" 3.54893578165216 -3.06587943027896
"290" "DES" 0 "f" "Dose2" 3.54893578165216 2.88603772190372
"291" "DES" 0 "f" "Dose2" 3.54893578165216 -6.07800578864537
"292" "DES" 0 "f" "Dose2" 3.54893578165216 -18.6792732070204
"293" "DES" 0 "f" "Dose2" 3.54893578165216 19.8297299425976
"294" "DES" 0 "f" "Dose2" 3.54893578165216 -14.3597960578921
"295" "DES" 0 "f" "Dose2" 3.54893578165216 -13.5083021609297
"296" "DES" 0 "f" "Dose2" 3.54893578165216 7.62274192594523
"297" "DES" 0 "f" "Dose2" 3.54893578165216 35.3866389896123
"298" "DES" 0 "f" "Dose3" 3.54893578165216 19.5314161145948
"299" "DES" 0 "f" "Dose3" 3.54893578165216 -14.296652004681
"300" "DES" 0 "f" "Dose3" 3.54893578165216 3.95488173926295
"301" "DES" 0 "f" "Dose3" 3.54893578165216 39.3057381018363
"302" "DES" 0 "f" "Dose3" 3.54893578165216 -4.83631469851904
"303" "DES" 0 "f" "Dose3" 3.54893578165216 6.25379211359363
"304" "DES" 0 "f" "Dose3" 3.54893578165216 -2.20862496052048
"305" "DES" 0 "f" "Dose3" 3.54893578165216 7.19650825764928
"306" "DES" 0 "f" "Dose3" 3.54893578165216 -30.7065692966545
"307" "DES" 0 "f" "Dose4" 3.54893578165216 11.7900315391179
"308" "DES" 0 "f" "Dose4" 3.54893578165216 25.4272021119131
"309" "DES" 0 "f" "Dose4" 3.54893578165216 14.0444121882199
"310" "DES" 0 "f" "Dose4" 3.54893578165216 -1.67740265613618
"311" "DES" 0 "f" "Dose4" 3.54893578165216 -5.60078515127604
"312" "DES" 0 "f" "Dose4" 3.54893578165216 11.6133697687753
"313" "DES" 0 "f" "Dose4" 3.54893578165216 -46.1722440420549
"314" "DES" 0 "f" "Dose4" 3.54893578165216 13.446251459885
"315" "DES" 0 "f" "Dose4" 3.54893578165216 -20.3081945693568
"316" "DES" 0 "f" "Dose5" 3.54893578165216 -21.5367606728176
"317" "DES" 0 "f" "Dose5" 3.54893578165216 -26.700519356543
"318" "DES" 0 "f" "Dose5" 3.54893578165216 6.24794821707306
"319" "DES" 0 "f" "Dose5" 3.54893578165216 -10.8491139403049
"320" "DES" 0 "f" "Dose5" 3.54893578165216 16.1816053231962
"321" "DES" 0 "f" "Dose5" 3.54893578165216 -2.33856721285579
"322" "DES" 0 "f" "Dose5" 3.54893578165216 18.8153445292613
"323" "DES" 0 "f" "Dose5" 3.54893578165216 -46.9302380975562
"324" "DES" 0 "f" "Dose5" 3.54893578165216 -4.72262497864535
