Probe Id	BMDS Model		Genes	Gene Symbols	BMD	BMDL	BMDU	fitPValue	fitLogLikelihood	AIC	adverseDirection	2BMD/BMDL	Flagged Hill					
ENSDARG00000028012	Exp 4		null	null	0.0230555	0.00807186	0.133427	0.9565	221.6521	-435.3042	1	2.856280956	TRUE	8.31E-07	15.8507	1.91193		
ENSDARG00000007097	Exp 4		null	null	6.38E-04	5.71E-07	0.00335789	0.3853	210.7968	-413.5937	-1	1117.205816	TRUE	4.82E-06	507.006	0.640559		
ENSDARG00000040568	Poly 2		null	null	0.179727	0.0985895	1.12419	0.08305	199.546047	-391.092093	1	1.822983178	TRUE	5.08E-06	5.98E-06	-1.91E-06		
ENSDARG00000075092	Poly 2		null	null	0.172893	0.0962172	0.918071	0.01642	214.582498	-421.164996	1	1.796903256	TRUE	2.17E-06	2.28E-06	-7.41E-07		
ENSDARG00000018967	Exp 2		null	null	1.44207	0.76163	4.85603	0.3592	213.4249	-420.8499	-1	1.893399682	TRUE	-1	2.23E-06	0.137504		
ENSDARG00000068840	Linear		null	null	1.27855	0.821447	2.82615	0.001065	230.46843	-454.936859	-1	1.556460733	TRUE	4.88E-07	-1.01E-07			
ENSDARG00000043447	Poly 2		null	null	0.283627	0.126466	3.12797	0.003526	225.856777	-443.713555	1	2.242713457	TRUE	5.77E-07	6.80E-07	-2.21E-07		
ENSDARG00000003973	Linear		null	null	6.92107	1.96288	90000	5.19E-04	204.266067	-402.532135	-1	3.525977136	TRUE	4.50E-06	-1.07E-07			
ENSDARG00000102724	Exp 4		null	null	0.00369991	0.00103345	0.0160158	0.1317	211.59	-415.18	1	3.580153854	TRUE	2.44E-06	99.5589	1.60375		
ENSDARG00000011400	Linear		null	null	2.60908	1.30891	276.693	0.3412	193.839574	-381.679149	1	1.993322688	TRUE	4.24E-06	5.68E-07			
ENSDARG00000063285	Linear		null	null	21.0103	2.43767	90000	0.002657	205.504659	-405.009318	-1	8.619009136	TRUE	2.66E-06	-3.24E-08			
ENSDARG00000020788	Exp 2		null	null	2.19567	1.35424	9.95163	0.005178	225.6155	-445.231	1	1.621330045	TRUE	1	5.86E-07	0.120828		
ENSDARG00000095919	Linear		null	null	0.476519	0.351166	0.715934	0.6326	232.893488	-459.786976	1	1.356962234	TRUE	6.47E-07	2.30E-07			
ENSDARG00000052528	Linear		null	null	3.25094	1.46665	90000	0.01731	218.852803	-431.705606	-1	2.216575188	TRUE	7.42E-07	-8.60E-08			
ENSDARG00000070157	Exp 4		null	null	2.56E-05	7.52E-07	5.24E-04	0.2395	183.9999	-359.9999	-1	34.07522594	TRUE	5.53E-05	3868.87	0.453657		
ENSDARG00000098477	Poly 2		null	null	0.27123	0.123344	3.50774	0.042	209.076438	-410.152875	-1	2.198971981	TRUE	2.47E-06	-2.19E-06	7.89E-07		
ENSDARG00000095809	Linear		null	null	1.11398	0.738553	2.2176	0.9884	229.373656	-452.747312	1	1.508327771	TRUE	5.28E-07	1.24E-07			
ENSDARG00000077799	Exp 4		null	null	0.0213623	4.32E-05	0.980519	0.007911	182.5665	-357.1331	1	494.0893752	TRUE	1.05E-05	30.2878	1.62488		
ENSDARG00000079922	Linear		null	null	2.38545	1.24459	27.5547	0.1201	215.410957	-424.821914	1	1.916655284	TRUE	8.86E-07	1.47E-07			
ENSDARG00000102019	Linear		null	null	1.64274	0.983841	4.88394	0.1543	225.211216	-444.422432	-1	1.669721022	TRUE	9.29E-07	-1.11E-07			
ENSDARG00000062970	Linear		null	null	1.42429	0.889709	3.50178	0.3878	195.038023	-384.076046	1	1.600849266	TRUE	8.21E-06	9.60E-07			
ENSDARG00000044754	Exp 4		null	null	0.168286	2.68E-04	1.83421	0.03141	231.0265	-454.0531	-1	627.0577627	TRUE	5.84E-07	3.53105	0.525517		
ENSDARG00000004937	Exp 4		null	null	7.76E-05	1.30E-06	4.35E-04	0.0196	222.2538	-436.5076	-1	59.81912623	TRUE	4.13E-06	1692.49	0.561879		
ENSDARG00000006782	Linear		null	null	6.16471	1.89442	90000	1.41E-04	188.454945	-370.90989	1	3.254141109	TRUE	1.40E-05	3.44E-07			
ENSDARG00000044534	Poly 2		null	null	0.265479	0.121867	2.76804	0.0339	225.327884	-442.655767	-1	2.178432225	TRUE	5.55E-07	-7.60E-07	2.86E-07		
ENSDARG00000111805	Exp 4		null	null	0.185871	0.00887418	1.46644	0.2968	220.7373	-433.4746	1	20.94514648	TRUE	1.66E-06	2.2838	1.42897		
ENSDARG00000026577	Exp 2		null	null	23.6485	2.5307	30000	0.002029	192.895	-379.79	1	9.344647726	TRUE	1	7.81E-06	0.00777565		
ENSDARG00000027744	Linear		null	null	2.33565	1.22949	22.5318	0.1275	166.158135	-326.316269	1	1.899690115	TRUE	5.00E-05	4.01E-06			
ENSDARG00000095559	Linear		null	null	1.44428	0.898718	3.60727	0.01759	228.436476	-450.872953	1	1.607044701	TRUE	5.17E-07	1.02E-07			
ENSDARG00000097736	Linear		null	null	6.25008	1.90273	90000	0.001249	230.234562	-454.469124	1	3.284796056	TRUE	4.30E-07	2.09E-08			
ENSDARG00000086881	Linear		null	null	0.979688	0.665977	1.80943	0.03197	184.639856	-363.279712	1	1.471053805	TRUE	1.36E-05	2.79E-06			
ENSDARG00000078245	Poly 2		null	null	0.314162	0.131985	2.81682	5.99E-04	212.776653	-417.553306	-1	2.380285639	TRUE	1.83E-06	-1.51E-06	5.55E-07		
ENSDARG00000090886	Linear		null	null	2.27425	1.21045	18.2409	0.04103	215.60303	-425.206061	1	1.87884671	TRUE	1.86E-06	1.53E-07			
ENSDARG00000094708	Exp 2		null	null	2.22584	1.4292	9.38168	0.03726	221.1026	-436.2053	1	1.557402743	TRUE	1	5.19E-07	0.171169		
ENSDARG00000078492	Poly 2		null	null	0.151445	0.0883432	0.530408	6.62E-04	217.175233	-426.350466	-1	1.714280216	TRUE	2.17E-06	-2.17E-06	7.04E-07		
ENSDARG00000069377	Linear		null	null	1.62359	0.975955	4.73898	0.3183	189.923702	-373.847404	1	1.663591047	TRUE	8.06E-06	1.18E-06			
ENSDARG00000030803	Linear		null	null	10.5946	2.18411	90000	0.002474	205.454676	-404.909352	-1	4.850763011	TRUE	3.28E-06	-6.45E-08			
ENSDARG00000112575	Exp 4		null	null	0.00154104	4.66E-05	30000	0.5562	199.4449	-390.8898	1	33.05335587	TRUE	3.17E-06	354.135	1.76403		
ENSDARG00000058390	Poly 2		null	null	0.228783	0.113663	2.37746	0.01828	214.774186	-421.548372	-1	2.012818595	TRUE	2.20E-06	-1.72E-06	4.89E-07		
ENSDARG00000086944	Poly 2		null	null	0.175392	0.0973062	0.807356	0.03824	221.641614	-435.283228	-1	1.802475074	TRUE	1.02E-06	-1.39E-06	3.96E-07		
ENSDARG00000045277	Exp 4		null	null	0.0010279	3.70E-05	0.0147462	0.756	212.6823	-417.3646	1	27.81408211	TRUE	1.68E-06	432.137	1.70153		
ENSDARG00000098747	Exp 4		null	null	0.00337228	9.06E-04	0.0176006	0.3456	209.3608	-410.7215	1	3.720463276	TRUE	2.76E-06	116.263	1.58877		
ENSDARG00000029710	Linear		null	null	2.92856	1.39193	90000	0.06081	202.042872	-398.085744	1	2.103956377	TRUE	3.28E-06	2.93E-07			
ENSDARG00000020298	Linear		null	null	1.52322	0.933496	4.06068	0.2681	163.448722	-320.897444	1	1.63173704	TRUE	4.72E-05	7.38E-06			
ENSDARG00000091131	Linear		null	null	1.82633	1.05613	6.62061	0.09529	202.013904	-398.027808	1	1.729266284	TRUE	4.11E-06	4.70E-07			
ENSDARG00000095397	Linear		null	null	0.999829	0.677157	1.86646	0.7712	226.688947	-447.377893	1	1.476509879	TRUE	1.05E-06	1.66E-07			
ENSDARG00000039687	Exp 2		null	null	1.46621	0.789871	4.83873	0.1509	207.1237	-408.2473	-1	1.856265137	TRUE	-1	3.77E-06	0.120734		
ENSDARG00000093562	Linear		null	null	1.33901	0.850327	3.08811	0.9754	220.327793	-434.655586	-1	1.574700086	TRUE	1.25E-06	-1.89E-07			
ENSDARG00000077631	Exp 2		null	null	6.14904	2.03999	30000	0.004617	227.4199	-448.8399	1	3.01425007	TRUE	1	6.45E-07	0.0356242		
ENSDARG00000044135	Exp 4		null	null	8.34E-04	2.55E-04	0.00405095	0.5415	223.4302	-438.8603	-1	3.264170746	TRUE	1.65E-06	355.021	0.512562		
ENSDARG00000044114	Exp 4		null	null	5.57E-04	3.74E-06	0.00209521	0.6324	227.7129	-447.4258	-1	149.0262666	TRUE	1.80E-06	473.655	0.628353		
ENSDARG00000093992	Poly 2		null	null	0.156375	0.0901598	0.61165	0.00645	226.157239	-444.314478	1	1.73442044	TRUE	4.45E-07	1.16E-06	-3.95E-07		
ENSDARG00000040781	Poly 2		null	null	0.217172	0.110637	1.52201	0.03439	192.216861	-376.433723	1	1.962923796	TRUE	4.36E-06	8.05E-06	-2.08E-06		
ENSDARG00000034667	Linear		null	null	1.84968	1.06491	6.89946	0.09419	215.019442	-424.038885	1	1.736935516	TRUE	2.15E-06	1.95E-07			
ENSDARG00000086661	Poly 2		null	null	0.187641	0.101477	1.01039	0.02646	228.724221	-449.448441	1	1.849098811	TRUE	5.11E-07	8.14E-07	-2.24E-07		
ENSDARG00000061846	Linear		null	null	1.10219	0.732364	2.17896	0.9964	224.149417	-442.298834	-1	1.504975668	TRUE	1.07E-06	-1.78E-07			
ENSDARG00000103270	Exp 2		null	null	1.79463	1.19148	4.60997	0.1228	230.8446	-455.6892	1	1.506219156	TRUE	1	4.22E-07	0.145171		
ENSDARG00000089661	Poly 2		null	null	0.107517	0.0692061	0.236027	0.1365	227.298305	-446.596611	1	1.553576925	TRUE	2.93E-07	1.53E-06	-4.93E-07		
ENSDARG00000090486	Linear		null	null	1.0314	0.69447	1.95868	0.006129	214.658073	-423.316147	1	1.485161346	TRUE	2.41E-06	3.58E-07			
ENSDARG00000093773	Linear		null	null	5.58791	1.83375	90000	0.01201	217.977128	-429.954257	-1	3.04725835	TRUE	8.53E-07	-5.30E-08			
ENSDARG00000052122	Exp 4		null	null	0.120606	0.0115812	0.974789	0.8636	200.6385	-393.277	1	10.41394674	TRUE	4.79E-06	5.02706	1.43189		
ENSDARG00000096830	Exp 4		null	null	0.129687	0.0178241	0.728589	0.9203	217.2964	-426.5928	1	7.275935391	TRUE	1.24E-06	3.60564	1.67086		
ENSDARG00000093640	Exp 4		null	null	0.0744367	0.0127119	0.199614	0.2224	226.5909	-445.1817	1	5.855670671	TRUE	1.07E-06	3.40044	1.7003		
ENSDARG00000019250	Exp 2		null	null	1.75535	0.827583	8.93919	0.001435	215.505	-425.01	-1	2.121056136	TRUE	-1	1.53E-06	0.147953		
ENSDARG00000102395	Exp 4		null	null	5.33E-05	5.69E-07	0.00224397	0.9672	230.8441	-453.6882	-1	93.54520814	TRUE	1.08E-06	3181.68	0.254383		
ENSDARG00000114166	Exp 4		null	null	0.17847	4.74E-04	30000	0.2124	233.6097	-459.2194	1	376.4840395	TRUE	3.27E-07	4.44138	1.58303		
ENSDARG00000110464	Poly 2		null	null	0.135319	0.0818087	0.387865	1.95E-04	224.500842	-441.001683	1	1.65409058	TRUE	1.35E-06	1.48E-06	-4.88E-07		
