Probe Id	BMDS Model		Genes	Gene Symbols	BMD	BMDL	BMDU	fitPValue	fitLogLikelihood	AIC	adverseDirection	2BMD/BMDL	Flagged Hill					
ENSDARG00000101407	Exp 2		null	null	1.65133	1.07302	4.11868	0.1291	217.2441	-428.4881	1	1.538955471	TRUE	1	1.91E-06	0.091568		
ENSDARG00000113103	Poly 2		null	null	0.141069	0.084243	0.427158	0.009644	216.116843	-424.233686	-1	1.674548627	TRUE	1.73E-06	-2.49E-06	7.87E-07		
ENSDARG00000104765	Exp 4		null	null	2.07E-04	1.31E-06	0.00158378	0.6849	215.1643	-422.3285	-1	157.475644	TRUE	3.82E-06	1273.73	0.595959		
ENSDARG00000008880	Linear		null	null	5.13248	1.7795	90000	0.007024	165.062381	-324.124762	-1	2.884225906	TRUE	4.72E-05	-1.97E-06			
ENSDARG00000044491	Poly 2		null	null	0.268229	0.12275	2.88764	2.83E-04	199.030934	-390.061867	-1	2.185164969	TRUE	5.87E-06	-4.32E-06	1.52E-06		
ENSDARG00000079393	Exp 2		null	null	86.5575	2.55258	30000	0.001931	214.8588	-423.7177	-1	33.9098089	TRUE	-1	1.20E-06	0.00417964		
ENSDARG00000033089	Exp 4		null	null	5.79E-05	4.85E-07	6.20E-04	0.5649	211.9204	-415.8407	-1	119.2505312	TRUE	7.06E-06	2309.41	0.497631		
ENSDARG00000007040	Linear		null	null	13.8128	2.29673	90000	9.09E-04	177.000551	-348.001102	-1	6.014115721	TRUE	2.91E-05	-3.30E-07			
ENSDARG00000080775	Linear		null	null	2.49171	1.27584	49.8396	0.06398	236.415016	-466.830031	1	1.952995673	TRUE	2.54E-07	3.48E-08			
ENSDARG00000033046	Exp 2		null	null	1.79254	1.21181	4.36911	0.4693	225.5315	-445.063	1	1.479225291	TRUE	1	5.09E-07	0.168128		
ENSDARG00000090883	Exp 4		null	null	2.30E-05	2.30E-05	4.59E-04	6.44E-04	228.8074	-449.6149	-1	1.000013041	TRUE	2.12E-06	4167.02	0.25786		
ENSDARG00000102241	Exp 2		null	null	1.64625	0.743273	7.95974	0.06031	204.5009	-403.0018	-1	2.21486587	TRUE	-1	2.72E-06	0.189314		
ENSDARG00000005462	Exp 2		null	null	6.83319	2.06664	30000	3.92E-04	188.4004	-370.8009	1	3.306424922	TRUE	1	1.09E-05	0.0260434		
ENSDARG00000117448	Linear		null	null	4.72781	1.72567	90000	9.00E-05	164.677449	-323.354897	-1	2.739695307	TRUE	6.68E-05	-2.19E-06			
ENSDARG00000104692	Exp 2		null	null	1.06628	0.5412	3.10639	0.05364	230.6019	-455.2038	-1	1.970214339	TRUE	-1	5.68E-07	0.239044		
ENSDARG00000110460	Linear		null	null	1.51545	0.930129	4.01324	0.7356	228.80228	-451.604559	1	1.629290131	TRUE	2.41E-07	9.50E-08			
ENSDARG00000070541	Exp 2		null	null	1.42349	1.0135	2.6321	0.3996	227.4658	-448.9316	1	1.40452886	TRUE	1	5.21E-07	0.185477		
ENSDARG00000097510	Exp 2		null	null	0.931754	0.502187	2.39938	0.6817	234.1892	-462.3784	-1	1.855392513	TRUE	-1	4.91E-07	0.245686		
ENSDARG00000105178	Exp 2		null	null	10.1878	2.27546	30000	0.004851	195.2297	-384.4593	1	4.477248556	TRUE	1	5.72E-06	0.0207891		
ENSDARG00000105389	Exp 2		null	null	1.38307	0.775256	4.08653	0.1083	229.1617	-452.3235	-1	1.78401715	TRUE	-1	9.99E-07	0.109662		
ENSDARG00000102251	Poly 2		null	null	0.142103	0.0845604	0.448934	0.004639	225.102425	-442.204851	-1	1.680491105	TRUE	1.16E-06	-1.36E-06	4.69E-07		
ENSDARG00000095594	Exp 2		null	null	3.06848	1.58231	30000	0.0114	213.0067	-420.0134	1	1.93924073	TRUE	1	1.65E-06	0.0727347		
ENSDARG00000104057	Linear		null	null	3.52859	1.52478	90000	0.003203	218.701685	-431.403369	-1	2.314163355	TRUE	1.50E-06	-8.00E-08			
ENSDARG00000097477	Exp 2		null	null	1.14341	0.532102	3.7621	0.1779	230.9039	-455.8079	-1	2.148854919	TRUE	-1	4.83E-07	0.26233		
ENSDARG00000042492	Poly 2		null	null	0.235598	0.114859	2.87844	6.11E-04	204.220889	-400.441777	-1	2.051193202	TRUE	3.48E-06	-3.43E-06	1.22E-06		
ENSDARG00000102689	Poly 2		null	null	0.196763	0.104166	3.41185	0.004509	218.930072	-429.860145	1	1.888936889	TRUE	6.70E-07	1.51E-06	-4.68E-07		
ENSDARG00000054755	Exp 2		null	null	1.86731	1.25562	4.82071	0.09675	225.6523	-445.3046	1	1.487161721	TRUE	1	4.66E-07	0.172828		
ENSDARG00000117530	Exp 2		null	null	5.29722	1.67126	30000	1.95E-04	178.3775	-350.7551	-1	3.169596592	TRUE	-1	2.72E-05	0.031291		
ENSDARG00000041492	Poly 2		null	null	0.125093	0.0773914	0.321375	0.05996	195.989453	-383.978906	1	1.616368227	TRUE	6.79E-06	1.07E-05	-3.49E-06		
ENSDARG00000059058	Exp 2		null	null	1.49581	0.783669	5.27487	0.5161	222.3881	-438.7761	-1	1.908726771	TRUE	-1	1.24E-06	0.131617		
ENSDARG00000102671	Exp 2		null	null	1.62278	1.11985	3.46989	0.001704	228.2358	-450.4717	1	1.449104791	TRUE	1	4.71E-07	0.169921		
ENSDARG00000036117	Exp 2		null	null	1.68829	0.671222	9.99583	0.2475	221.3761	-436.7522	-1	2.515248308	TRUE	-1	7.56E-07	0.221899		
ENSDARG00000059315	Exp 2		null	null	1.2721	0.919735	2.18669	0.2432	229.9425	-453.885	1	1.383115789	TRUE	1	4.97E-07	0.187126		
ENSDARG00000103582	Exp 2		null	null	20.0691	2.50947	30000	1.94E-04	227.4067	-448.8135	1	7.997346053	TRUE	1	6.81E-07	0.0104021		
ENSDARG00000095350	Exp 4		null	null	0.0599488	5.93E-04	30000	0.5608	237.1649	-466.3298	-1	101.0426393	TRUE	4.00E-07	14.1663	0.639628		
ENSDARG00000098237	Poly 2		null	null	0.293937	0.128505	3.02397	0.008067	178.271156	-348.542312	-1	2.287358469	TRUE	1.99E-05	-1.58E-05	5.26E-06		
ENSDARG00000075027	Exp 2		null	null	2.72733	1.53311	30000	0.02136	212.4754	-418.9508	1	1.778952587	TRUE	1	1.30E-06	0.104284		
ENSDARG00000111515	Exp 2		null	null	2.06583	1.3572	6.72714	0.1184	221.4967	-436.9934	1	1.522126437	TRUE	1	5.37E-07	0.175356		
ENSDARG00000034667	Linear		null	null	3.22804	1.46161	90000	1.59E-04	214.657997	-423.315995	-1	2.208550845	TRUE	1.84E-06	-1.15E-07			
ENSDARG00000042850	Linear		null	null	2.1961	1.18554	14.5105	0.04404	232.154669	-458.309337	-1	1.852404811	TRUE	3.98E-07	-5.24E-08			
ENSDARG00000006368	Exp 2		null	null	3.25822	1.12528	30000	0.1293	218.8655	-431.731	-1	2.895474904	TRUE	-1	8.65E-07	0.119691		
ENSDARG00000099867	Poly 2		null	null	0.0946926	0.0627032	0.189079	0.0546	232.344346	-456.688692	1	1.51017173	TRUE	4.57E-07	1.24E-06	-4.02E-07		
ENSDARG00000013834	Linear		null	null	3.81399	1.57934	90000	5.33E-04	217.36043	-428.72086	-1	2.414926488	TRUE	1.15E-06	-8.10E-08			
ENSDARG00000093773	Exp 4		null	null	8.18E-04	1.81E-06	0.00869641	0.999	229.6252	-451.2503	-1	451.9331399	TRUE	1.04E-06	523.918	0.625536		
ENSDARG00000051710	Exp 2		null	null	1.26442	0.906053	2.21346	0.7268	223.574	-441.148	1	1.395525427	TRUE	1	8.67E-07	0.167217		
ENSDARG00000038847	Linear		null	null	2.1142	1.15857	11.7998	2.09E-04	210.592256	-415.184513	1	1.824835789	TRUE	2.57E-06	2.29E-07			
ENSDARG00000079915	Exp 2		null	null	3.56211	1.31415	30000	2.64E-04	215.0789	-424.1579	-1	2.710580984	TRUE	-1	1.59E-06	0.0718931		
ENSDARG00000079983	Exp 4		null	null	0.128668	0.0163136	0.657684	0.6049	232.4486	-456.8972	-1	7.887161632	TRUE	8.53E-07	3.28546	0.615961		
ENSDARG00000101536	Poly 2		null	null	0.192275	0.102366	2.7791	0.03457	227.634181	-447.268362	1	1.878309204	TRUE	8.27E-07	8.72E-07	-3.23E-07		
ENSDARG00000096603	Exp 4		null	null	8.71E-04	1.99E-06	0.00804162	0.7329	218.4847	-428.9695	-1	437.2903815	TRUE	1.67E-06	455.688	0.476309		
ENSDARG00000082753	Poly 2		null	null	0.30519	0.130654	2.96706	9.00E-05	136.652394	-265.304787	1	2.335864191	TRUE	3.88E-04	2.45E-04	-8.36E-05		
ENSDARG00000080718	Exp 2		null	null	10.7166	1.97024	30000	1.00E-04	221.9826	-437.9652	-1	5.439235829	TRUE	-1	7.84E-07	0.0318797		
ENSDARG00000114529	Linear		null	null	5.43296	1.81598	90000	0.009424	203.248283	-400.496566	-1	2.99175101	TRUE	3.10E-06	-1.46E-07			
ENSDARG00000100290	Poly 2		null	null	0.220056	0.111437	1.61301	0.1199	229.746112	-451.492224	1	1.974712169	TRUE	5.77E-07	6.52E-07	-1.71E-07		
ENSDARG00000102800	Poly 2		null	null	0.246149	0.11789	3.27912	9.00E-05	212.59757	-417.19514	-1	2.087954873	TRUE	2.23E-06	-1.87E-06	5.93E-07		
ENSDARG00000099889	Linear		null	null	5.14664	1.78128	90000	7.80E-04	146.10167	-286.20334	-1	2.889293093	TRUE	1.69E-04	-6.94E-06			
ENSDARG00000103875	Poly 2		null	null	0.0890376	0.0597156	0.170718	0.1498	225.850377	-443.700754	-1	1.49102747	TRUE	1.60E-06	-2.02E-06	6.25E-07		
ENSDARG00000104505	Exp 2		null	null	2.6076	1.4851	83.6787	0.004029	221.7754	-437.5508	1	1.755841357	TRUE	1	7.68E-07	0.100514		
ENSDARG00000111526	Exp 2		null	null	1.96595	0.598822	22.6708	0.009656	218.9401	-431.8802	-1	3.283029014	TRUE	-1	7.40E-07	0.239558		
ENSDARG00000101434	Linear		null	null	1.34694	0.854055	3.12428	0.4402	213.785623	-421.571246	1	1.577111544	TRUE	1.74E-06	2.91E-07			
