"plate_id" "embryo_id" "is_VC" "endpoint" "endpoint_value"
"1" "TGSH" "Dose1_1" FALSE "ld_pearson" 0.664098668240146
"2" "TGSH" "Dose1_2" FALSE "ld_pearson" 0.572512440106533
"3" "TGSH" "Dose1_3" FALSE "ld_pearson" 0.438231572091204
"4" "TGSH" "Dose1_4" FALSE "ld_pearson" 0.577055662185225
"5" "TGSH" "Dose1_5" FALSE "ld_pearson" 0.654417475166683
"6" "TGSH" "Dose1_6" FALSE "ld_pearson" 0.708933939820073
"7" "TGSH" "Dose1_7" FALSE "ld_pearson" 0.393008989152864
"8" "TGSH" "Dose1_8" FALSE "ld_pearson" 0.622883502331461
"9" "TGSH" "Dose1_9" FALSE "ld_pearson" 0.103100915175075
"10" "TGSH" "Dose2_1" FALSE "ld_pearson" 0.665535908996681
"11" "TGSH" "Dose2_2" FALSE "ld_pearson" 0.477076021205671
"12" "TGSH" "Dose2_3" FALSE "ld_pearson" 0.718812370022551
"13" "TGSH" "Dose2_4" FALSE "ld_pearson" 0.57343222661981
"14" "TGSH" "Dose2_5" FALSE "ld_pearson" 0.673995987648175
"15" "TGSH" "Dose2_6" FALSE "ld_pearson" 0.408800255870646
"16" "TGSH" "Dose2_7" FALSE "ld_pearson" 0.439780888145053
"17" "TGSH" "Dose2_8" FALSE "ld_pearson" 0.474243316910656
"18" "TGSH" "Dose2_9" FALSE "ld_pearson" 0.545364921379461
"19" "TGSH" "Dose3_1" FALSE "ld_pearson" 0.615002330437926
"20" "TGSH" "Dose3_2" FALSE "ld_pearson" 0.444700738094474
"21" "TGSH" "Dose3_3" FALSE "ld_pearson" 0.674239309859694
"22" "TGSH" "Dose3_4" FALSE "ld_pearson" 0.540903571529714
"23" "TGSH" "Dose3_5" FALSE "ld_pearson" 0.61974637608814
"24" "TGSH" "Dose3_6" FALSE "ld_pearson" 0.693757529523181
"25" "TGSH" "Dose3_7" FALSE "ld_pearson" 0.396127777996542
"26" "TGSH" "Dose3_8" FALSE "ld_pearson" 0.713056473689361
"27" "TGSH" "Dose3_9" FALSE "ld_pearson" 0.0837087709556128
"28" "TGSH" "Dose4_1" FALSE "ld_pearson" 0.706736220372004
"29" "TGSH" "Dose4_2" FALSE "ld_pearson" 0.2565161757843
"30" "TGSH" "Dose4_3" FALSE "ld_pearson" 0.0472184974312816
"31" "TGSH" "Dose4_4" FALSE "ld_pearson" 0.6195037408169
"32" "TGSH" "Dose4_5" FALSE "ld_pearson" 0.579010409341659
"33" "TGSH" "Dose4_6" FALSE "ld_pearson" 0.202432116052923
"34" "TGSH" "Dose4_7" FALSE "ld_pearson" 0.526157512568748
"35" "TGSH" "Dose4_8" FALSE "ld_pearson" 0.631074791498967
"36" "TGSH" "Dose4_9" FALSE "ld_pearson" 0.469888435530177
"37" "TGSH" "Dose5_1" FALSE "ld_pearson" 0.346382736034586
"38" "TGSH" "Dose5_2" FALSE "ld_pearson" 0.59185565801012
"39" "TGSH" "Dose5_3" FALSE "ld_pearson" 0.693583081386802
"40" "TGSH" "Dose5_4" FALSE "ld_pearson" 0.644065697128225
"41" "TGSH" "Dose5_5" FALSE "ld_pearson" 0.585042243192869
"42" "TGSH" "Dose5_6" FALSE "ld_pearson" 0.516986618815407
"43" "TGSH" "Dose5_7" FALSE "ld_pearson" 0.499415147991655
"44" "TGSH" "Dose5_8" FALSE "ld_pearson" 0.0739608379434663
"45" "TGSH" "Dose5_9" FALSE "ld_pearson" 0.570226282571251
"46" "TGSH" "Control_1" TRUE "ld_pearson" 0.548025603124384
"47" "TGSH" "Control_2" TRUE "ld_pearson" 0.625027917755581
"48" "TGSH" "Control_3" TRUE "ld_pearson" 0.512199677216026
"49" "TGSH" "Control_4" TRUE "ld_pearson" 0.590300717581097
"50" "TGSH" "Control_5" TRUE "ld_pearson" 0.650334704967392
"51" "TGSH" "Control_6" TRUE "ld_pearson" 0.380668141158401
"52" "TGSH" "Control_7" TRUE "ld_pearson" 0.571181742072076
"53" "TGSH" "Control_8" TRUE "ld_pearson" 0.570468875526704
"54" "TGSH" "Control_9" TRUE "ld_pearson" 0.497856073874762
