plate_id,Cycle,Dose,diff,lwr.ci,upr.ci,pval,se,value
17betaestradiol,Dark_1,Control,NA,NA,NA,1,43.73582509633794,1312.8177777777778
17betaestradiol,Light_2,Control,NA,NA,NA,1,54.09624343482475,865.2088888888889
17betaestradiol,Dark_2,Control,NA,NA,NA,1,39.27266059561202,1312.5355555555554
17betaestradiol,Light_3,Control,NA,NA,NA,1,56.156363104920864,724.9133333333333
17betaestradiol,Dark_3,Control,NA,NA,NA,1,37.41620296968829,1227.9888888888888
1decanol,Light_1,Dose5,-243.691111111111,-467.855629586627,-19.5265926355949,0.13754131608382347,70.00501896068414,638.3622222222222
1decanol,Light_1,Dose4,-227.4,-451.564518475516,-3.23548152448379,0.19429325931587257,45.835000917322,654.6533333333333
1decanol,Light_1,Dose3,-52.3466666666666,-276.511185142183,171.81785180885,0.9987443375777016,70.85701653272731,829.7066666666667
1decanol,Light_1,Dose2,-281.382222222222,-505.546740697738,-57.217703746706,0.046825534075758624,60.23199832685854,600.6711111111111
1decanol,Light_1,Dose1,85.2600000000001,-138.904518475516,309.424518475516,0.9987443375777016,60.98973382728631,967.3133333333334
1decanol,Dark_1,Dose5,-66.4444444444446,-243.236392910125,110.347504021236,0.9987443375777016,26.830701847252552,1156.3533333333332
1decanol,Dark_1,Dose4,-109.766666666667,-286.558615132347,67.0252817990135,0.7093403756706265,36.16241684599716,1113.0311111111112
1decanol,Dark_1,Dose3,-266.54,-443.33194846568,-89.7480515343199,0.012084171458616733,52.34513141368593,956.2577777777777
1decanol,Dark_1,Dose2,-247.084444444444,-423.876392910125,-70.2924959787643,0.01744340111495435,68.11346413125378,975.7133333333334
1decanol,Dark_1,Dose1,42.4444444444443,-134.347504021236,219.236392910125,0.9987443375777016,61.69015338885365,1265.2422222222222
1decanol,Light_2,Dose5,-284.571111111111,-482.98029226623,-86.1619299559926,0.017382188515979724,47.34285828430194,418.3088888888889
1decanol,Light_2,Dose4,172.551111111111,-25.8580700440074,370.96029226623,0.3461645215634752,47.48745574096089,875.4311111111111
1decanol,Light_2,Dose3,-155.306666666667,-353.715847821785,43.1025144884519,0.4589041585090084,49.760710881927196,547.5733333333334
1decanol,Light_2,Dose2,22.3111111111111,-176.098070044007,220.72029226623,0.9987443375777016,73.76896091286538,725.1911111111111
1decanol,Light_2,Dose1,112.288888888889,-86.1202922662297,310.698070044007,0.7801863759756243,55.3595515489352,815.1688888888889
1decanol,Dark_2,Dose5,-93.4688888888888,-238.672287593683,51.7345098159056,0.6881605900521617,38.76460605795295,1119.9133333333334
1decanol,Dark_2,Dose4,-141.133333333333,-286.336732038128,4.070065371461,0.2246726366764762,42.233903230019465,1072.2488888888888
1decanol,Dark_2,Dose3,-308.766666666667,-453.970065371461,-163.563267961872,1.959008997021172e-5,42.96999246074309,904.6155555555556
1decanol,Dark_2,Dose2,-105.706666666667,-250.910065371461,39.4967320381277,0.5422366395764218,36.71764364861424,1107.6755555555555
1decanol,Dark_2,Dose1,-75.4822222222222,-220.685620927017,69.7211764825723,0.8248112557185067,27.58508069170139,1137.9
1decanol,Light_3,Dose5,-133.288888888889,-304.708698193841,38.1309204160628,0.4589041585090084,41.25457752243299,527.4422222222222
1decanol,Light_3,Dose4,-119.304444444444,-290.724253749396,52.1153648605072,0.5851495078814094,37.66239012998285,541.4266666666666
1decanol,Light_3,Dose3,54.04,-117.379809304952,225.459809304952,0.9987443375777016,68.6297104598309,714.771111111111
1decanol,Light_3,Dose2,-101.84,-273.259809304952,69.5798093049516,0.7428394620105974,48.484074634396805,558.8911111111111
1decanol,Light_3,Dose1,26.3177777777778,-145.102031527174,197.737587082729,0.9987443375777016,41.98492353529861,687.0488888888889
1decanol,Dark_3,Dose5,-31.6777777777777,-188.177004180984,124.821448625428,0.9987443375777016,36.0408875862158,1028.3111111111111
1decanol,Dark_3,Dose4,-135.084444444444,-291.58367084765,21.4147819587615,0.3461645215634752,46.197883981840015,924.9044444444444
1decanol,Dark_3,Dose3,-75.2755555555555,-231.774781958761,81.2236708476505,0.8872643572470167,58.10116739382482,984.7133333333334
1decanol,Dark_3,Dose2,82.2088888888891,-74.2903375143169,238.708115292095,0.8248112557185067,39.243989887777836,1142.197777777778
1decanol,Dark_3,Dose1,62.5777777777778,-93.9214486254282,219.077004180984,0.9987443375777016,50.728803007221195,1122.5666666666666
1decanol,Light_1,Control,NA,NA,NA,1,64.9750009891139,882.0533333333333
1decanol,Dark_1,Control,NA,NA,NA,1,38.22697015671676,1222.7977777777778
1decanol,Light_2,Control,NA,NA,NA,1,54.79870017996906,702.88
1decanol,Dark_2,Control,NA,NA,NA,1,51.54380213247374,1213.3822222222223
1decanol,Light_3,Control,NA,NA,NA,1,43.03397833263336,660.7311111111111
1decanol,Dark_3,Control,NA,NA,NA,1,24.005669621192414,1059.9888888888888
1octanol,Light_1,Dose5,69.3088888888889,-136.781244607523,275.399022385301,0.9999997002291143,66.32850928772793,900.5177777777777
1octanol,Light_1,Dose4,96.8355555555556,-109.254577940857,302.925689051968,0.9999997002291143,57.82781342582194,928.0444444444445
1octanol,Light_1,Dose3,98.9955555555556,-107.094577940857,305.085689051968,0.9999997002291143,51.04999292192746,930.2044444444444
1octanol,Light_1,Dose2,-18.1888888888889,-224.279022385301,187.901244607523,0.9999997002291143,56.37719518895683,813.02
1octanol,Light_1,Dose1,91.9222222222222,-114.16791127419,298.012355718635,0.9999997002291143,51.00820540272207,923.1311111111111
1octanol,Dark_1,Dose5,91.7733333333333,-61.5515434706809,245.098210137347,0.9999997002291143,43.08942450216956,1278.0222222222221
1octanol,Dark_1,Dose4,308.475555555556,155.150678751542,461.80043235957,2.8809800157181265e-5,33.55330000112072,1494.7244444444445
1octanol,Dark_1,Dose3,82.3133333333335,-71.0115434706807,235.638210137348,0.9999997002291143,39.027937971560945,1268.5622222222223
1octanol,Dark_1,Dose2,-140.42,-293.744876804014,12.9048768040143,0.31781736960307994,57.33971516826712,1045.828888888889
1octanol,Dark_1,Dose1,53.308888888889,-100.015987915125,206.633765692903,0.9999997002291143,45.502637562456655,1239.5577777777778
1octanol,Light_2,Dose5,210.455555555556,44.5831073775171,376.328003733594,0.03390921218190068,41.486914329774635,851.5
1octanol,Light_2,Dose4,124.008888888889,-41.8635592891496,289.881337066927,0.5824958133834547,42.43896753758939,765.0533333333333
1octanol,Light_2,Dose3,127.1,-38.7724481780385,292.972448178038,0.5824958133834547,52.63907088265759,768.1444444444444
1octanol,Light_2,Dose2,199.86,33.9875518219615,365.732448178038,0.049579508022039746,54.893704810605506,840.9044444444444
1octanol,Light_2,Dose1,51.2288888888888,-114.64355928915,217.101337066927,0.9999997002291143,49.223863741239995,692.2733333333333
1octanol,Dark_2,Dose5,38.0088888888888,-76.8937542011701,152.911531978948,0.9999997002291143,35.06022475427712,1178.171111111111
1octanol,Dark_2,Dose4,277.902222222222,162.999579132163,392.804865312281,5.73730353226054e-7,31.100767984859083,1418.0644444444445
1octanol,Dark_2,Dose3,146.766666666667,31.8640235766077,261.669309756726,0.03390921218190068,29.326198791831207,1286.9288888888889
1octanol,Dark_2,Dose2,33.1866666666667,-81.7159764233922,148.089309756726,0.9999997002291143,28.804721768905573,1173.348888888889
1octanol,Dark_2,Dose1,45.7511111111112,-69.1515319789478,160.65375420117,0.9999997002291143,31.363634864587866,1185.9133333333334
1octanol,Light_3,Dose5,-20.76,-206.006598111044,164.486598111044,0.9999997002291143,49.24559376279775,622.8
1octanol,Light_3,Dose4,400.413333333333,215.16673522229,585.659931444377,5.44293818238728e-6,30.627938226397152,1043.9733333333334
1octanol,Light_3,Dose3,-15.8933333333333,-201.139931444377,169.35326477771,0.9999997002291143,50.594832849917694,627.6666666666666
1octanol,Light_3,Dose2,56.0577777777778,-129.188820333266,241.304375888822,0.9999997002291143,53.81488344023191,699.6177777777777
1octanol,Light_3,Dose1,-3.84444444444443,-189.091042555488,181.402153666599,0.9999997002291143,71.27728957846304,639.7155555555555
1octanol,Dark_3,Dose5,-6.50888888888881,-116.635112521843,103.617334744065,0.9999997002291143,33.33301281664085,1149.68
1octanol,Dark_3,Dose4,255.322222222222,145.195998589268,365.448445855176,6.125856188976542e-7,25.253381456192,1411.5111111111112
1octanol,Dark_3,Dose3,33.9222222222222,-76.2040014107316,144.048445855176,0.9999997002291143,35.04474142056933,1190.111111111111
1octanol,Dark_3,Dose2,-94.3177777777778,-204.444001410732,15.808445855176,0.3996043989773268,34.27632699318377,1061.871111111111
1octanol,Dark_3,Dose1,-19.0577777777778,-129.184001410732,91.068445855176,0.9999997002291143,33.11066229781918,1137.131111111111
1octanol,Light_1,Control,NA,NA,NA,1,61.731579088746166,831.2088888888889
1octanol,Dark_1,Control,NA,NA,NA,1,34.24817839618321,1186.2488888888888
1octanol,Light_2,Control,NA,NA,NA,1,34.46643493204372,641.0444444444445
1octanol,Dark_2,Control,NA,NA,NA,1,36.44970746981711,1140.1622222222222
1octanol,Light_3,Control,NA,NA,NA,1,47.02734272353014,643.56
1octanol,Dark_3,Control,NA,NA,NA,1,21.111921621868085,1156.1888888888889
24DMP,Light_1,Dose5,39.2518863049096,-181.100722362567,259.604494972386,0.999999939403857,49.58495026195306,656.7844444444445
24DMP,Light_1,Dose4,244.396330749354,24.0437220818777,464.74893941683,0.7111217865833863,65.97662729875948,861.9288888888889
24DMP,Light_1,Dose3,93.2607751937984,-127.091833473678,313.613383861275,0.999999939403857,61.81575494642089,710.7933333333333
24DMP,Light_1,Dose2,69.2541085271317,-151.098500140344,289.606717194608,0.999999939403857,72.46854591803775,686.7866666666666
24DMP,Light_1,Dose1,172.454108527132,-47.8985001403445,392.806717194608,0.999999939403857,60.66994726394692,789.9866666666667
24DMP,Dark_1,Dose5,-94.2150505050506,-262.690828326121,74.2607273160198,0.999999939403857,57.26684069618394,1177.9622222222222
24DMP,Dark_1,Dose4,-51.151691331924,-221.553469424268,119.25008676042,0.999999939403857,60.23671495253276,1221.0255813953488
24DMP,Dark_1,Dose3,-52.4617171717173,-220.937494992788,116.014060649353,0.999999939403857,40.370937260715685,1219.7155555555555
24DMP,Dark_1,Dose2,-2.83060606060621,-171.306383881677,165.645171760464,0.999999939403857,37.82068612531903,1269.3466666666666
24DMP,Dark_1,Dose1,-10.1372727272728,-178.613050548343,158.338505093798,0.999999939403857,27.950812206987887,1262.04
24DMP,Light_2,Dose5,-2.70888888888885,-182.490845032372,177.073067254594,0.999999939403857,53.20033640814119,677.6133333333333
24DMP,Light_2,Dose4,152.802222222222,-26.9797339212607,332.584178365705,0.999999939403857,43.19227708226398,833.1244444444444
24DMP,Light_2,Dose3,-22.9355555555555,-202.717511699038,156.846400587927,0.999999939403857,41.00941953879731,657.3866666666667
24DMP,Light_2,Dose2,30.9666666666667,-148.815289476816,210.74862281015,0.999999939403857,47.69546652982015,711.2888888888889
24DMP,Light_2,Dose1,39.5244444444445,-140.257511699038,219.306400587927,0.999999939403857,66.1365246664012,719.8466666666667
24DMP,Dark_2,Dose5,96.3266666666666,-54.6724100158067,247.32574334914,0.999999939403857,31.515928572070038,1287.4488888888889
24DMP,Dark_2,Dose4,58.231111111111,-92.7679655713624,209.230187793584,0.999999939403857,56.89990170590291,1249.3533333333332
24DMP,Dark_2,Dose3,33.9755555555555,-117.023521126918,184.974632238029,0.999999939403857,34.156949466506276,1225.0977777777778
24DMP,Dark_2,Dose2,55.2377777777779,-95.7612989046955,206.236854460251,0.999999939403857,36.414000998062114,1246.3600000000001
24DMP,Dark_2,Dose1,-15.3177777777778,-166.316854460251,135.681298904696,0.999999939403857,28.571124074215163,1175.8044444444445
24DMP,Light_3,Dose5,-2.88222222222225,-181.826864446468,176.062420002024,0.999999939403857,46.57224545225027,707.22
24DMP,Light_3,Dose4,77.5932323232323,-102.365268678575,257.55173332504,0.999999939403857,52.56351809989014,787.6954545454546
24DMP,Light_3,Dose3,-172.36,-351.304642224246,6.58464222424604,0.9519819777021477,41.33433081505216,537.7422222222223
24DMP,Light_3,Dose2,104.46,-74.4846422242461,283.404642224246,0.999999939403857,59.66563654848787,814.5622222222222
24DMP,Light_3,Dose1,-16.9158585858587,-196.874359587666,163.042642415949,0.999999939403857,50.59099609356388,693.1863636363636
24DMP,Dark_3,Dose5,56.0311111111112,-66.2810326883151,178.343254910537,0.999999939403857,37.01221643804334,1254.8933333333334
24DMP,Dark_3,Dose4,74.0688888888888,-48.2432549105375,196.381032688315,0.999999939403857,43.00276827150021,1272.931111111111
24DMP,Dark_3,Dose3,-37.7266666666667,-160.038810466093,84.5854771327596,0.999999939403857,26.656506995621758,1161.1355555555556
24DMP,Dark_3,Dose2,23.9955555555555,-98.3165882438708,146.307699354982,0.999999939403857,33.391502047357434,1222.8577777777778
24DMP,Dark_3,Dose1,21.8711111111111,-100.441032688315,144.183254910537,0.999999939403857,35.11150420122623,1220.7333333333333
24DMP,Light_1,Control,NA,NA,NA,1,53.35722970200098,617.5325581395349
24DMP,Dark_1,Control,NA,NA,NA,1,51.615962703660756,1272.1772727272728
24DMP,Light_2,Control,NA,NA,NA,1,46.34728140708105,680.3222222222222
24DMP,Dark_2,Control,NA,NA,NA,1,56.256843793667805,1191.1222222222223
24DMP,Light_3,Control,NA,NA,NA,1,48.864141227157205,710.1022222222223
24DMP,Dark_3,Control,NA,NA,NA,1,27.31565287169535,1198.8622222222223
24DNP,Light_1,Dose5,-137.128888888889,-329.557514410488,55.2997366327101,0.3996514675584912,55.70358456046073,723.2044444444444
24DNP,Light_1,Dose4,-242.333333333333,-434.761958854932,-49.9047078117343,0.027878850118390197,50.44254967962879,618
24DNP,Light_1,Dose3,-246.442635658915,-441.095943475288,-51.7893278425414,0.027878850118390197,46.16672039581464,613.8906976744186
24DNP,Light_1,Dose2,-237.149242424243,-430.668123840705,-43.6303610077803,0.029636395536123294,44.513119970879714,623.1840909090909
24DNP,Light_1,Dose1,-177.531111111111,-369.95973663271,14.8975144104879,0.17464591529836576,60.33314879336325,682.8022222222222
24DNP,Dark_1,Dose5,28.5555555555557,-118.121032802458,175.23214391357,0.9999996232153423,40.72215681227262,1305.6022222222223
24DNP,Dark_1,Dose4,-176.811111111111,-323.487699469125,-30.134522753097,0.03119745910688562,38.032785053753365,1100.2355555555555
24DNP,Dark_1,Dose3,3.18666666666672,-143.489921691347,149.863255024681,0.9999996232153423,48.71006273986118,1280.2333333333333
24DNP,Dark_1,Dose2,-129.155555555556,-275.83214391357,17.5210328024586,0.2092002164793978,33.271089434277,1147.891111111111
24DNP,Dark_1,Dose1,46.2,-100.476588358014,192.876588358014,0.9999996232153423,46.21622890437312,1323.2466666666667
24DNP,Light_2,Dose5,-118.422222222222,-275.746142439915,38.901697995471,0.35291086216996004,54.07459757829705,679.5111111111111
24DNP,Light_2,Dose4,-117.875555555555,-275.199475773249,39.4483646621377,0.35291086216996004,52.247249455309536,680.0577777777778
24DNP,Light_2,Dose3,-205.475555555556,-362.799475773249,-48.1516353378623,0.025231644925924335,34.8843452037129,592.4577777777778
24DNP,Light_2,Dose2,-295.282222222222,-452.606142439915,-137.958302004529,7.677441309494881e-4,28.39472006372301,502.6511111111111
24DNP,Light_2,Dose1,-46.2933333333333,-203.617253551027,111.03058688436,0.9999996232153423,46.20406114906639,751.64
24DNP,Dark_2,Dose5,-61.1733333333334,-204.85114833885,82.5044816721833,0.9999996232153423,30.836916137277143,1250.1377777777777
24DNP,Dark_2,Dose4,-178.531111111111,-322.208926116628,-34.8532961055944,0.027878850118390197,34.60634431237524,1132.78
24DNP,Dark_2,Dose3,7.74666666666667,-135.93114833885,151.424481672183,0.9999996232153423,33.62337548009785,1319.0577777777778
24DNP,Dark_2,Dose2,-213.535555555556,-357.213370561072,-69.857740550039,0.0071616556624387595,32.88991143646545,1097.7755555555555
24DNP,Dark_2,Dose1,54.2777777777778,-89.4000372277389,197.955592783295,0.9999996232153423,61.445950809890945,1365.588888888889
24DNP,Light_3,Dose5,-43.42,-223.547656137698,136.707656137698,0.9999996232153423,49.17937143391771,708.4222222222222
24DNP,Light_3,Dose4,-204.475555555556,-384.603211693253,-24.3478994178577,0.04491622687854549,45.026225242584566,547.3666666666667
24DNP,Light_3,Dose3,-211.277777777778,-391.405433915475,-31.15012164008,0.0365367854636775,49.95846256010335,540.5644444444445
24DNP,Light_3,Dose2,-304.628888888889,-484.756545026587,-124.501232751191,0.0019339727975292709,40.727132097520546,447.2133333333333
24DNP,Light_3,Dose1,-46.6088888888888,-226.736545026587,133.518767248809,0.9999996232153423,60.86931140326026,705.2333333333333
24DNP,Dark_3,Dose5,-13.9577777777779,-142.28377635149,114.368220795934,0.9999996232153423,30.22067727408837,1237.9755555555555
24DNP,Dark_3,Dose4,-188.871111111111,-317.197109684823,-60.5451125373988,0.0071616556624387595,38.578841650833546,1063.0622222222223
24DNP,Dark_3,Dose3,-16.0600000000002,-144.385998573712,112.265998573712,0.9999996232153423,28.9225870980527,1235.8733333333332
24DNP,Dark_3,Dose2,-188.662222222222,-316.988220795935,-60.3362236485099,0.0071616556624387595,30.854533517917673,1063.2711111111112
24DNP,Dark_3,Dose1,97.2466666666667,-31.0793319070456,225.572665240379,0.35291086216996004,52.76017519747908,1349.18
24DNP,Light_1,Control,NA,NA,NA,1,62.561879185912616,860.3333333333334
24DNP,Dark_1,Control,NA,NA,NA,1,37.151289059572065,1277.0466666666666
24DNP,Light_2,Control,NA,NA,NA,1,42.52513718883565,797.9333333333333
24DNP,Dark_2,Control,NA,NA,NA,1,39.43851886064482,1311.3111111111111
24DNP,Light_3,Control,NA,NA,NA,1,54.10555615607767,751.8422222222222
24DNP,Dark_3,Control,NA,NA,NA,1,27.523739065054592,1251.9333333333334
34DCA,Light_1,Dose5,58.4355555555555,-117.715946858979,234.58705797009,0.9999995064998785,50.29316434688164,768.4288888888889
34DCA,Light_1,Dose4,-68.7288888888889,-244.880391303424,107.422613525646,0.9999995064998785,49.66658716238862,641.2644444444444
34DCA,Light_1,Dose3,-80.6111111111111,-256.762613525646,95.5403913034237,0.9999995064998785,39.96641523019563,629.3822222222223
34DCA,Light_1,Dose2,-20.4244444444445,-196.575946858979,155.72705797009,0.9999995064998785,30.083913252569104,689.5688888888889
34DCA,Light_1,Dose1,93.9822222222222,-82.1692801923126,270.133724636757,0.9999995064998785,64.32868009200367,803.9755555555555
34DCA,Dark_1,Dose5,-5.58444444444444,-141.818876129446,130.649987240557,0.9999995064998785,37.86944983132838,1192.391111111111
34DCA,Dark_1,Dose4,22.1533333333334,-114.081098351668,158.387765018335,0.9999995064998785,36.31670492748652,1220.128888888889
34DCA,Dark_1,Dose3,70.4022222222222,-65.8322094627791,206.636653907224,0.9999995064998785,31.198688765649223,1268.3777777777777
34DCA,Dark_1,Dose2,-34.9822222222222,-171.216653907223,101.252209462779,0.9999995064998785,30.143264721672203,1162.9933333333333
34DCA,Dark_1,Dose1,255.766666666667,119.532234981665,392.001098351668,2.4014547622130955e-4,54.220060163468936,1453.7422222222222
34DCA,Light_2,Dose5,120.764444444444,-54.4229500025361,295.951838891425,0.9380757039661203,45.47019834570995,708.8911111111111
34DCA,Light_2,Dose4,45.5133333333333,-129.674061113647,220.700727780314,0.9999995064998785,37.90680643020952,633.64
34DCA,Light_2,Dose3,90.9244444444445,-84.262950002536,266.111838891425,0.9999995064998785,49.03406871935024,679.0511111111111
34DCA,Light_2,Dose2,43.4244444444445,-131.762950002536,218.611838891425,0.9999995064998785,53.042604814215075,631.5511111111111
34DCA,Light_2,Dose1,137.335555555556,-37.851838891425,312.522950002536,0.6657087321860876,57.69962381832879,725.4622222222222
34DCA,Dark_2,Dose5,108.862222222222,-25.2480149195283,242.972459363973,0.6570771126320674,27.19904651477936,1244.4666666666667
34DCA,Dark_2,Dose4,46.6822222222222,-87.4280149195283,180.792459363973,0.9999995064998785,39.17432737460243,1182.2866666666666
34DCA,Dark_2,Dose3,124.604444444444,-9.50579269730611,258.714681586195,0.39001261384120745,22.623645407793994,1260.2088888888889
34DCA,Dark_2,Dose2,3.07555555555564,-131.034681586195,137.185792697306,0.9999995064998785,18.949818260901925,1138.68
34DCA,Dark_2,Dose1,330.795555555556,196.685318413805,464.905792697306,8.714807542276048e-7,67.89711735747362,1466.4
34DCA,Light_3,Dose5,-85.4126262626262,-247.140987868342,76.3157353430898,0.9999995064998785,48.06543136955464,687.3318181818182
34DCA,Light_3,Dose4,-202.766666666667,-363.583875322776,-41.9494580105573,0.0446527940956003,50.091988299596956,569.9777777777778
34DCA,Light_3,Dose3,-228.095555555556,-388.912764211665,-67.2783468994461,0.019476517692070816,35.62205559297373,544.6488888888889
34DCA,Light_3,Dose2,-49.0444444444444,-209.861653100554,111.772764211665,0.9999995064998785,45.79170418009327,723.7
34DCA,Light_3,Dose1,-36.7733333333333,-197.590541989443,124.043875322776,0.9999995064998785,44.16884404263769,735.9711111111111
34DCA,Dark_3,Dose5,45.5955555555554,-70.8917534323379,162.082864543449,0.9999995064998785,27.42400437867556,1211.5866666666666
34DCA,Dark_3,Dose4,62.9088888888889,-53.5784200990044,179.396197876782,0.9999995064998785,24.375115021743632,1228.9
34DCA,Dark_3,Dose3,39.6355555555554,-76.8517534323379,156.122864543449,0.9999995064998785,26.326676642339475,1205.6266666666666
34DCA,Dark_3,Dose2,-59.0800000000002,-175.567308987893,57.4073089878931,0.9999995064998785,20.6670401291335,1106.911111111111
34DCA,Dark_3,Dose1,160.961161616161,43.8138625932277,278.108460639095,0.021694940706991905,54.8980786896062,1326.9522727272727
34DCA,Light_1,Control,NA,NA,NA,1,54.140638818886984,709.9933333333333
34DCA,Dark_1,Control,NA,NA,NA,1,33.74655420577318,1197.9755555555555
34DCA,Light_2,Control,NA,NA,NA,1,48.55221789605766,588.1266666666667
34DCA,Dark_2,Control,NA,NA,NA,1,26.242097022088814,1135.6044444444444
34DCA,Light_3,Control,NA,NA,NA,1,44.82073254887444,772.7444444444444
34DCA,Dark_3,Control,NA,NA,NA,1,30.542550187265608,1165.9911111111112
4C3MP,Light_1,Dose5,-43.9511111111111,-267.647086937662,179.744864715439,0.9998797721657497,67.72340303575261,873.9444444444445
4C3MP,Light_1,Dose4,47.0088888888889,-176.687086937662,270.704864715439,0.9998797721657497,61.6484575044857,964.9044444444445
4C3MP,Light_1,Dose3,-93.8533333333334,-317.549309159884,129.842642493217,0.9998797721657497,63.32304545539761,824.0422222222222
4C3MP,Light_1,Dose2,47.1777777777778,-176.518198048773,270.873753604328,0.9998797721657497,69.5394747571115,965.0733333333334
4C3MP,Light_1,Dose1,-90.7155555555556,-314.411531382106,132.980420270995,0.9998797721657497,65.0909011314255,827.18
4C3MP,Dark_1,Dose5,85.1377777777777,-72.5269617439792,242.802517299535,0.9998797721657497,38.58882056958646,1351.9888888888888
4C3MP,Dark_1,Dose4,-31.76,-189.424739521757,125.904739521757,0.9998797721657497,32.601214549820945,1235.091111111111
4C3MP,Dark_1,Dose3,47.2555555555555,-110.409183966201,204.920295077312,0.9998797721657497,39.92192815326869,1314.1066666666666
4C3MP,Dark_1,Dose2,264.768888888889,107.104149367132,422.433628410646,0.004219583518001446,60.460076534399576,1531.62
4C3MP,Dark_1,Dose1,222.230707070707,63.6726757572028,380.788738384211,0.032806668722442645,47.055545194676476,1489.081818181818
4C3MP,Light_2,Dose5,66.0799999999999,-159.452096863638,291.612096863638,0.9998797721657497,77.83738782509562,832.4066666666666
4C3MP,Light_2,Dose4,167.115555555555,-58.4165413080825,392.647652419193,0.8273464696153532,53.75606702793657,933.4422222222222
4C3MP,Light_2,Dose3,-167.817777777778,-393.349874641416,57.7143190858602,0.8273464696153532,51.05576994492308,598.5088888888889
