"","diff","lwr.ci","upr.ci","pval"
"0.1-0",-3.02954802918949,-38.1580591606737,32.0989631022947,0.999575547719247
"1-0",21.8832743495962,-13.245236781888,57.0117854810804,0.358267901381202
"10-0",13.6967723827574,-21.4317387487268,48.8252835142416,0.764732793729334
"100-0",1.04805789205582,-34.0804532394284,36.17656902354,0.999997748174189
"1000-0",-1.47093709329715,-36.5994482247814,33.6575740381871,0.999987854102401
