H4,Counts
ENSDARG00000003564,16
ENSDARG00000003570,47
ENSDARG00000003573,25
ENSDARG00000003576,67
ENSDARG00000003584,0
ENSDARG00000003592,5
ENSDARG00000003599,1494
ENSDARG00000003607,15
ENSDARG00000003615,5
ENSDARG00000003616,46
ENSDARG00000003631,71
ENSDARG00000003632,1
ENSDARG00000003635,0
ENSDARG00000003641,0
ENSDARG00000003642,34
ENSDARG00000003655,254
ENSDARG00000003675,0
ENSDARG00000003680,130
ENSDARG00000003681,198
ENSDARG00000003684,28
ENSDARG00000003693,16
ENSDARG00000003695,203
ENSDARG00000003697,2
ENSDARG00000003699,57
ENSDARG00000003701,0
ENSDARG00000003705,88
ENSDARG00000003706,11
ENSDARG00000003732,0
ENSDARG00000003749,8
ENSDARG00000003750,227
ENSDARG00000003751,45
ENSDARG00000003754,25
ENSDARG00000003757,9
ENSDARG00000003769,19
ENSDARG00000003776,28
ENSDARG00000003779,50
ENSDARG00000003789,80
ENSDARG00000003795,330
ENSDARG00000003797,5
ENSDARG00000003803,1
ENSDARG00000003808,15
ENSDARG00000003811,175
ENSDARG00000003818,62
ENSDARG00000003820,237
ENSDARG00000003822,1
ENSDARG00000003827,0
ENSDARG00000003829,87
ENSDARG00000003835,136
ENSDARG00000003841,0
ENSDARG00000003845,52
ENSDARG00000003846,10
ENSDARG00000003854,74
ENSDARG00000003860,5
ENSDARG00000003865,15
ENSDARG00000003866,67
ENSDARG00000003867,15
ENSDARG00000003869,2
ENSDARG00000003872,38
ENSDARG00000003877,153
ENSDARG00000003899,0
ENSDARG00000003900,0
ENSDARG00000003902,101
ENSDARG00000003903,0
ENSDARG00000003904,0
ENSDARG00000003909,0
ENSDARG00000003910,91
ENSDARG00000003920,39
ENSDARG00000003925,0
ENSDARG00000003927,15
ENSDARG00000003931,8
ENSDARG00000003934,0
ENSDARG00000003938,36
ENSDARG00000003940,34
ENSDARG00000003941,41
ENSDARG00000003944,0
ENSDARG00000003952,85
ENSDARG00000003961,2
ENSDARG00000003963,28
ENSDARG00000003965,8
ENSDARG00000003968,0
ENSDARG00000003970,3
ENSDARG00000003971,19
ENSDARG00000003973,0
ENSDARG00000003974,46
ENSDARG00000003977,0
ENSDARG00000003984,17
ENSDARG00000003989,135
ENSDARG00000003991,45
ENSDARG00000003994,23
ENSDARG00000003998,49
ENSDARG00000004015,1
ENSDARG00000004017,35
ENSDARG00000004018,0
ENSDARG00000004023,169
ENSDARG00000004034,73
ENSDARG00000004037,9
ENSDARG00000004046,23
ENSDARG00000004049,20
ENSDARG00000004051,0
ENSDARG00000004055,67
ENSDARG00000004059,0
ENSDARG00000004060,592
ENSDARG00000004074,472
ENSDARG00000004078,19
ENSDARG00000004082,4
ENSDARG00000004094,85
ENSDARG00000004105,10
ENSDARG00000004109,0
ENSDARG00000004111,1
ENSDARG00000004114,12
ENSDARG00000004115,29
ENSDARG00000004130,0
ENSDARG00000004131,5
ENSDARG00000004132,86
ENSDARG00000004150,32
ENSDARG00000004151,40
ENSDARG00000004154,0
ENSDARG00000004158,8
ENSDARG00000004160,12
ENSDARG00000004161,41
ENSDARG00000004167,3
ENSDARG00000004169,25
ENSDARG00000004171,0
ENSDARG00000004173,268
ENSDARG00000004174,103
ENSDARG00000004176,40
ENSDARG00000004177,40
ENSDARG00000004184,98
ENSDARG00000004187,18
ENSDARG00000004189,41
ENSDARG00000004196,58
ENSDARG00000004199,1
ENSDARG00000004204,1
ENSDARG00000004211,6
ENSDARG00000004218,5
ENSDARG00000004219,0
ENSDARG00000004227,46
ENSDARG00000004232,6
ENSDARG00000004243,1
ENSDARG00000004246,81
ENSDARG00000004251,16
ENSDARG00000004256,0
ENSDARG00000004260,1
ENSDARG00000004261,42
ENSDARG00000004262,8
ENSDARG00000004270,21
ENSDARG00000004274,1
ENSDARG00000004280,11
ENSDARG00000004282,29
ENSDARG00000004291,125
ENSDARG00000004296,20
ENSDARG00000004297,117
ENSDARG00000004301,1
ENSDARG00000004302,37
ENSDARG00000004305,5
ENSDARG00000004306,6
ENSDARG00000004307,13
ENSDARG00000004308,7
ENSDARG00000004311,4
ENSDARG00000004318,0
ENSDARG00000004322,9
ENSDARG00000004325,16
ENSDARG00000004328,2
ENSDARG00000004336,128
ENSDARG00000004343,21
ENSDARG00000004358,47
ENSDARG00000004363,5
ENSDARG00000004372,81
ENSDARG00000004377,45
ENSDARG00000004378,10
ENSDARG00000004386,73
ENSDARG00000004392,3
ENSDARG00000004396,0
ENSDARG00000004402,10
ENSDARG00000004405,0
ENSDARG00000004406,0
ENSDARG00000004415,150
ENSDARG00000004427,0
ENSDARG00000004433,0
ENSDARG00000004436,9
ENSDARG00000004445,23
ENSDARG00000004447,0
ENSDARG00000004451,13
ENSDARG00000004452,311
ENSDARG00000004455,0
ENSDARG00000004459,0
ENSDARG00000004460,0
ENSDARG00000004470,41
ENSDARG00000004472,24
ENSDARG00000004473,0
ENSDARG00000004492,5
ENSDARG00000004497,0
ENSDARG00000004498,0
ENSDARG00000004502,24
ENSDARG00000004517,1
ENSDARG00000004525,34
ENSDARG00000004527,0
ENSDARG00000004529,0
ENSDARG00000004537,576
ENSDARG00000004539,8
ENSDARG00000004561,7
ENSDARG00000004574,16
ENSDARG00000004576,0
ENSDARG00000004580,44
ENSDARG00000004581,35
ENSDARG00000004586,0
ENSDARG00000004587,10
ENSDARG00000004588,473
ENSDARG00000004592,15
ENSDARG00000004594,43
ENSDARG00000004597,65
ENSDARG00000004598,0
ENSDARG00000004616,2
ENSDARG00000004618,11
ENSDARG00000004621,278
ENSDARG00000004627,0
ENSDARG00000004632,0
ENSDARG00000004633,8
ENSDARG00000004634,559
ENSDARG00000004635,70
ENSDARG00000004636,48
ENSDARG00000004643,100
ENSDARG00000004647,9
ENSDARG00000004648,33
ENSDARG00000004658,10
ENSDARG00000004672,253
ENSDARG00000004680,3
ENSDARG00000004687,9
ENSDARG00000004692,74
ENSDARG00000004695,9
ENSDARG00000004696,4
ENSDARG00000004697,7
ENSDARG00000004702,78
ENSDARG00000004706,34
ENSDARG00000004712,30
ENSDARG00000004713,5
ENSDARG00000004714,101
ENSDARG00000004721,4
ENSDARG00000004724,50
ENSDARG00000004726,80
ENSDARG00000004735,206
ENSDARG00000004745,8
ENSDARG00000004748,1
ENSDARG00000004753,12
ENSDARG00000004754,75
ENSDARG00000004757,933
ENSDARG00000004763,14
ENSDARG00000004771,32
ENSDARG00000004774,27
ENSDARG00000004782,213
ENSDARG00000004785,56
ENSDARG00000004789,193
ENSDARG00000004794,2
ENSDARG00000004796,80
ENSDARG00000004806,0
ENSDARG00000004823,0
ENSDARG00000004830,27
ENSDARG00000004836,157
ENSDARG00000004840,29
ENSDARG00000004843,26
ENSDARG00000004851,6
ENSDARG00000004861,81
ENSDARG00000004864,0
ENSDARG00000004866,16
ENSDARG00000004869,9
ENSDARG00000004870,7
ENSDARG00000004871,7
ENSDARG00000004874,0
ENSDARG00000004875,0
ENSDARG00000004877,94
ENSDARG00000004880,6
ENSDARG00000004889,0
ENSDARG00000004891,22
ENSDARG00000004898,0
ENSDARG00000004904,14
ENSDARG00000004906,50
ENSDARG00000004925,2
ENSDARG00000004930,199
ENSDARG00000004931,26
ENSDARG00000004932,0
ENSDARG00000004937,10
ENSDARG00000004939,59
ENSDARG00000004948,69
ENSDARG00000004952,0
ENSDARG00000004953,0
ENSDARG00000004954,0
ENSDARG00000004956,4
ENSDARG00000004964,17
ENSDARG00000004979,3
ENSDARG00000004988,16
ENSDARG00000005002,25
ENSDARG00000005004,0
ENSDARG00000005010,0
ENSDARG00000005015,118
ENSDARG00000005023,1
ENSDARG00000005026,117
ENSDARG00000005034,24
ENSDARG00000005049,0
ENSDARG00000005050,0
ENSDARG00000005057,3
ENSDARG00000005058,32
ENSDARG00000005078,20
ENSDARG00000005085,37
ENSDARG00000005092,14
ENSDARG00000005095,5
ENSDARG00000005098,10
ENSDARG00000005104,27
ENSDARG00000005108,4
ENSDARG00000005112,73
ENSDARG00000005115,2
ENSDARG00000005122,45
ENSDARG00000005126,30
ENSDARG00000005128,0
ENSDARG00000005134,21
ENSDARG00000005139,18
ENSDARG00000005141,119
ENSDARG00000005150,7
ENSDARG00000005154,2
ENSDARG00000005159,72
ENSDARG00000005162,61
ENSDARG00000005163,26
ENSDARG00000005172,2
ENSDARG00000005176,6
ENSDARG00000005179,2
ENSDARG00000005185,49
ENSDARG00000005186,135
ENSDARG00000005191,132
ENSDARG00000005210,4
ENSDARG00000005216,8
ENSDARG00000005218,2
ENSDARG00000005220,2
ENSDARG00000005221,11
ENSDARG00000005230,13
ENSDARG00000005232,126
ENSDARG00000005236,393
ENSDARG00000005246,5
ENSDARG00000005251,1
ENSDARG00000005254,5
ENSDARG00000005271,0
ENSDARG00000005274,0
ENSDARG00000005284,22
ENSDARG00000005314,0
ENSDARG00000005315,145
ENSDARG00000005318,15
ENSDARG00000005320,0
ENSDARG00000005327,0
ENSDARG00000005332,4
ENSDARG00000005335,0
ENSDARG00000005343,3
ENSDARG00000005350,107
ENSDARG00000005355,11
ENSDARG00000005356,23
ENSDARG00000005359,68
ENSDARG00000005364,0
ENSDARG00000005368,54
ENSDARG00000005371,0
ENSDARG00000005372,42
ENSDARG00000005374,20
ENSDARG00000005382,0
ENSDARG00000005392,0
ENSDARG00000005394,60
ENSDARG00000005397,127
ENSDARG00000005414,0
ENSDARG00000005416,45
ENSDARG00000005423,21
ENSDARG00000005425,6
ENSDARG00000005448,1
ENSDARG00000005451,101
ENSDARG00000005453,234
ENSDARG00000005454,21
ENSDARG00000005456,89
ENSDARG00000005458,29
ENSDARG00000005462,60
ENSDARG00000005463,53
ENSDARG00000005464,0
ENSDARG00000005468,67
ENSDARG00000005476,192
ENSDARG00000005479,419
ENSDARG00000005481,9
ENSDARG00000005482,415
ENSDARG00000005485,3
ENSDARG00000005500,14
ENSDARG00000005510,0
ENSDARG00000005513,600
ENSDARG00000005518,0
ENSDARG00000005522,0
ENSDARG00000005525,4
ENSDARG00000005526,16
ENSDARG00000005536,104
ENSDARG00000005540,131
ENSDARG00000005541,0
ENSDARG00000005544,6
ENSDARG00000005547,0
ENSDARG00000005549,21
ENSDARG00000005551,4
ENSDARG00000005559,16
ENSDARG00000005560,77
ENSDARG00000005561,70
ENSDARG00000005565,4
ENSDARG00000005574,24
ENSDARG00000005576,101
ENSDARG00000005578,71
ENSDARG00000005586,66
ENSDARG00000005590,33
ENSDARG00000005595,12
ENSDARG00000005606,80
ENSDARG00000005612,6
ENSDARG00000005616,0
ENSDARG00000005619,0
ENSDARG00000005625,32
ENSDARG00000005626,2
ENSDARG00000005627,0
ENSDARG00000005629,7
ENSDARG00000005640,0
ENSDARG00000005643,1
ENSDARG00000005645,102
ENSDARG00000005648,1
ENSDARG00000005651,39
ENSDARG00000005652,197
ENSDARG00000005670,37
ENSDARG00000005673,0
ENSDARG00000005675,29
ENSDARG00000005679,31
ENSDARG00000005690,36
ENSDARG00000005699,10
ENSDARG00000005704,9
ENSDARG00000005713,1
ENSDARG00000005716,1
ENSDARG00000005738,2
ENSDARG00000005739,20
ENSDARG00000005749,0
ENSDARG00000005754,504
ENSDARG00000005762,168
ENSDARG00000005772,19
ENSDARG00000005774,185
ENSDARG00000005775,458
ENSDARG00000005776,32
ENSDARG00000005780,0
ENSDARG00000005783,218
ENSDARG00000005786,0
ENSDARG00000005789,38
ENSDARG00000005791,207
ENSDARG00000005799,7
ENSDARG00000005800,23
ENSDARG00000005814,3
ENSDARG00000005821,2
ENSDARG00000005823,61
ENSDARG00000005827,39
ENSDARG00000005828,2
ENSDARG00000005834,59
ENSDARG00000005840,50
ENSDARG00000005841,81
ENSDARG00000005842,4
ENSDARG00000005853,6
ENSDARG00000005861,488
ENSDARG00000005865,0
ENSDARG00000005867,73
ENSDARG00000005870,7
ENSDARG00000005883,100
ENSDARG00000005891,27
ENSDARG00000005894,1
ENSDARG00000005897,4
ENSDARG00000005908,17
ENSDARG00000005913,3
ENSDARG00000005915,116
ENSDARG00000005916,10
ENSDARG00000005924,134
ENSDARG00000005926,7
ENSDARG00000005927,25
ENSDARG00000005941,151
ENSDARG00000005942,0
ENSDARG00000005943,6
ENSDARG00000005945,52
ENSDARG00000005948,7
ENSDARG00000005972,24
ENSDARG00000005980,127
ENSDARG00000005989,9
ENSDARG00000005993,10
ENSDARG00000006003,10
ENSDARG00000006008,51
ENSDARG00000006010,12
ENSDARG00000006011,2
ENSDARG00000006019,67
ENSDARG00000006025,38
ENSDARG00000006029,0
ENSDARG00000006031,294
ENSDARG00000006038,10
ENSDARG00000006040,6
ENSDARG00000006044,7
ENSDARG00000006052,0
ENSDARG00000006060,171
ENSDARG00000006062,169
ENSDARG00000006065,7
ENSDARG00000006074,21
ENSDARG00000006079,1
ENSDARG00000006092,342
ENSDARG00000006093,42
ENSDARG00000006094,395
ENSDARG00000006109,0
ENSDARG00000006110,19
ENSDARG00000006112,33
ENSDARG00000006120,58
ENSDARG00000006124,244
ENSDARG00000006125,89
ENSDARG00000006128,160
ENSDARG00000006137,0
ENSDARG00000006151,0
ENSDARG00000006169,59
ENSDARG00000006174,4
ENSDARG00000006181,35
ENSDARG00000006192,47
ENSDARG00000006196,9
ENSDARG00000006200,603
ENSDARG00000006202,38
ENSDARG00000006206,0
ENSDARG00000006207,0
ENSDARG00000006215,28
ENSDARG00000006219,52
ENSDARG00000006220,21
ENSDARG00000006225,60
ENSDARG00000006235,51
ENSDARG00000006240,64
ENSDARG00000006242,300
ENSDARG00000006251,11
ENSDARG00000006253,44
ENSDARG00000006257,225
ENSDARG00000006260,222
ENSDARG00000006266,47
ENSDARG00000006272,49
ENSDARG00000006279,6
ENSDARG00000006283,25
ENSDARG00000006288,5
ENSDARG00000006290,29
ENSDARG00000006292,3
ENSDARG00000006299,26
ENSDARG00000006300,0
ENSDARG00000006301,287
ENSDARG00000006307,30
ENSDARG00000006308,3
ENSDARG00000006314,41
ENSDARG00000006316,176
ENSDARG00000006332,69
ENSDARG00000006341,0
ENSDARG00000006345,20
ENSDARG00000006350,0
ENSDARG00000006353,10
ENSDARG00000006356,47
ENSDARG00000006368,0
ENSDARG00000006370,32
ENSDARG00000006372,0
ENSDARG00000006383,87
ENSDARG00000006385,23
ENSDARG00000006389,41
ENSDARG00000006392,15
ENSDARG00000006395,117
ENSDARG00000006396,211
ENSDARG00000006397,57
ENSDARG00000006399,54
ENSDARG00000006408,20
ENSDARG00000006409,0
ENSDARG00000006413,27
ENSDARG00000006420,141
ENSDARG00000006422,27
ENSDARG00000006427,25
ENSDARG00000006434,24
ENSDARG00000006447,0
ENSDARG00000006456,13
ENSDARG00000006467,45
ENSDARG00000006468,0
ENSDARG00000006474,0
ENSDARG00000006477,44
ENSDARG00000006487,89
ENSDARG00000006491,0
ENSDARG00000006494,46
ENSDARG00000006497,215
ENSDARG00000006501,0
ENSDARG00000006508,23
ENSDARG00000006514,16
ENSDARG00000006522,0
ENSDARG00000006524,189
ENSDARG00000006526,308
ENSDARG00000006527,56
ENSDARG00000006544,0
ENSDARG00000006545,34
ENSDARG00000006546,25
ENSDARG00000006553,13
ENSDARG00000006560,0
ENSDARG00000006566,81
ENSDARG00000006567,1
ENSDARG00000006568,0
ENSDARG00000006577,8
ENSDARG00000006580,0
ENSDARG00000006584,146
ENSDARG00000006585,48
ENSDARG00000006588,0
ENSDARG00000006598,2
ENSDARG00000006600,52
ENSDARG00000006601,58
ENSDARG00000006602,0
ENSDARG00000006603,7
ENSDARG00000006604,15
ENSDARG00000006607,9
ENSDARG00000006609,9
ENSDARG00000006615,10
ENSDARG00000006617,34
ENSDARG00000006621,62
ENSDARG00000006624,18
ENSDARG00000006636,67
ENSDARG00000006639,16
ENSDARG00000006640,4
ENSDARG00000006642,8
ENSDARG00000006666,4
ENSDARG00000006672,7
ENSDARG00000006677,33
ENSDARG00000006678,0
ENSDARG00000006683,47
ENSDARG00000006691,236
ENSDARG00000006712,8
ENSDARG00000006719,17
ENSDARG00000006747,230
