	dose_3.dose_0	dose_30.dose_0	dose_300.dose_0	dose_3000.dose_0	dose_30000.dose_0	dose_300000.dose_0	AveExpr	F	P.Value	adj.P.Val
403010	-0.222896752416665	-0.322123521083332	-0.141482080749999	-0.292233435749998	-0.363093919750002	-1.59283348741667	7.73157086230952	20.0453265054652	2.05418008621461e-07	0.00232389393153459
571287	-0.6119388755	-0.907999566833332	-0.684961962833333	-0.571438306166666	-0.828222370000002	-1.4106789045	8.32981911335714	17.747955186196	5.5097818873854e-07	0.00311660812459955
100384902	-0.682141507999999	-0.899835749999999	-0.680807222333332	-0.416854048999999	-0.730705721500002	-1.33265442166667	5.87367953011905	16.0498665662986	1.22407674764675e-06	0.00461599341537588
550432	-0.981575057416667	-1.33904007641667	-1.10613442941667	-1.02003695075	-0.878287054250002	-1.59140165508333	7.40758786126191	14.3688164704655	2.89017580454955e-06	0.00817413971921727
564392	-0.511166991166666	-0.641529476500001	-0.558680366499999	-0.496340074166667	-0.595721956500003	-0.977288733499999	7.87151235059524	13.3886740957726	4.94731304167667e-06	0.0111937904880976
550289	-0.491310947916666	-0.973503851249998	-0.910495813583332	-0.756810970583332	-0.497777889250001	-0.912358813249999	6.46761061092857	12.7027248165591	7.33821200066958e-06	0.0125093013388038
101884886	-0.624364269833331	-0.837115714499998	-0.837410301833332	-0.494360232166665	-0.340427324999999	-1.32860228516666	5.36750011521429	12.2982049885737	9.32898770935005e-06	0.0125093013388038
563450	-0.487935720749997	-0.564696026749997	-0.449316294416663	-0.415065957083332	-0.51396723625	-1.07762061975	8.84012696911905	12.2147204756516	9.80989701703849e-06	0.0125093013388038
447920	-0.862173771833334	-0.918893317833334	-0.873781099499999	-0.720255969166668	-0.719892177000002	-1.47777875183333	7.64036836811905	11.9965659371443	1.12003963794685e-05	0.0125093013388038
100008376	-0.965773606166664	-1.10311101283333	-0.889650598166668	-1.04107564916666	-0.774012276000002	-1.1621843805	10.6702028031667	11.9248872903421	1.17035306167883e-05	0.0125093013388038
795332	-0.570438200333333	-0.749586353333333	-0.601451070000001	-0.623562581666667	-0.588687494500002	-1.10883142566667	8.25836739697619	11.789414740828	1.27237687311065e-05	0.0125093013388038
553489	-0.824386688249999	-1.09361561158333	-0.836020425583332	-1.08618734958333	-0.967874134750001	-1.34518937425	4.74679688483333	11.7218386768358	1.32689486489565e-05	0.0125093013388038
563785	-0.623334491666665	-0.908409907666666	-0.690858392666666	-0.660407208666665	-0.649555395500001	-1.119581995	5.15357294835714	11.5867308497605	1.44376728616279e-05	0.0125641071602767
619520	-0.48458048525	-0.920212970916666	-0.587229650249999	-0.562825425249999	-0.675580227750002	-1.06870783025	6.16078075683333	11.0744814859482	2.00159153303005e-05	0.0161742892951207
565211	-0.792679498666665	-0.937094497999998	-0.932652068666664	-0.783218736666664	-0.581635923	-1.53248050966666	7.40665534526191	10.7250628937236	2.51699577395157e-05	0.0173044189424234
445568	-0.514748647083332	-1.25059764541666	-0.981765387749999	-1.15177452275	-0.51650889975	-1.15748068641667	5.90841530340476	10.6838151869244	2.58690580465776e-05	0.0173044189424234
568448	-0.692057161249997	-0.795879040916665	-0.736479532249994	-0.601211571583329	-0.350962205749997	-0.866202991916662	8.4803327825	10.6760362088727	2.60032813596038e-05	0.0173044189424234
562916	-0.790788541833333	-0.952709532166665	-0.829925871166665	-0.846850020499998	-0.843258754500001	-1.25510627716667	8.31061132316667	10.504999822262	2.91568335972111e-05	0.0183250699158471
387526	-0.537362068999998	-0.738919069666663	-0.658406207333332	-0.572491324666665	-0.300271627500001	-0.698144088333331	8.51373790835714	10.3511233077901	3.23560242620789e-05	0.0191226745736344
100318173	-0.772699568333332	-1.03737317133333	-0.485147121666665	-1.41261249566667	-0.520157475	-0.966719476666666	4.98008536226191	10.2867828102553	3.38065492329787e-05	0.0191226745736344
553187	-0.519103322749999	-1.33092666675	-1.02084805008333	-1.04938412541667	-0.37610988875	-1.00358789975	5.7844576577381	10.1146246699667	3.80517869527024e-05	0.0201570745111771
558541	-0.395288093083334	-0.660442344083333	-0.306154158749999	-0.30792918775	-0.526624109750001	-0.968920317416666	7.64743770669048	10.056539325135	3.96137451864387e-05	0.0201570745111771
557772	0.998484023000001	0.623654925333336	0.381966429000002	0.409204155000003	0.422652800999999	0.701871924000002	7.68324062354762	9.99022390895807	4.14837566845815e-05	0.0201570745111771
562116	-0.562632456999999	-0.893976615	-0.743879323666667	-0.683530533	-0.368251353000003	-1.120704846	6.91933406869048	9.8454730700278	4.59119272543644e-05	0.0201570745111771
100334245	-0.374600308999998	-1.096338377	-0.824723111666665	-0.624272629666663	-0.213476298999999	-1.07847115866666	5.79548045840476	9.84163501991225	4.60362037825263e-05	0.0201570745111771
559107	-0.468359158249998	-0.728563630583331	-0.419963911249999	-0.407745559916664	-0.794406254250003	-1.07840354058333	9.52280460759524	9.83273496320707	4.63258143101392e-05	0.0201570745111771
100534737	-0.637684807416664	-0.966506671416665	-0.743158929083331	-0.707949130083331	-0.598569211250001	-1.17398166808333	7.09342250226191	9.67771081090214	5.17055638233425e-05	0.0214180470791461
768194	-0.374819091666665	-0.688565273666664	-0.803139355999999	-0.809765518999998	-0.384902101000002	-0.902557339333332	6.70958150545238	9.64278211842345	5.30102818188005e-05	0.0214180470791461
100384898	-0.539051844833331	-0.684845544166664	-0.724287674499998	-0.38420789983333	-0.611705482499998	-1.26262794083333	7.26922297911905	9.49237798332449	5.90570878545592e-05	0.0220242656480873
