	DMSO_A	DMSO_B	DMSO_C	DMSO_D	P1400_10-5_A	P1400_10-5_B	P1400_10-5_C	P1400_10-4_A	P1400_10-4_B	P1400_10-4_C	P1400_10-3_A	P1400_10-3_B	P1400_10-3_C	P1400_10-2_A	P1400_10-2_B	P1400_10-2_C	P1400_10-1_B	P1400_10-1_C	P1400_3uM_A	P1400_3uM_B	P1400_3uM_C
394029	4.90631969	4.930851736	5.028609997	5.004934194	4.900942197	4.934355085	5.183464909	4.893922535	5.005806168	5.180432672	4.78719013	5.143233519	5.018011346	4.750245782	5.116921896	5.102639862	5.038051683	4.944139238	4.974333396	5.07223955	5.108458465
394031	3.272234378	2.96516655	3.442511109	2.957656203	3.294755611	3.062641643	3.261565175	3.098412242	3.090489508	3.379523005	3.027663389	3.226900359	2.898386917	2.89342448	3.1790608	3.257938761	3.124919045	3.287998929	3.05011359	3.424864244	3.154234835
394032	3.810592998	4.120934361	4.267969479	4.276191197	3.931141225	3.906499952	4.014897999	4.219966072	3.877978743	3.70125233	4.060966157	3.976576338	4.130504946	3.865134582	4.037694735	3.892176147	3.632890866	4.225003158	3.914845894	3.987190369	3.990470771
394033	4.934965226	4.91116724	4.920709918	4.829668893	4.827251388	4.682152366	4.775361123	4.857263399	4.592778415	4.752019573	4.710874584	4.874911396	4.919154551	4.614288291	4.815766629	4.826368893	4.854661259	4.725819264	4.839421069	4.836777311	4.882844766
394034	5.083943499	5.110752044	5.034712593	4.984992492	5.266989377	5.191934264	5.107766134	5.234862833	5.109377246	5.0961269	5.252236943	5.130702951	5.06308234	5.252436624	5.260723893	5.267949526	5.221002798	5.20370152	5.252777491	5.162162422	5.188025863
394035	10.1255253	10.05788171	10.05609801	10.06241356	10.24411931	10.10418668	10.24229538	10.22338646	10.27722367	10.24126087	10.22461271	10.19627354	10.13482081	10.30758525	10.18694568	10.2961254	10.23244627	10.13353841	10.22001508	10.25214676	10.23516039
394038	3.843199484	4.442231205	3.952692909	4.658383176	2.98196543	4.199082366	3.449916528	3.552759774	3.984530095	3.447956673	3.896409843	3.765852309	4.035375128	2.870027983	3.833869889	3.227172131	2.696547752	3.927010015	3.636732592	3.109133718	3.822389753
394039	4.498964148	4.061457979	3.935400492	4.106093444	5.061975484	4.421730333	4.22724416	5.056361738	4.462142327	4.307158508	5.112656718	4.614158544	4.226654722	5.059089684	4.419260214	4.319127954	4.649126117	4.220979173	5.124732814	4.571345448	4.2364639
394041	3.17311782	3.223202268	3.28076519	3.296544967	3.27588571	3.283074312	3.018662696	3.01765966	3.202421173	2.944657504	3.175294393	3.377679564	3.187459592	2.852228197	3.476247977	3.351251097	3.362375499	3.340871782	3.226841967	3.314402456	3.147474542
394043	4.06675427	3.786891402	3.720037487	3.497596188	3.974698457	3.871681089	3.576617162	4.252090516	3.904701606	3.494923776	4.369159792	4.09095484	3.548808502	4.261070217	4.142955336	3.744293045	4.011419845	3.582707762	4.085074259	4.080148416	3.478982623
394044	2.114086842	2.260523818	2.352362317	2.424596791	1.933564384	2.389259119	2.262330469	2.380704252	1.879771509	1.826233278	1.828741091	1.750515103	2.157239145	2.091817396	1.997394912	2.099132323	2.029038426	2.337338826	1.65794146	2.0134189	2.098596508
394045	3.12088319	2.837496322	2.558428535	2.65519872	2.671378933	2.484517387	2.750509423	2.803139928	2.684561013	2.694018805	2.904080983	2.547927045	2.674228509	3.042141748	2.241663911	3.062653042	2.757583147	2.824785545	2.880741992	2.517557811	2.520948998
394046	4.708147772	4.670130552	4.834718381	4.702470245	4.605891061	4.495463683	4.84787967	4.615285764	4.712561356	4.775035714	4.470661461	4.692980663	4.678447132	4.614288291	4.621680322	4.761644369	4.692195933	4.684042873	4.433845004	4.82070268	4.820462404
394048	3.519234994	3.089474647	3.631539601	3.380356417	3.535890844	3.385356094	3.651036162	3.476254016	3.592594945	3.874645059	3.161867472	3.48001288	3.559788978	3.242188573	3.697169374	3.500226389	3.632890866	3.632030368	3.391702454	3.813963606	3.757276621
394049	3.992386727	3.90704023	4.167871572	4.130503662	3.997914079	3.851400677	4.126509538	3.920158264	4.043434971	3.867524115	3.880103306	3.893718344	3.962776629	3.682453162	3.992507265	3.888903689	3.949238306	4.045515049	3.950536401	4.14613594	3.774929476
394051	3.140693462	3.532404022	3.210622785	3.303718249	3.498397738	3.648914499	3.151265582	3.445713552	3.486915275	3.175533335	3.426140783	3.414327631	3.570686511	3.3305471	3.511620842	3.500226389	3.310943968	3.78976545	3.471082189	2.950748254	3.343581819
394052	5.444245481	5.027266246	4.832384758	4.864042553	5.188444192	5.085260075	4.925770802	5.062413296	5.045971917	4.734513249	5.220207675	5.095671924	5.104914871	5.097371317	5.169544867	4.893221804	4.822375097	5.051137395	5.42938715	4.354016944	4.710095235
394056	5.504096403	5.434087536	5.541313843	5.402470431	5.520471666	5.399982656	5.31987697	5.392089429	5.455028753	5.367464122	5.530788875	5.377368534	5.3139184	5.616348918	5.453428651	5.432074326	5.713275855	5.482780819	5.366608918	5.441580608	5.272782274
394057	4.275283696	3.878941722	4.540915694	4.297906894	3.990216973	3.921168861	4.076555891	3.7655377	4.147790361	4.242573355	3.696739117	4.202925386	4.303791028	3.712361062	4.365495766	4.067408547	4.272672778	3.897059303	3.585764662	4.571345448	4.127319047
394058	5.267826299	5.374959376	5.319331283	5.464593222	5.178318408	5.51726404	5.368690983	5.16721293	5.211370031	5.044967557	5.226670668	5.516308364	5.372696908	5.005072393	5.543054502	5.254026966	5.208565478	5.403332802	5.40754071	5.386223195	5.300470831
394059	6.065942302	5.970459745	6.263503695	6.136679683	6.078523789	5.992746971	6.080987914	5.921148114	5.840639154	6.027344636	6.056717252	5.947190306	6.235817266	5.913161938	6.062580471	6.221641922	5.962306222	6.290238326	5.974988312	6.019809242	6.054456121
394060	4.881024996	5.079346932	5.668424906	5.53638227	4.749592989	5.115337266	5.310453162	4.674431595	5.257712522	5.236784187	4.524110875	5.649637419	5.195705949	4.734137939	5.669804724	5.126455111	5.205439322	5.256749652	4.717463592	5.230676929	5.163105579
394062	5.963998264	6.165015125	6.044099337	6.078272169	6.101926152	6.155639522	6.051391277	6.103390578	6.08686613	5.952763733	6.220290723	5.973742452	5.944745743	6.185507209	6.047596221	6.11364374	6.072789798	6.073041394	6.043875444	5.906335614	5.940777685
394065	4.576161287	4.474779433	4.634967815	4.612906275	4.565023683	4.644341757	4.49545043	4.458916527	4.532369865	4.628982109	4.49763368	4.605128664	4.62194177	4.3693247	4.715679053	4.636497285	4.465323889	4.651523344	4.564628641	4.56492639	4.732854467
394067	3.6120353	3.408708962	3.812919219	3.733667283	3.256765723	3.447475223	3.400014957	2.992525381	3.185085482	3.092460005	3.134632825	3.301466479	3.397892453	3.026354698	3.470267251	3.232345683	3.422843864	3.544576702	3.210112073	3.344695678	3.307648464
394068	4.701494084	4.522265031	4.782485962	4.508126529	4.298288988	4.435419733	4.316030026	4.440447921	4.288363943	4.358855148	4.366235789	4.577694882	4.326471515	4.307530226	4.31966343	4.41324604	4.623590361	4.388204405	4.404733289	4.512519062	4.2364639
394069	4.667757407	4.704844624	4.811210532	4.672305659	4.580484929	4.620571347	4.67612416	4.501112161	4.51859518	4.670489521	4.467936295	4.537915062	4.563132756	4.418536241	4.677254396	4.779425789	4.59997718	4.621310264	4.541410813	4.655318278	4.689300356
394070	5.288692513	5.394939236	5.197691857	5.05042008	5.278094802	5.185872971	5.380319046	5.247312158	5.374155089	5.707651005	5.302049173	5.281434668	5.497867651	5.562632954	4.955043353	5.503354139	5.319714313	5.568411394	5.607625422	5.083510585	5.529614853
394071	4.024729039	3.903059508	4.003360268	4.038905206	4.171303145	3.851400677	4.107979021	3.775395484	4.093074817	4.304524403	3.830047781	4.097408733	4.141510214	3.744880702	4.108714753	4.081810846	4.13486569	3.800591496	3.955563725	4.221532425	4.200991893
394072	2.519135298	1.724026547	2.535658502	2.212304991	2.223456951	2.00463262	2.52697092	2.142518016	2.144800914	2.165108069	2.019478615	2.30190357	2.213947319	1.873896206	2.664669124	1.905451162	2.604615793	1.956703269	1.528976968	2.900651174	2.389612386
394073	4.571303562	4.697968311	3.769667043	4.257841703	4.855063537	4.754924595	4.299793558	4.819648406	4.965759614	4.277915405	4.823885571	4.803683926	4.027486698	4.919341714	4.669445113	4.257025302	4.575971071	4.120874702	4.898045917	4.461595654	4.223665672
394074	6.887419332	6.660870912	7.079104591	6.943193229	6.776914136	6.770087301	6.935257048	6.643744068	6.78423109	6.926365339	6.574579215	6.956504544	6.864671078	6.428595425	6.985673046	6.840379333	6.874995075	6.821890269	6.586334122	7.085466592	6.966495919
394075	1.467574554	1.073709243	1.076369331	1.127868149	1.221719362	1.368774594	0.611935775	0.69416445	0.962361668	1.213072046	0.909653048	1.291563748	1.153994566	0.759590916	1.073921453	1.322818578	1.084322173	1.395969048	0.717658182	1.497533724	1.218363103
394076	8.472225409	8.392377917	8.559760998	8.60288856	8.418223621	8.370250593	8.625716196	8.377212884	8.464577466	8.540248437	8.319674154	8.528964643	8.634064639	8.201855541	8.579613493	8.55878043	8.391809756	8.538475929	8.464351736	8.506341938	8.664711804
394077	1.768518831	2.074832641	2.080758452	1.850262113	1.965319395	2.144548129	1.537505588	2.064264	1.304947203	1.479105191	2.350616023	1.14972687	1.760286653	2.061154715	1.963734479	0.997782791	1.660327275	2.004306066	2.026142305	1.626421314	1.43370616
394078	3.921630345	3.950118227	3.900181143	4.068685793	3.994070659	4.046880484	3.929534198	3.760583434	4.136561155	4.088795083	3.912534128	3.923081353	4.115699435	3.871039326	4.165339089	3.9498455	4.036264904	3.953929102	4.089654668	4.111318542	4.144396296
394079	3.738756095	3.812584094	3.647556578	3.657322471	3.719341559	3.809964016	3.721803955	3.558480158	3.70328816	3.685141599	3.952073605	3.707984363	3.744360651	3.767216019	3.722549534	3.943550459	3.696619713	3.929478066	3.62415842	3.813963606	3.770536471
394080	1.05935469	0.924601524	1.64311176	1.521562557	1.221719362	1.368774594	1.29695722	1.24117708	0.962361668	0.829146933	1.225802147	1.378923016	0.901217848	0.881601675	1.434917162	1.342090779	1.111297369	0.867346832	1.230273906	1.385432947	1.733651539
394082	0.785064924	1.073709243	0.836630749	1.706121863	0.865653674	0.819803979	1.008114402	0.608526682	0.719088556	0.674530082	0.702695011	1.14972687	0.866263624	0.598097939	0.94184857	1.361108922	-0.000234994	1.337698927	1.091013862	0.537538648	1.165807355
394083	3.140693462	2.697421389	3.267006879	3.011220791	2.835014057	2.510617438	2.710126146	2.650818622	2.640723546	2.677826637	2.538968222	2.86025128	2.743281552	2.694680169	2.726189947	3.00940228	2.949177904	2.679864359	2.350091251	2.816691551	2.79629671
394084	5.384575547	5.420227631	5.51390788	5.614895827	5.131851767	5.370000902	5.291418839	5.135034052	4.969561557	5.11127824	5.157320585	5.028026363	5.31877446	4.829709695	5.167698157	5.065438713	5.048556996	5.459060783	4.989118492	4.878787442	5.132621666
394085	3.977776302	3.837827225	3.735106436	4.012880379	4.10157189	3.973713744	3.789262125	4.234331984	3.936129071	3.845947935	4.068181498	4.181823201	3.920807516	3.984326236	4.01322264	3.965463968	3.836556626	3.973195878	4.305846284	3.928397575	4.074839867
394086	3.204829435	3.273405345	2.985498162	3.079680372	3.136397709	3.356865106	3.05135796	3.376158247	3.067022015	3.067818856	3.409194117	3.142039361	3.054039484	3.45762814	3.186375808	3.190428291	3.057169297	3.287998929	3.021632996	2.827457629	3.012616431
394090	3.630834105	3.578059421	3.525747835	3.651711508	3.454320307	3.447475223	3.540222249	3.303078919	3.507982613	3.41902451	3.403500701	3.470100075	3.655024459	3.308959605	3.523221656	3.425403859	3.632890866	3.468549252	2.932653908	3.473654645	3.552469492
394091	6.557282207	6.868545505	6.744414408	7.033334626	6.533195658	6.894235852	6.621967713	6.38671129	6.404483621	6.52838805	6.461311599	6.64959449	6.837858315	5.919586118	6.595699776	6.57568034	6.238708021	6.899157613	6.514910132	6.114054603	6.639145283
394092	4.781486551	4.545434295	4.920709918	4.876123048	4.790053369	4.887816778	4.911594252	4.581972286	4.770372439	5.00820691	4.481510935	5.009324648	4.878072504	4.446486383	4.959319754	4.708803166	4.87447925	4.81794785	4.551407099	5.067706364	4.975457066
394093	6.631498342	6.606217307	6.42011393	6.296232752	6.473028675	6.307585328	6.326479298	6.428699053	6.433219007	6.198139253	6.57584535	6.479057152	6.287099036	6.595700734	6.382176383	6.283384941	6.333394221	6.393065313	6.504656824	5.941448435	6.221476423
394094	4.576161287	4.804239941	4.841696685	5.009328498	4.565023683	4.773905766	4.703124714	4.409131603	4.460342082	4.566592414	4.336665115	4.834917457	4.847034921	4.099456256	4.880335316	4.576738269	4.390220177	4.766419895	4.590713681	4.488978302	4.537273365
394095	4.316508022	4.336986405	4.549465506	4.333388771	4.304509284	4.27337299	4.386914272	4.300682051	4.306514122	4.293939624	4.481510935	4.444818027	4.398578041	4.504616118	4.526901574	4.244277409	4.296373399	4.371964748	4.422996834	4.398015645	4.387540512
394097	9.354963785	9.365605286	9.356569009	9.357797389	9.474747062	9.392949755	9.481478651	9.546901536	9.567677657	9.56747472	9.558715534	9.484410993	9.439648309	9.588685757	9.445842035	9.559464977	9.502294946	9.401793525	9.523473579	9.505032293	9.539765388
394098	6.320898742	6.341580814	6.483206029	6.373259138	6.082148954	6.315009698	6.18410123	6.097508832	6.197988694	6.297523614	5.992747559	6.246234936	6.272155369	5.92598182	6.273037419	6.144844209	6.259204602	6.323928301	5.994659422	6.159497424	6.193034525
394100	6.24514465	6.0554073	6.187939688	6.310546908	6.117908238	6.203426892	6.166300365	6.042445203	6.175670577	6.198848648	6.041217953	6.325342201	6.224648685	6.0351917	6.222341541	6.157137884	6.280157149	6.012054468	6.182186493	6.363744769	6.295963442
394101	4.319408028	4.511846923	4.540915694	4.556971848	4.069058487	4.318395897	4.114182343	3.861209563	4.038617057	4.163377507	4.005669231	3.856153688	4.123121183	3.885696314	4.248063558	4.026299995	4.039779526	4.320239674	3.904484305	3.898077592	4.049680598
394103	4.914014285	4.879102497	5.121372638	5.082053799	4.805486528	4.867763502	4.932807177	4.715973069	4.932382861	4.924906385	4.613131981	5.007612409	4.979686527	4.76775913	5.024032521	4.772339498	4.964142092	4.828565235	4.500718295	4.949484263	4.750806828
394108	4.462699317	4.442231205	4.526552437	4.336889431	4.032051729	4.280975059	4.384350105	4.21635213	4.410866391	4.428252869	4.269394053	4.326190494	4.361407161	4.383852286	4.180070951	4.578770635	4.65372081	4.458247783	4.057282149	4.502477163	4.340895174
394109	4.839203679	4.842156749	4.80169908	4.666752778	4.822924605	4.811134956	4.915151471	4.866515881	4.729102957	4.983717851	4.849237527	5.014449205	5.010027135	4.735756841	4.896035847	5.068334645	4.90370496	4.946578183	4.898045917	4.850037362	5.035273624
394110	7.177638155	7.204801941	7.468733899	7.353252477	7.088981253	7.281979804	7.218648212	7.050229593	7.014829509	7.099323593	6.942151438	7.193713288	7.260098136	6.770142539	7.348042275	7.059600269	6.976137213	7.273324775	7.029958898	6.911717779	7.068433115
394111	4.420105887	4.248771042	4.520766854	4.486225427	4.16789548	4.19506432	4.434787047	4.190797838	4.167785274	4.217588524	3.959853107	4.426993491	4.310307632	3.826153164	4.384701066	4.297077707	4.551558737	4.291747575	4.014563594	4.643182083	4.452056504
394112	3.789833257	3.706948333	3.636898376	3.60602044	3.959011197	3.778086313	3.659544225	3.720324647	3.566055063	3.681085647	3.896409843	3.64769793	3.796350884	3.973389568	3.847776634	3.888903689	3.876414394	3.59208511	3.89927547	3.610843869	3.86833833
394113	5.641370473	5.611667431	5.673648655	5.696186366	5.56648961	5.597081711	5.684343218	5.476089968	5.634176391	5.578417694	5.563068241	5.707736984	5.658441117	5.595101926	5.798298216	5.649744004	5.761965938	5.713664599	5.54062308	5.767880274	5.383363968
394114	4.260270508	4.270563461	4.236546205	4.134532177	4.061732687	3.954827197	4.111084016	4.043576058	3.828593648	3.863950419	3.959853107	3.973071061	4.011579249	4.153749704	4.209090918	4.081810846	4.064145025	4.15923243	4.22488186	3.882675248	3.912868542
394115	2.254041509	2.602423367	2.591923607	2.301004073	1.485333197	2.471288131	1.790854231	1.875526068	1.320908437	1.569644419	1.911300084	1.399960614	1.661805706	1.813853724	2.169675747	1.666467318	2.014822303	2.205066124	1.821076077	1.721833933	1.640430895
394117	6.902969011	6.948938713	7.028016599	7.003358255	6.733775388	6.918198843	6.779557573	6.658467603	6.723235455	6.778079081	6.677830056	6.763547419	6.878441162	6.488876624	6.817432323	6.874283721	6.732415406	6.939510588	6.520009588	6.698832281	6.846406557
394119	1.944128836	1.073709243	2.127190491	1.496739694	1.901094655	1.676050697	1.909738842	1.700327846	1.836013119	1.93922375	1.484970989	2.173400841	1.31818918	1.355909009	1.929269894	1.852676612	2.227007111	1.632470712	1.473980175	2.435490104	2.25772122
394120	4.950013417	4.848380452	5.001862991	4.729355825	4.59324392	4.84229846	4.514336091	4.645161757	4.49592696	4.413660378	4.613131981	4.444818027	4.606139217	4.628300984	4.687601451	4.420063438	4.687722344	4.730072711	4.483418385	4.81530442	4.505903942
394122	3.672256644	3.674622406	3.769667043	4.142555616	3.686376913	3.695167182	3.827518241	3.780299231	3.806090127	3.717185136	3.518584055	3.937541748	3.715192291	3.473239473	3.902100636	3.797619045	3.856623151	3.638078799	3.526187482	4.209236808	3.813875932
394124	2.519135298	2.85408677	2.558428535	2.853970416	2.486780752	2.403258618	2.651620431	2.354639265	2.450699798	2.685945437	2.133927643	2.409554505	2.514091735	2.040344781	2.093905966	2.467079374	2.000464701	2.714623015	2.154106734	2.287398161	2.531372569
394125	5.72467058	5.486903661	5.694356535	5.45978488	5.420923373	5.550666621	5.382890382	5.406433575	5.487211385	5.348409117	5.54637313	5.551988717	5.445546965	5.627728377	5.55864026	5.604575091	5.732949515	5.584161079	5.440187553	5.427496911	5.450811103
394127	4.287182764	3.930696626	4.060307365	4.025951475	4.191581821	4.10371195	4.147831879	4.039491448	4.165577252	4.23152237	3.710638136	4.214846627	4.123121183	3.91742693	4.322985896	4.087531748	4.23330901	3.989845788	3.878250002	4.346551579	4.177956069
