	DMSO_A	DMSO_B	DMSO_C	DMSO_D	P1400_10-5_A	P1400_10-5_B	P1400_10-5_C	P1400_10-4_A	P1400_10-4_B	P1400_10-4_C	P1400_10-3_A	P1400_10-3_B	P1400_10-3_C	P1400_10-2_A	P1400_10-2_B	P1400_10-2_C	P1400_10-1_B	P1400_10-1_C	P1400_3uM_A	P1400_3uM_B	P1400_3uM_C
564822	7.2251782565	7.1849023485	7.3614525705	7.2202424955	7.1706275305	7.1768967585	6.9219554975	6.9347321655	6.7829485885	7.1430299555	6.8668451175	6.8957008105	7.0743883055	7.0832747845	7.2212443065	7.1839464805	7.3600919125	7.1499400155	6.8139391685	6.9107683915	7.0624229215
447866	9.6359975445	10.4572470405	9.6743101215	9.7765938215	9.3420297055	9.7894594865	9.7284680915	9.5628863575	9.5570918075	9.7428761855	9.7621258115	9.3736513395	9.8732255225	9.8258610965	9.4446844725	10.2097667195	9.7554678295	9.9367318555	9.8302735435	9.3771471715	9.7955822915
393564	7.2376702695	7.3302922745	7.6784854395	7.4605157245	7.1979951725	7.3481489315	7.3205150705	7.0870003445	6.9221041545	7.1901044005	7.0773217785	7.2992796165	7.4544954665	6.6328241015	7.5143916395	7.1893526735	6.8848570265	7.3905858355	7.0129276395	7.1983986695	7.2469283335
100334264	6.2743903305	5.8983255145	5.7662287875	6.0884581575	5.8882261155	5.6963995185	5.9722595375	5.5679900505	5.9425904635	6.0388625555	5.8490899125	6.0660825825	6.3414338995	6.1322518345	6.1900245685	6.0258883275	6.2718123255	6.0707370355	5.7966664915	5.8316747945	5.6018118625
445325	6.9419037365	7.3362929945	7.5971765925	7.5427532655	6.9060281425	7.6751266515	7.1472786075	6.9077150965	6.6224071675	6.9984502175	6.9244298045	6.9473422695	7.0350272975	6.3707154925	6.9864277185	6.7218583675	6.7864442795	7.4229226545	6.6348201415	6.9412480535	7.3340486745
114418	13.9773398635	15.1348981315	14.6772242415	15.3502319215	14.6101482315	14.8783411315	14.3898403815	14.2342518915	13.8269275935	13.5941951235	14.5290238615	13.9991156455	14.5529840715	13.1706609995	14.5348331715	13.3184168655	13.1165474925	14.7823821515	14.4923181015	12.9330917075	13.6306421775
553178	13.1679166975	14.1811603415	13.7929516825	14.4105909415	13.8125547875	13.9859103745	13.6453771005	13.4749782085	13.0958509045	13.0432546255	13.7104870785	13.2966220405	13.7607276555	12.6967702655	13.7010504845	12.7420391335	12.6036002495	13.8589819865	13.7323822935	12.5036865185	13.0141053025
569403	8.9362803595	9.2197895045	9.1738573905	9.1736240025	8.6059508955	9.0480311035	8.7131484225	8.6190740005	8.5510040255	8.5309027185	8.6035740185	8.3871753315	8.8425198255	8.3707776315	8.7808260515	8.6391768665	8.3629864425	9.0623915295	8.5650994315	8.3251357425	8.5550339625
101886588	5.8713484505	5.3288604295	5.8053703105	6.1052102915	5.6112389875	5.7858225565	5.7478730235	5.7814709365	5.4033928355	5.6246756955	5.8826825415	5.7543905245	5.6407994265	5.5946581425	5.5035822315	5.7319698995	4.9914244645	5.8559567225	5.4943289965	5.8744216545	5.9079744145
108191561	6.3453683535	6.3887470155	6.4488461545	6.5465670355	6.2438057725	5.8700248795	6.5379901485	5.9140903215	6.2005793395	6.2535219575	6.1679647095	6.3984429885	6.4290669075	6.0501749795	6.3439095625	6.3002399815	6.1451609105	6.3502337085	6.0464911265	6.5511419255	6.1739602225
436650	4.5489450055	4.8807067125	5.0321881405	5.2720735785	4.7070795215	4.8401528005	5.0548690685	4.3894935765	4.8327148515	4.9891342905	4.6072495505	5.2189205385	4.9556940015	4.4997783385	5.4052753745	5.0181316125	4.8360921525	5.0062613835	4.5884798445	5.0802383685	4.9854891185
110440077	5.4879233755	5.0362508225	5.3559538195	5.4132920215	5.1042168905	5.3891234155	4.8287080955	4.9445889065	5.2596243445	5.0918632975	5.5053198105	4.8974618415	4.9556940015	5.5355574625	5.2721509775	5.1348048885	5.7692303405	5.2659770255	5.1826723605	5.5708271485	5.0159219825
570815	7.7479498925	8.1324699935	8.4636849915	8.6769524845	7.2281688205	8.0207278355	7.4961778405	6.6857295665	6.4265124795	6.9897456685	7.2763804685	7.0963391025	7.2814743725	6.7377234595	7.0503044315	7.2674368415	6.5661487775	8.2728823845	7.2285530335	6.5678439225	7.5221731805
100331987	8.4485373525	8.6692427835	8.6472601885	8.8425441565	8.3029687145	8.7780003495	8.3814139975	8.4167610485	7.9434662125	8.2928830225	8.1724117685	8.3103711585	8.5587148945	7.9660284045	8.4365012805	8.2824419065	8.0028403095	8.6778395905	8.2326843755	7.8926637215	8.3818371455
777766	13.0537815065	13.1144136705	13.2389851145	13.2107043235	13.1101627785	13.0767872065	13.1754149445	12.9463561785	12.8394442185	13.1688255795	12.9247400005	13.0948958895	13.2599660925	12.9052827245	13.0733234395	13.2356751285	12.9927033275	13.3011743945	13.0576747505	12.9610954375	13.2046006275
387260	9.7028446715	10.2343865515	9.8542259235	9.9207818985	9.5474850325	9.8632198945	9.5473676625	9.6469748945	9.9469485105	9.5701362725	9.9221276095	10.0364355805	9.7240437915	10.1160463075	9.9638637485	9.8178981195	9.5719274515	9.6332011595	9.8577681315	9.4156455495	9.7656729435
100006379	8.8736280735	9.0476150675	9.1029745725	9.1189945385	8.8859681785	8.9303972925	9.0774964865	8.7692151805	8.7761173095	8.8981894945	8.7676399375	8.9577499155	9.1177474445	8.7912694805	8.8123364885	8.9991723525	8.9583606355	9.1368454485	8.6835320675	8.8756562665	8.9900688155
566797	6.4239902855	6.4002499255	6.4488461545	6.6755475415	5.9856682165	6.6308862895	6.4511922675	6.1320726895	5.9108556475	6.2311885145	6.1404570995	5.8505222495	6.1775879665	6.1618654755	6.2898314435	6.0734435655	6.1048909865	6.6705939045	5.9475984915	5.8532065415	6.1604019245
103911794	4.8054137455	5.4220892085	5.3559538195	5.2720735785	4.5027825425	5.6495197515	5.0015650435	4.7145132715	4.7394373775	4.9622669445	4.9617823785	5.1450187905	5.2311767585	4.6184467605	4.8913315465	4.6923094655	4.1312142605	5.2500440095	4.2329605405	4.4489712045	4.5999565065
393519	8.6605371005	8.4843602295	8.8291873625	8.7760983485	8.0966960965	8.4351854335	8.2447284275	8.0014071635	7.7236369815	7.8146608595	7.9685168875	7.8726916825	8.3110176645	7.8373547035	8.0741306685	8.0165514485	8.2930215995	8.3795551195	7.9300232235	8.2500204905	7.9918068475
403077	11.3390825135	11.0144285825	11.4529490015	11.2580384115	11.2811123015	11.2169820095	11.4785019985	11.1691426325	11.2622552015	11.4578310605	10.9407374835	11.4065623205	11.2942656765	10.8405635935	11.4767405205	11.3556398475	11.3884120975	11.2142947845	11.1697451375	11.6153055125	11.4522556405
368201	4.2857521155	4.6687910905	5.2746099745	4.9398798565	5.3678888085	4.7541352645	4.2304775975	5.2897028635	5.3252960245	5.0155104195	5.5267259915	5.1195189935	4.7763617385	5.3593160185	5.0297446475	5.3814577435	5.3075455835	4.8245464985	5.2170475615	5.1163036545	4.1290424005
327635	7.0520977475	6.9855153715	7.3282431615	6.9033441895	6.7203218675	6.9048321185	6.5930836265	7.0627123645	6.4118189085	6.7062942585	6.9952424775	6.4808590875	6.5568473035	6.9481716485	6.8246868665	7.0054381705	7.1185485295	6.9124779165	6.2427849875	6.4837167725	6.5095674755
553711	8.0521676295	7.9194165935	8.1004616925	7.9335750485	7.7945057995	7.7380979035	8.2332129905	7.7355612005	7.9010222345	8.2039365755	7.7808341695	7.9757645955	7.7695140425	7.8555916365	8.0294521135	8.0316786175	8.0566137255	7.7937213375	7.4843924655	8.1535265065	8.0951886885
798222	6.3453683535	6.0226110775	6.2645137975	6.4049130455	5.7471356745	6.2140542495	5.6645889645	5.2897028635	5.2596243445	5.2557200435	5.8991900155	5.4203094355	6.0090645875	5.3930029995	5.7834480055	5.6402033605	5.3991995845	6.2254149455	5.7268124115	5.2521729915	5.8071720045
797792	6.5890728845	6.9468184405	6.8080575615	6.9960817625	6.5180287685	6.8847321295	6.4412176335	6.8234887495	6.6800231905	6.5882500285	6.6203291455	6.5962760695	6.9697269175	7.1488271595	6.6207563845	7.0054381705	6.6249646145	6.7911043315	6.5961642205	6.5110661195	6.4661447025
100333571	8.6858288165	8.9315160615	8.8666790275	8.8892357185	8.4179931605	8.7780003495	8.4301377975	8.2934649955	8.0444148395	8.0906554035	8.2740064275	8.2082327805	8.5503639415	8.1248261485	8.6447246405	8.2491785665	8.4725448905	8.9705777095	8.2700006385	8.3328197985	8.3730474785
100332418	6.0937861355	6.2557643365	6.5560073235	6.0543587855	6.1627855885	6.0064979285	6.2022771665	6.2078596385	6.0533207545	6.3395510725	6.0097380515	5.3992718375	6.3921597275	6.1520616475	6.0010116835	6.2493854545	6.1843372385	6.3724809745	6.0464911265	6.2601836005	5.9241107425
553250	7.1675857165	7.2242652115	6.9718439175	7.3524087665	7.0852645755	7.3184863225	7.0587174555	7.2536185195	6.8680417055	6.7303800755	7.3295596935	6.8653396595	7.0350272975	7.3508959215	6.9864277185	7.0830018635	7.0352865535	7.2211369515	7.1075824955	6.9906587575	6.9721816475
792928	7.1143879315	7.3182154335	7.5971765925	7.5365910805	6.4739290625	7.3554702605	6.6973341935	6.5941777935	6.2689305195	6.3185199335	6.7072662795	6.0793698275	6.8110057325	6.6468543305	6.8897576685	6.4697652035	6.7607551715	7.1754714595	6.2260036255	6.6892389085	6.4880194515
556310	8.9477306795	9.2327152195	9.1147082945	9.2147280325	8.8236406945	9.2021667365	9.1860049645	8.9740965665	8.9501319705	8.9140492835	9.0053949615	8.9064863345	9.1233882985	9.0186931995	8.7309633325	8.9554206655	8.7058291585	9.3033911295	8.9971569465	8.6420437615	9.0204062325
101885019	6.2375473655	6.2932648025	6.8080575615	6.8840592475	5.9214434765	6.4236074395	6.0918476435	5.6998289705	5.8339747525	5.9321436975	5.8319956485	5.9836818255	6.3021836765	5.6090626175	6.3831781065	5.9386973995	5.9004990125	6.5259194805	6.0842250735	6.1251029405	6.2780700415
503750	5.1341716095	5.1221156645	5.2746099745	5.7264706845	4.2647064035	4.9602661735	4.7007739085	4.1023326445	3.8301917445	4.1453587095	4.6072495505	4.1720169495	4.6978835845	3.7965697745	3.4595160255	4.1867593895	3.2825259965	5.0062613835	4.1641528985	4.2684321535	4.3836288045
103909734	7.5395838155	7.4623623865	7.4689673245	7.4863224815	7.3941367575	7.6633760625	7.3205150705	6.9786658275	6.8003734695	6.8228929455	7.0845570675	6.9180595875	7.4604502365	6.7016493525	7.3189853275	6.9428004815	6.9844012405	7.4990448765	6.7566686895	6.9412480535	7.0984188115
553595	5.7717901445	6.5829493895	6.5900290085	6.3213528945	5.8882261155	6.3522105915	5.8718695905	5.8587391955	5.6667101015	5.5363542935	6.1542764645	6.1185127205	6.1034167995	5.4739318945	6.0342839505	5.9257999835	5.6056982965	6.1924467495	6.0654814635	5.4629206945	5.8584534245
100334952	7.2925831995	7.2435510895	7.3548715635	7.3802044015	6.9469310755	7.1851382025	6.9987732845	6.9436265815	6.9114525225	6.6652355065	7.0627414245	6.7454310455	7.0821332625	7.1189418685	7.0365482575	6.9618789825	7.2597347485	7.0103091625	6.7449366355	7.1899620495	7.0180077485
353246	9.5484595155	9.7275688425	9.7313143605	9.6917937375	9.1833440395	9.7427642125	9.3226751475	9.1126449045	9.1170342125	9.1555430215	9.1691869065	9.1666980505	9.5534651985	9.0374531365	9.4338163625	9.2119994855	9.1634337145	9.5640032575	9.1473115585	9.1349577525	9.2296294595
793549	7.4457949735	7.7042813525	7.6193109235	7.7646000385	7.2771145445	7.4127406075	7.4304831325	7.0950063145	7.0096018405	7.1784790065	7.1480918875	7.2413504655	6.8837120175	7.1537484035	7.4294042775	7.4814471075	7.2959573855	7.2967612785	7.2800795765	7.2398572275	7.2911460235
436780	8.5646385235	8.7160177255	8.6445646765	8.8249538055	8.3433596775	8.6909723425	8.5370283315	8.3647315825	8.4330782245	8.4143200685	8.2959897045	8.6345073655	8.6238373695	7.7425429735	8.8242749605	8.5827797945	8.0775741645	8.7812361005	8.4685323165	7.9735352065	8.5627847455
793097	6.6370136575	6.4891134565	7.0308334675	7.0662054385	6.2173014035	6.7798039245	6.3588361145	6.5714044315	6.4564675965	6.1970264165	6.4956103425	6.6595709615	6.4290669075	6.4205668555	6.5303638335	6.6452479295	6.3195154395	6.6765666075	6.4735640545	6.4698451845	6.3152525395
103909737	5.5692461245	5.3993407105	5.4077418395	5.6599967665	5.6904541355	5.5509267995	5.4425879205	5.9320786305	5.6151283755	5.6585439195	5.2717325055	5.8505222495	5.3385380015	5.1585089505	5.7637453225	5.2837562265	5.6806760965	5.4163178695	5.2834342525	5.7421827545	5.5611169015
100330524	6.6834124605	6.5626180465	7.3416187975	6.9870717055	5.6112389875	6.6065475485	6.4311735555	5.3173400335	6.5348987555	6.7462167515	4.8975054815	7.0180496655	6.4650534265	4.8783598955	6.6424965035	5.8595245365	6.1843372385	6.0524804265	5.1113626835	5.7876225755	5.9558518395
336057	7.7806072515	7.7318565795	7.7654144865	7.8315653855	7.4117761535	7.8511799295	7.6498926895	7.4285393955	7.4605346015	7.6768563425	7.4352139745	7.6142885535	7.7743026655	7.4701074855	7.7226300725	7.5033158205	7.6763244945	7.6912481785	7.5930851005	7.5739869425	7.6378589465
550458	7.1998649735	7.7942202315	7.6518884225	8.0592540275	7.2577377545	7.5273785145	7.1955464975	6.9612525785	6.9945416465	7.0311363625	7.3774747805	7.1623881825	7.2970293675	6.6115195605	7.3324230675	7.1399517565	6.7693691335	7.1880697195	7.0704624115	6.7478910265	6.9487109175
100536460	4.8054137455	4.4648003185	4.7804694755	4.6050161455	5.1609475615	4.7541352645	4.0321086685	4.9796050695	4.7394373775	4.8494957545	5.1665666435	4.9847866405	4.9556940015	5.7060573655	4.5206911375	4.9686855265	4.9312832185	4.6166000325	4.9572098245	5.3155922345	5.0159219825
30072	6.7459615835	7.2499228465	6.9889456255	7.3168937885	7.0705331295	6.8643481405	6.6804738805	6.5482658115	6.8514198685	6.7927097065	6.8499611705	6.6237431675	6.9780529425	6.8962615955	7.0849858665	7.7933274735	6.8608760165	7.1326645305	6.9631646675	6.6405375265	6.9644004205
100037356	8.2623948125	8.1718053005	8.1277404145	8.2707848765	7.8602200865	8.1240607715	7.7542886775	7.9928629695	7.8628309805	7.7532927255	7.9685168875	7.8726916825	7.9454086185	8.0738112865	8.0539935925	7.9701943215	8.0353442635	8.1106682955	7.9708852225	7.7678436745	7.6131890975
541438	8.8330421305	9.0657870855	9.1569334565	9.2490513385	8.6684292935	9.1858315645	8.9443551545	8.7157006685	8.7628461515	8.8403437015	8.6772097325	9.0817693715	9.0423357635	8.3665447215	8.8455183685	9.0053156725	8.5395411305	9.1679173145	8.9897199875	8.5527443925	9.0015202355
553513	9.2047394745	8.9589997645	9.3920450695	9.1292684165	8.6659814245	8.9667053495	9.1845109295	8.7052784625	9.0948454445	9.3259293915	8.6555109425	9.2469038795	9.2248273705	8.7928476505	9.2082319335	9.2383181235	9.1925479095	9.2790625955	8.7612966345	9.3734265065	9.1800989335
558149	5.2862275175	5.7800342065	5.4577350805	5.5903114165	4.5880031035	5.5509267995	4.9741558195	4.7145132715	4.9827104895	4.8198696865	5.1109618215	4.1720169495	5.1743433875	4.1118688405	5.1560330725	4.8911859275	4.5860136155	5.7691835185	4.7845931025	4.7988600515	4.9226270305
560944	10.1627941955	10.2439943025	10.4612910035	10.6203018235	10.0815275745	10.3646797285	10.1769145525	9.9722474135	9.8602958315	9.9199969665	10.0197168735	10.1643009515	10.3255045995	9.4351944015	10.1947536145	10.1740822905	9.5731579125	10.3826889595	10.0968956225	9.8048997355	9.9997059225
557738	6.9495177145	6.6899217935	6.9545370505	7.1330780895	6.1766088825	6.8540471165	6.3481996225	6.2657471925	6.0239545655	6.1970264165	6.1265040805	6.0116749465	6.4768521825	6.0289048265	6.4339268845	6.4786237305	6.2838867905	6.5456333645	6.1390376375	6.3688197145	6.3868605145
58073	8.9072505415	8.9255579555	9.0033998195	8.9669046145	8.9212910185	8.9619167455	8.5694426815	8.8135560175	9.0087712405	8.6949241515	8.7472688625	8.7197076615	8.8696229935	8.6469056445	8.8916350885	8.5389863635	8.7780354375	8.7174867115	8.6175107295	8.7085246295	8.6478344785
322412	9.9769151905	10.3171199995	10.1419877345	11.0988191185	10.1834572145	10.4040474115	10.3960685685	10.0940879025	10.0063405075	9.8243953085	11.1461648735	9.2746046195	10.8638343715	9.8103619035	9.6450956615	10.5160001125	9.1957468485	10.5026891145	10.3079584595	8.6233680135	10.5356548445
767673	7.8059940415	7.5883867255	7.8706551695	7.8061759905	8.0636025905	7.8197650065	8.0118496435	7.9537752575	7.6803734405	7.7375339575	7.7077469735	7.7902470755	7.7157626755	7.6269723475	8.0002825665	7.8249313665	7.6854559725	7.8790735955	7.9248331265	7.6862163645	8.0032445355
571998	7.1544690385	7.1444353005	7.4871358975	7.4342389175	7.0254141585	7.3333938605	7.1349550185	6.8521140505	6.9639412555	7.1843034135	6.8155886785	6.9901811615	7.2148709115	6.3102911635	7.1318499005	7.1174408435	6.8848570265	7.2333443405	6.7683061065	6.6528678645	7.3932062115
100036767	7.6037184865	7.5984082425	7.6942114265	7.5970596045	7.4117761535	7.6574646805	7.2190880635	7.3097335185	7.1201194745	7.0943675335	7.4123948395	7.3927161155	7.2769242095	7.1684122075	7.5435704775	7.1117578015	7.3078322755	7.3833003735	7.2220226285	7.5076457905	7.1745836565
100141362	7.3512421305	7.4678391655	7.5803500975	7.5610834545	6.9945313525	7.3259593465	7.2364955215	6.8894184795	6.8625223445	7.0440062475	6.9952424775	6.6945305295	7.3935555735	6.9021224805	7.0609703355	7.2213711905	7.0565568585	7.3198419105	7.1348089215	6.9710970755	6.9952766445
100006249	7.1675857165	7.4678391655	7.4381684745	7.4074746195	7.0852645755	7.2572662835	7.1099874665	6.9699854745	7.2693962255	7.2907209165	7.2987839765	7.3980283855	7.3493123635	7.0414025445	7.4168439745	7.4229867105	7.0775181185	7.4718265175	7.4120512755	7.1027659275	7.3520520225
100006583	5.2122019185	4.7786364105	4.8569795705	4.5571151615	5.3678888085	5.1062864165	4.0321086685	5.3972101905	5.0810403475	4.3248147465	5.2717325055	4.6704519295	5.1743433875	5.0570929405	5.3534901775	5.0181316125	5.0491586265	4.5135957155	4.8734815975	3.9860934265	4.0131362605
570841	7.9647004215	8.1412831825	8.1807976055	8.3361057325	7.8123243485	8.2783964345	7.8888092635	7.8104058245	7.4568765435	7.6434202875	7.8630742405	7.6324314385	7.9748287335	7.4542385745	7.8910095535	7.7682589145	7.4485661815	8.2533664335	7.7539140725	7.6311926905	7.5981821275
393432	7.7933564865	7.8788797515	7.6679053995	7.8712813305	7.5295586705	7.7040911065	7.3259461545	7.3437283905	7.5930847665	7.7414898165	7.2799984105	7.7780750395	7.8623908365	7.0986687755	7.4664421095	7.5917078025	7.7737260885	7.5091208125	7.4630684205	7.5868967975	7.5728183135
445215	6.2250542835	5.5307434095	6.1167512515	5.9654082495	6.2698319905	5.8073383295	6.3481996225	6.2370937355	6.0725713005	6.2311885145	5.9476085385	6.1566215895	6.1630556595	5.7193963735	6.3831781065	6.2493854545	6.0634646515	6.0707370355	5.8632939245	6.4274117495	6.1604019245
550349	7.9609383085	7.8747627115	8.2029523705	8.1057800955	7.7209457695	7.7268511365	8.1981047025	7.7659665535	7.8683491635	8.1304185615	7.7718982075	8.1590184725	8.0319280705	7.6688272185	7.9224494575	8.0702826505	7.9545582855	7.8790735955	7.6125838185	8.2213299455	8.0295850315
393607	7.0939219165	6.1507189505	7.1722939415	6.6066274285	6.7758640765	6.2770956165	6.5285998295	6.7544012125	6.3889654685	6.9238226005	7.0029002165	6.6417682795	6.7245770905	7.0467035195	6.2192522795	6.9299398585	7.0705648155	6.5842709355	6.6600270695	6.7247155235	6.6127291245
101886867	5.3100820515	4.9131860985	5.8245499145	5.3302299705	5.3435872465	4.8401528005	5.1062736145	4.5840716805	5.3412572585	4.6618627295	4.8642602195	4.9847866405	4.9215666695	5.1187938835	5.2721509775	4.5978997035	5.1581262545	5.1844917645	4.9572098245	5.6467701355	4.9226270305
550403	10.9082566265	11.2934419025	11.1840267315	11.3873633865	10.7650304275	11.2497656875	10.9020697105	10.6189986545	10.4420497535	10.3756477105	10.8491853515	10.6422311325	11.0856830465	9.9820469525	10.9602304245	10.6577824475	10.0914221305	11.3582679795	10.6537149355	10.0319208235	10.6613001765
402814	7.5988850135	8.1101013475	7.7703684375	7.9797273505	8.1147585695	8.0582838325	7.9569011085	8.2037615165	7.5490955535	7.7375339575	8.2420090355	7.7575572805	8.1471666095	7.9743974265	7.7123881415	7.7897728105	7.6625179825	8.1128724035	8.2903222805	7.6123750225	7.8083776185
570025	6.8390817875	7.0526571045	6.8922737855	7.2355399255	6.9060281425	7.1434519595	6.8101418435	6.5365558315	6.6224071675	6.7462167515	6.4402844115	6.4908377765	6.6326388825	6.2655269895	6.8622287605	6.7293003275	6.6058537465	6.9375646705	6.4448444845	6.3077469825	7.0255058855
81880	10.3713200105	10.3626647965	10.3898566965	10.4430396385	10.1549371435	10.3528397665	10.2993028125	10.2138065935	10.2177972585	10.3428241075	10.1164253775	10.2600345695	10.3641338005	10.0108106305	10.2708805205	10.3436770165	10.0309167965	10.4373557935	10.1467866655	10.0942796765	10.3864138105
570001	7.4724648725	7.8158553935	7.7454267995	8.0244488775	7.2898893165	7.9799208855	7.2364955215	7.1498376085	6.6987283045	7.1249733505	6.8668451175	6.9106450975	7.4840265345	6.7414216725	7.1846673875	7.0357658485	7.1185485295	7.7715702545	7.1790747045	7.0003410255	7.0624229215
101883923	9.0415550675	9.2246502285	9.0448760325	9.2640478935	9.0859912385	9.2362767665	8.9158261485	8.9433858995	8.5965992255	8.7684964165	9.0941021025	8.7553275245	9.0756931875	8.8591258565	8.9516426625	8.8312391125	8.8386368675	9.2849389685	8.9671762855	8.7720764685	8.7866827795
100334391	4.7010273355	3.8780984545	5.1279320915	5.1801921655	5.0749924625	4.3472605905	4.7661586435	4.4406531575	4.1888519985	4.4843975915	4.5664897815	4.7390369305	4.2249176865	4.4997783385	4.7780450885	5.1122128905	5.2096714325	4.0810887945	3.6637374105	4.8850053715	4.4740880305
402794	5.6082506735	5.7623149565	5.7054503345	5.8706109345	5.8016742025	5.5509267995	6.0918476435	5.8011794235	5.9939781835	5.8168955165	5.7971872095	5.6153589735	5.6407994265	5.9059593795	5.9496187155	6.3685529375	5.9160985935	5.9278248515	5.8632939245	6.1942236565	5.6607797165
100007104	7.2865839665	7.6083606255	7.6193109235	7.6888281745	6.8639316175	7.5594320105	7.0257230825	7.1108861935	6.5826771095	6.5526697245	7.0105175235	6.8729900575	7.1277496625	6.0917970105	7.1471389505	6.7659449685	6.7346003305	7.5487352505	6.8026655065	6.7478910265	6.5723452855
100038776	5.9186643865	6.5104996755	5.9865753005	6.3213528945	5.7655452185	6.2140542495	5.4624499535	5.6132882895	5.7165110735	5.5544564355	6.0981865585	5.7543905245	5.9927213825	5.9963997935	5.4796263635	5.8458961015	5.6056982965	6.3200267575	6.1027282855	5.0432483355	6.0173128285
553691	10.6790088725	10.8837818635	10.9821182045	11.0788151525	10.3792152005	10.9385476645	10.5975505725	10.2661524635	10.3012530835	10.3781908025	10.3780034045	10.4869960345	10.7734472585	9.8048976075	10.5973858655	10.4828127355	10.1428775865	10.8841347155	10.3119397625	10.2341952315	10.5284163735
561082	8.7284965935	8.6620938805	8.8220479015	8.8475308275	8.2934849145	8.5481211355	8.1772232515	8.3038640205	8.2186967245	8.1122024165	8.4607465425	8.2411193315	8.4219816355	8.1373029015	8.4145575075	8.2309447165	8.4804359085	8.3611307845	8.1236581045	8.3669004005	7.9608554715
568018	6.6925158025	7.3242664915	7.1189172175	7.5179450095	7.2314904345	7.3481489315	7.3843763995	7.1802588375	6.9742136715	7.1066878835	6.8328772885	7.2413504655	7.3557165005	6.8903768045	7.1622676715	7.0417556245	6.9006257345	7.3978346925	6.8904804555	6.7593406475	7.2533287275
100535694	6.2250542835	6.3887470155	6.2072117745	6.2478208915	6.0916097175	6.2924347445	5.5204462535	5.2615259015	5.3570438345	5.9321436975	6.2474740355	5.6334884865	5.8182195965	5.9853999725	5.4552659835	5.7757532115	5.8687845205	5.7803199095	5.0363441915	5.5708271485	5.2642888555
569030	6.6464135655	6.5210750635	7.1722939415	6.9411575245	6.3694813595	6.8120913695	6.8023702315	6.5828360475	6.4782842375	6.4596795035	6.3470978695	6.8576484755	6.8387017445	6.0711360905	6.8806396075	6.8227066245	6.5368987835	6.6156968105	6.5830452685	6.9209999955	6.7182871305
503761	5.0797035115	5.3288604295	5.3559538195	5.2720735785	4.7813319975	5.2702036535	5.4224486195	5.0137914425	5.1369741725	5.3206212575	5.3697503635	4.9562616625	5.4384601305	5.4895868235	4.8545490195	5.4187580495	5.2594383365	5.5262399505	5.2506227275	5.4629206945	5.3857840815
406289	9.9072698575	9.5427167885	10.0110363485	9.9934439325	9.5260492105	9.5804186925	9.6505303385	9.5498394255	9.6688260495	9.7875633285	9.2899033995	9.9549788815	9.7116150005	9.4422508505	10.0220352465	9.5824100375	10.0504852885	9.5231552435	9.2853272645	9.9716745025	9.6467317255
565440	7.7504134385	7.6329452935	8.0237090895	8.0200385945	7.4117761535	7.7822281935	7.5788832905	7.3571051755	7.4197765765	7.5696864035	7.1754556785	7.6898679505	7.7790754455	6.9538258055	7.6968876105	7.4502630795	7.7080349625	7.7687773015	7.2881859445	7.8664326005	7.6131890975
751728	8.3655978705	8.2147831515	8.3948087865	8.3254222465	8.2966531135	8.1111431155	8.2926688105	8.0961920015	8.3644461535	8.4192675995	8.0335145855	8.4370571065	8.2675270415	8.0764053305	8.4113952585	8.2439923675	8.3967362965	8.1150731485	7.9908902545	8.5160923425	8.4334794035
335339	8.2346189725	8.4816556185	8.4789236435	8.6703135575	8.2219640825	8.4002138855	8.1437864215	8.1159985135	8.1364744865	8.2379373455	8.2991030045	8.1714803325	8.3596223035	8.1298298055	8.3333442775	8.2849691385	8.2288890675	8.3722135965	8.1505856345	8.0171092015	8.4193187725
678614	8.7196181725	8.7206128805	8.8220479015	9.0622147695	8.0747183195	8.4143043945	8.2533050835	7.9493660775	8.4698420035	8.0750652405	8.1028536365	8.3243894975	8.5531529665	8.0581483025	8.6230183245	8.2824419065	8.0566137255	8.4439999525	7.6695469375	7.9833326875	8.4278318195
492467	6.9342493615	7.2875734915	7.3548715635	7.1969878505	6.5395832025	7.1686079645	6.9147649085	6.8521140505	6.7049098345	6.5345450085	6.8414445175	6.5203662885	6.9529293145	6.8903768045	6.9167711015	6.7367040965	6.8608760165	7.2574535435	6.7913030545	6.5901345105	6.2138869615
550396	6.7805228955	6.7895070385	6.6450074585	6.8346879935	6.2953970035	6.7798039245	6.8408162905	6.4642268695	6.4343159705	6.8524576265	6.7166103475	6.5300763295	6.7146463235	6.4687530185	6.5762679405	6.6452479295	6.6989728665	6.7911043315	6.4877122525	6.7707001165	6.9328489125
571372	4.8710315685	4.8134684215	5.8806047225	5.2720735785	4.2647064035	5.3602997675	5.0284632235	4.4406531575	3.8301917445	4.7587274755	4.4368091695	3.4863300635	4.7763617385	4.0285897795	4.6116729915	4.5313428935	4.5860136155	5.2500440095	4.2329605405	4.1341585875	4.0722530055
100537398	6.9032191695	7.8371708955	7.6994155585	7.5179450095	6.7297286705	6.6666414195	6.9713104615	6.3749880865	7.0826311795	7.3643979015	6.6203291455	6.7945967445	6.9273604095	6.8844679105	6.5986836415	7.2160838755	6.9695267255	7.0476567215	6.7683061065	7.0571084825	7.1610312445
